scenario,panel,code,sb,f,iterations
om11,Reference (OM11),tun29,1.37129681500494,0.982362149627211,500
om11,Reference (OM11),tun43,1.33513275273373,1.07677192259484,500
om11,Reference (OM11),tun45,1.36539140717242,0.988085480554127,500
om11_2,Recruitment crash (OM11_2),tun29,1.36561081862761,0.975275911431975,500
om11_2,Recruitment crash (OM11_2),tun43,1.32463553678985,1.07108937136442,500
om11_2,Recruitment crash (OM11_2),tun45,1.36055440134933,0.984210090556117,500
om11_3,Recruitment cycle (OM11_3),tun29,1.35087870541354,1.03700223967737,500
om11_3,Recruitment cycle (OM11_3),tun43,1.31644895024639,1.15378328302614,500
om11_3,Recruitment cycle (OM11_3),tun45,1.34493198863748,1.0571340636821,500
