year,iter,data,scenario,biol,code,metric
2050,367,311.821913621531,om11_2,CJM,tun45,SB
2025,397,7216.38347223923,om11_2,CJM,tun45,SB
2026,397,6916.46405540904,om11_2,CJM,tun45,SB
2027,397,6096.426716207,om11_2,CJM,tun45,SB
2028,397,5344.68122178262,om11_2,CJM,tun45,SB
2029,397,4576.7502612369,om11_2,CJM,tun45,SB
2030,397,3699.96430908254,om11_2,CJM,tun45,SB
2031,397,2893.1932241419,om11_2,CJM,tun45,SB
2032,397,2863.54753014083,om11_2,CJM,tun45,SB
2033,397,2955.49693012888,om11_2,CJM,tun45,SB
2034,397,2655.4456587268,om11_2,CJM,tun45,SB
2035,397,1895.81810385587,om11_2,CJM,tun45,SB
2036,397,1637.01350010126,om11_2,CJM,tun45,SB
2037,397,1823.76837406642,om11_2,CJM,tun45,SB
2038,397,2413.13323314864,om11_2,CJM,tun45,SB
2039,397,3260.22570502774,om11_2,CJM,tun45,SB
2040,397,3887.13986973697,om11_2,CJM,tun45,SB
2041,397,5100.92188177568,om11_2,CJM,tun45,SB
2042,397,6505.91253268715,om11_2,CJM,tun45,SB
2043,397,7136.85180294477,om11_2,CJM,tun45,SB
2044,397,6991.79389435476,om11_2,CJM,tun45,SB
2045,397,6473.17569626858,om11_2,CJM,tun45,SB
2046,397,5901.46823808632,om11_2,CJM,tun45,SB
2047,397,5304.64162324525,om11_2,CJM,tun45,SB
2048,397,4642.41119015715,om11_2,CJM,tun45,SB
2049,397,4374.00327136493,om11_2,CJM,tun45,SB
2050,397,4334.91890702823,om11_2,CJM,tun45,SB
2025,498,6629.64153376063,om11_2,CJM,tun45,SB
2026,498,6371.42259084026,om11_2,CJM,tun45,SB
2027,498,6089.44767355236,om11_2,CJM,tun45,SB
2028,498,6091.97173884102,om11_2,CJM,tun45,SB
2029,498,6551.98091845414,om11_2,CJM,tun45,SB
2030,498,7151.78466096302,om11_2,CJM,tun45,SB
2031,498,7552.68195435243,om11_2,CJM,tun45,SB
2032,498,8199.96461712386,om11_2,CJM,tun45,SB
2033,498,9680.75342127723,om11_2,CJM,tun45,SB
2034,498,10487.9021731535,om11_2,CJM,tun45,SB
2035,498,9434.37510114063,om11_2,CJM,tun45,SB
2036,498,8688.45422174374,om11_2,CJM,tun45,SB
2037,498,8238.67436504789,om11_2,CJM,tun45,SB
2038,498,7896.04046493727,om11_2,CJM,tun45,SB
2039,498,7080.02166878607,om11_2,CJM,tun45,SB
2040,498,6211.48984275935,om11_2,CJM,tun45,SB
2041,498,5717.05759767821,om11_2,CJM,tun45,SB
2042,498,5691.97608235705,om11_2,CJM,tun45,SB
2043,498,6433.13186761925,om11_2,CJM,tun45,SB
2044,498,8300.51453120795,om11_2,CJM,tun45,SB
2045,498,10366.9639718916,om11_2,CJM,tun45,SB
2046,498,12771.4142441007,om11_2,CJM,tun45,SB
2047,498,14363.9973485766,om11_2,CJM,tun45,SB
2048,498,14496.4697896626,om11_2,CJM,tun45,SB
2049,498,13767.3018913124,om11_2,CJM,tun45,SB
2050,498,12425.0207668576,om11_2,CJM,tun45,SB
2025,37,1385.8907626811,om11_2,CJM,tun45,C
2026,37,1193.92197554879,om11_2,CJM,tun45,C
2027,37,1147.35001681147,om11_2,CJM,tun45,C
2028,37,1172.05865302184,om11_2,CJM,tun45,C
2029,37,1278.42745970767,om11_2,CJM,tun45,C
2030,37,1467.95486791522,om11_2,CJM,tun45,C
2031,37,1565.10124919094,om11_2,CJM,tun45,C
2032,37,1744.40278504292,om11_2,CJM,tun45,C
2033,37,1572.62121071687,om11_2,CJM,tun45,C
2034,37,1624.30007828264,om11_2,CJM,tun45,C
2035,37,1393.65896738821,om11_2,CJM,tun45,C
2036,37,1191.61258963471,om11_2,CJM,tun45,C
2037,37,1084.60899652821,om11_2,CJM,tun45,C
2038,37,1028.92330667719,om11_2,CJM,tun45,C
2039,37,865.544584568024,om11_2,CJM,tun45,C
2040,37,834.241654420005,om11_2,CJM,tun45,C
2041,37,949.334766955672,om11_2,CJM,tun45,C
2042,37,1081.80159107093,om11_2,CJM,tun45,C
2043,37,1253.11924655058,om11_2,CJM,tun45,C
2044,37,1430.27367104075,om11_2,CJM,tun45,C
2045,37,1661.82067601282,om11_2,CJM,tun45,C
2046,37,1771.30139729432,om11_2,CJM,tun45,C
2047,37,1996.95815300464,om11_2,CJM,tun45,C
2048,37,2053.46219406699,om11_2,CJM,tun45,C
2049,37,2024.21854734004,om11_2,CJM,tun45,C
2050,37,2063.01933623984,om11_2,CJM,tun45,C
2025,65,1385.8907626811,om11_2,CJM,tun45,C
2026,65,1212.90818301219,om11_2,CJM,tun45,C
2027,65,1145.97852226222,om11_2,CJM,tun45,C
2028,65,1047.83599648319,om11_2,CJM,tun45,C
2029,65,1206.54133842939,om11_2,CJM,tun45,C
2030,65,1386.93447913527,om11_2,CJM,tun45,C
2031,65,1531.87668484794,om11_2,CJM,tun45,C
2032,65,1757.95008794938,om11_2,CJM,tun45,C
2033,65,2062.34929308405,om11_2,CJM,tun45,C
2034,65,2065.00637278551,om11_2,CJM,tun45,C
2035,65,2076.42701739571,om11_2,CJM,tun45,C
2036,65,2021.80577209355,om11_2,CJM,tun45,C
2037,65,2056.39584041996,om11_2,CJM,tun45,C
2038,65,2066.6592633674,om11_2,CJM,tun45,C
2039,65,2034.69351237765,om11_2,CJM,tun45,C
2040,65,2034.15796981317,om11_2,CJM,tun45,C
2041,65,2086.19438608759,om11_2,CJM,tun45,C
2042,65,2066.06527723935,om11_2,CJM,tun45,C
2043,65,2059.85840799875,om11_2,CJM,tun45,C
2044,65,2059.4063161978,om11_2,CJM,tun45,C
2045,65,2013.44203381925,om11_2,CJM,tun45,C
2046,65,2042.75669483783,om11_2,CJM,tun45,C
2047,65,2083.27710199844,om11_2,CJM,tun45,C
2048,65,2018.23254267958,om11_2,CJM,tun45,C
2049,65,1948.61644649234,om11_2,CJM,tun45,C
2050,65,1979.11245877269,om11_2,CJM,tun45,C
2025,110,1385.8907626811,om11_2,CJM,tun45,C
2026,110,1188.913229672,om11_2,CJM,tun45,C
2027,110,1197.07837611327,om11_2,CJM,tun45,C
2028,110,1206.16696648426,om11_2,CJM,tun45,C
2029,110,1359.56061113146,om11_2,CJM,tun45,C
2030,110,1564.94536110032,om11_2,CJM,tun45,C
2031,110,1771.04798446595,om11_2,CJM,tun45,C
2032,110,2061.30811738441,om11_2,CJM,tun45,C
2033,110,2068.34342160581,om11_2,CJM,tun45,C
2034,110,2046.47931795137,om11_2,CJM,tun45,C
2035,110,1997.72052876653,om11_2,CJM,tun45,C
2036,110,2018.90823025482,om11_2,CJM,tun45,C
2037,110,2009.89254360212,om11_2,CJM,tun45,C
2038,110,2066.56705118833,om11_2,CJM,tun45,C
2039,110,2069.85533866973,om11_2,CJM,tun45,C
2040,110,2009.33822906682,om11_2,CJM,tun45,C
2041,110,1990.86317616528,om11_2,CJM,tun45,C
2042,110,2046.0706907975,om11_2,CJM,tun45,C
2043,110,1689.78070927702,om11_2,CJM,tun45,C
2044,110,1440.12778322201,om11_2,CJM,tun45,C
2045,110,1251.43847613641,om11_2,CJM,tun45,C
2046,110,1061.54773182531,om11_2,CJM,tun45,C
2047,110,903.554051038045,om11_2,CJM,tun45,C
2048,110,774.067747494541,om11_2,CJM,tun45,C
2049,110,653.69648904194,om11_2,CJM,tun45,C
2050,110,557.28823107554,om11_2,CJM,tun45,C
2025,151,1385.8907626811,om11_2,CJM,tun45,C
2026,151,1197.38872078274,om11_2,CJM,tun45,C
2027,151,1163.07758467054,om11_2,CJM,tun45,C
2028,151,1102.47965808607,om11_2,CJM,tun45,C
2029,151,1022.03898857986,om11_2,CJM,tun45,C
2030,151,1117.26204570704,om11_2,CJM,tun45,C
2031,151,1294.4987447071,om11_2,CJM,tun45,C
2032,151,1472.51409916969,om11_2,CJM,tun45,C
2033,151,1696.12084056545,om11_2,CJM,tun45,C
2034,151,1972.91208969152,om11_2,CJM,tun45,C
2035,151,2021.3194931171,om11_2,CJM,tun45,C
2036,151,2076.33689448943,om11_2,CJM,tun45,C
2037,151,2057.36296539138,om11_2,CJM,tun45,C
2038,151,1993.66626406834,om11_2,CJM,tun45,C
2039,151,2079.86463800664,om11_2,CJM,tun45,C
2040,151,2031.67264115656,om11_2,CJM,tun45,C
2041,151,2027.95091031094,om11_2,CJM,tun45,C
2042,151,2064.37753281008,om11_2,CJM,tun45,C
2043,151,2010.77770292885,om11_2,CJM,tun45,C
2044,151,1992.15184172758,om11_2,CJM,tun45,C
2045,151,2088.83308856427,om11_2,CJM,tun45,C
2046,151,2008.68871122596,om11_2,CJM,tun45,C
2047,151,2068.14443855765,om11_2,CJM,tun45,C
2048,151,2087.91880305728,om11_2,CJM,tun45,C
2049,151,2079.68770451471,om11_2,CJM,tun45,C
2050,151,2005.14431281602,om11_2,CJM,tun45,C
2025,158,1385.8907626811,om11_2,CJM,tun45,C
2026,158,1193.34491076362,om11_2,CJM,tun45,C
2027,158,1190.80945795046,om11_2,CJM,tun45,C
2028,158,1014.86329223304,om11_2,CJM,tun45,C
2029,158,1091.52530265722,om11_2,CJM,tun45,C
2030,158,1119.86228164435,om11_2,CJM,tun45,C
2031,158,1027.7118150319,om11_2,CJM,tun45,C
2032,158,1035.59642159476,om11_2,CJM,tun45,C
2033,158,988.882500545847,om11_2,CJM,tun45,C
2034,158,1044.24171728174,om11_2,CJM,tun45,C
2035,158,976.003428223731,om11_2,CJM,tun45,C
2036,158,1006.04391610323,om11_2,CJM,tun45,C
2037,158,847.33568329662,om11_2,CJM,tun45,C
2038,158,732.341940309027,om11_2,CJM,tun45,C
2039,158,610.220809749472,om11_2,CJM,tun45,C
2040,158,577.71174130999,om11_2,CJM,tun45,C
2041,158,680.006614469026,om11_2,CJM,tun45,C
2042,158,745.196496225355,om11_2,CJM,tun45,C
2043,158,686.561855652869,om11_2,CJM,tun45,C
2044,158,603.166171265825,om11_2,CJM,tun45,C
2045,158,649.306646303454,om11_2,CJM,tun45,C
2046,158,594.764474736962,om11_2,CJM,tun45,C
2047,158,572.397632598098,om11_2,CJM,tun45,C
2048,158,672.805962181666,om11_2,CJM,tun45,C
2049,158,768.027348185768,om11_2,CJM,tun45,C
2050,158,905.338616544171,om11_2,CJM,tun45,C
2025,165,1385.8907626811,om11_2,CJM,tun45,C
2026,165,1207.39999294436,om11_2,CJM,tun45,C
2027,165,1175.15558227505,om11_2,CJM,tun45,C
2028,165,1284.59643692933,om11_2,CJM,tun45,C
2029,165,1435.06625649092,om11_2,CJM,tun45,C
2030,165,1602.05384060796,om11_2,CJM,tun45,C
2031,165,1449.94669713908,om11_2,CJM,tun45,C
2032,165,1461.13345204335,om11_2,CJM,tun45,C
2033,165,1491.79016474505,om11_2,CJM,tun45,C
2034,165,1409.52483724279,om11_2,CJM,tun45,C
2035,165,1238.78110983805,om11_2,CJM,tun45,C
2036,165,1114.45526006572,om11_2,CJM,tun45,C
2037,165,1199.4345718696,om11_2,CJM,tun45,C
2038,165,1230.28081549586,om11_2,CJM,tun45,C
2039,165,1278.15597553121,om11_2,CJM,tun45,C
2040,165,1432.59934195971,om11_2,CJM,tun45,C
2041,165,1619.8928149255,om11_2,CJM,tun45,C
2042,165,1744.44393660399,om11_2,CJM,tun45,C
2043,165,1667.95239013795,om11_2,CJM,tun45,C
2044,165,1874.45556698952,om11_2,CJM,tun45,C
2045,165,2059.68615767646,om11_2,CJM,tun45,C
2046,165,2065.20977725972,om11_2,CJM,tun45,C
2047,165,1996.46275536178,om11_2,CJM,tun45,C
2048,165,2049.59597414664,om11_2,CJM,tun45,C
2049,165,2043.8040378875,om11_2,CJM,tun45,C
2050,165,1742.94872783983,om11_2,CJM,tun45,C
2025,177,1385.8907626811,om11_2,CJM,tun45,C
2026,177,1201.50232681969,om11_2,CJM,tun45,C
2027,177,1179.62666510845,om11_2,CJM,tun45,C
2028,177,1128.76121924296,om11_2,CJM,tun45,C
2029,177,1151.65954442814,om11_2,CJM,tun45,C
2030,177,1312.76599390183,om11_2,CJM,tun45,C
2031,177,1547.37624250043,om11_2,CJM,tun45,C
2032,177,1743.38353308953,om11_2,CJM,tun45,C
2033,177,1603.08830097537,om11_2,CJM,tun45,C
2034,177,1637.17003837839,om11_2,CJM,tun45,C
2035,177,1670.01984136482,om11_2,CJM,tun45,C
2036,177,1738.09466094128,om11_2,CJM,tun45,C
2037,177,1808.04372533399,om11_2,CJM,tun45,C
2038,177,1578.46309500913,om11_2,CJM,tun45,C
2039,177,1409.77563997021,om11_2,CJM,tun45,C
2040,177,1217.87975679015,om11_2,CJM,tun45,C
2041,177,1019.12225103196,om11_2,CJM,tun45,C
2042,177,847.75199888739,om11_2,CJM,tun45,C
2043,177,723.448593459712,om11_2,CJM,tun45,C
2044,177,779.814271943715,om11_2,CJM,tun45,C
2045,177,809.745468933224,om11_2,CJM,tun45,C
2046,177,912.642310615473,om11_2,CJM,tun45,C
2047,177,1059.88689590714,om11_2,CJM,tun45,C
2048,177,1132.04180447876,om11_2,CJM,tun45,C
2049,177,969.906804065168,om11_2,CJM,tun45,C
2050,177,942.861272682985,om11_2,CJM,tun45,C
2025,186,1385.8907626811,om11_2,CJM,tun45,C
2026,186,1216.95404180482,om11_2,CJM,tun45,C
2027,186,1159.39439162881,om11_2,CJM,tun45,C
2028,186,1078.28642477862,om11_2,CJM,tun45,C
2029,186,1129.20392907235,om11_2,CJM,tun45,C
2030,186,1352.18931088358,om11_2,CJM,tun45,C
2031,186,1516.00201664693,om11_2,CJM,tun45,C
2032,186,1757.85624101083,om11_2,CJM,tun45,C
2033,186,2012.07762164515,om11_2,CJM,tun45,C
2034,186,2055.86008030115,om11_2,CJM,tun45,C
2035,186,2031.19344691405,om11_2,CJM,tun45,C
2036,186,2005.12284469911,om11_2,CJM,tun45,C
2037,186,2004.54474099571,om11_2,CJM,tun45,C
2038,186,2040.55102627549,om11_2,CJM,tun45,C
2039,186,2085.59266101578,om11_2,CJM,tun45,C
2040,186,2011.51697144364,om11_2,CJM,tun45,C
2041,186,2085.12966612837,om11_2,CJM,tun45,C
2042,186,1723.08627721958,om11_2,CJM,tun45,C
2043,186,1535.88245092064,om11_2,CJM,tun45,C
2044,186,1704.03608011256,om11_2,CJM,tun45,C
2045,186,1871.74518559369,om11_2,CJM,tun45,C
2046,186,1952.12970729373,om11_2,CJM,tun45,C
2047,186,1617.44623494933,om11_2,CJM,tun45,C
2048,186,1403.80349570173,om11_2,CJM,tun45,C
2049,186,1324.81950122569,om11_2,CJM,tun45,C
2050,186,1190.42430746052,om11_2,CJM,tun45,C
2025,246,1385.8907626811,om11_2,CJM,tun45,C
2026,246,1243.46348919612,om11_2,CJM,tun45,C
2027,246,1151.08309946335,om11_2,CJM,tun45,C
2028,246,994.413181913441,om11_2,CJM,tun45,C
2029,246,1125.33383742799,om11_2,CJM,tun45,C
2030,246,1344.91068616808,om11_2,CJM,tun45,C
2031,246,1489.91651736492,om11_2,CJM,tun45,C
2032,246,1724.77946622269,om11_2,CJM,tun45,C
2033,246,1960.49820147642,om11_2,CJM,tun45,C
2034,246,1687.25854714552,om11_2,CJM,tun45,C
2035,246,1447.81273251339,om11_2,CJM,tun45,C
2036,246,1233.81645404093,om11_2,CJM,tun45,C
2037,246,1055.3508395818,om11_2,CJM,tun45,C
2038,246,881.370010985071,om11_2,CJM,tun45,C
2039,246,767.898714406768,om11_2,CJM,tun45,C
2040,246,649.754572807481,om11_2,CJM,tun45,C
2041,246,559.170065355763,om11_2,CJM,tun45,C
2042,246,474.953604733504,om11_2,CJM,tun45,C
2043,246,406.061093608148,om11_2,CJM,tun45,C
2044,246,334.105584260358,om11_2,CJM,tun45,C
2045,246,283.843432342376,om11_2,CJM,tun45,C
2046,246,272.958778819155,om11_2,CJM,tun45,C
2047,246,280.286892237713,om11_2,CJM,tun45,C
2048,246,300.843161475173,om11_2,CJM,tun45,C
2049,246,351.917817702394,om11_2,CJM,tun45,C
2050,246,412.294244134827,om11_2,CJM,tun45,C
2025,327,1385.8907626811,om11_2,CJM,tun45,C
2026,327,1230.90135955173,om11_2,CJM,tun45,C
2027,327,1161.9615588122,om11_2,CJM,tun45,C
2028,327,1156.25396582242,om11_2,CJM,tun45,C
2029,327,1325.08505663341,om11_2,CJM,tun45,C
2030,327,1524.7472841684,om11_2,CJM,tun45,C
2031,327,1776.93457949433,om11_2,CJM,tun45,C
2032,327,1629.43422747011,om11_2,CJM,tun45,C
2033,327,1448.47180520749,om11_2,CJM,tun45,C
2034,327,1387.29826674049,om11_2,CJM,tun45,C
2035,327,1286.67727684389,om11_2,CJM,tun45,C
2036,327,1312.09267112862,om11_2,CJM,tun45,C
2037,327,1442.63915846977,om11_2,CJM,tun45,C
2038,327,1663.02039462312,om11_2,CJM,tun45,C
2039,327,1906.04302396877,om11_2,CJM,tun45,C
2040,327,2042.65911060973,om11_2,CJM,tun45,C
2041,327,2061.73207993509,om11_2,CJM,tun45,C
2042,327,1743.42576937335,om11_2,CJM,tun45,C
2043,327,1529.9615438197,om11_2,CJM,tun45,C
2044,327,1285.12628409062,om11_2,CJM,tun45,C
2045,327,1102.79087495756,om11_2,CJM,tun45,C
2046,327,941.0358076362,om11_2,CJM,tun45,C
2047,327,781.093870621337,om11_2,CJM,tun45,C
2048,327,681.580461015689,om11_2,CJM,tun45,C
2049,327,557.401308830729,om11_2,CJM,tun45,C
2050,327,491.442538549617,om11_2,CJM,tun45,C
2025,344,1385.8907626811,om11_2,CJM,tun45,C
2026,344,1239.32576514677,om11_2,CJM,tun45,C
2027,344,1173.52977321398,om11_2,CJM,tun45,C
2028,344,1369.56178184273,om11_2,CJM,tun45,C
2029,344,1563.44595535985,om11_2,CJM,tun45,C
2030,344,1773.10159668271,om11_2,CJM,tun45,C
2031,344,2073.79827109291,om11_2,CJM,tun45,C
2032,344,1755.63066708699,om11_2,CJM,tun45,C
2033,344,1540.20975824266,om11_2,CJM,tun45,C
2034,344,1331.17186175061,om11_2,CJM,tun45,C
2035,344,1355.88451564997,om11_2,CJM,tun45,C
2036,344,1139.96417163195,om11_2,CJM,tun45,C
2037,344,981.949696238612,om11_2,CJM,tun45,C
2038,344,979.002874593638,om11_2,CJM,tun45,C
2039,344,1006.42310326987,om11_2,CJM,tun45,C
2040,344,924.454062699384,om11_2,CJM,tun45,C
2041,344,843.172478076002,om11_2,CJM,tun45,C
2042,344,723.71638122076,om11_2,CJM,tun45,C
2043,344,711.367673620656,om11_2,CJM,tun45,C
2044,344,671.100994324558,om11_2,CJM,tun45,C
2045,344,661.29850024777,om11_2,CJM,tun45,C
2046,344,547.661543818807,om11_2,CJM,tun45,C
2047,344,516.632604023721,om11_2,CJM,tun45,C
2048,344,434.283208431412,om11_2,CJM,tun45,C
2049,344,404.33377928907,om11_2,CJM,tun45,C
2050,344,381.310889291019,om11_2,CJM,tun45,C
2025,348,1385.8907626811,om11_2,CJM,tun45,C
2026,348,1233.12480054741,om11_2,CJM,tun45,C
2027,348,1185.86809744287,om11_2,CJM,tun45,C
2028,348,997.888403988594,om11_2,CJM,tun45,C
2029,348,1113.71189469362,om11_2,CJM,tun45,C
2030,348,1255.06974018282,om11_2,CJM,tun45,C
2031,348,1377.10233735261,om11_2,CJM,tun45,C
2032,348,1147.13387872094,om11_2,CJM,tun45,C
2033,348,1024.81160123483,om11_2,CJM,tun45,C
2034,348,1156.79853407515,om11_2,CJM,tun45,C
2035,348,1314.05633064685,om11_2,CJM,tun45,C
2036,348,1455.48439602287,om11_2,CJM,tun45,C
2037,348,1279.92593816137,om11_2,CJM,tun45,C
2038,348,1087.18823401218,om11_2,CJM,tun45,C
2039,348,979.778350707402,om11_2,CJM,tun45,C
2040,348,906.356219697936,om11_2,CJM,tun45,C
2041,348,796.462344390956,om11_2,CJM,tun45,C
2042,348,665.924373910493,om11_2,CJM,tun45,C
2043,348,558.642244214684,om11_2,CJM,tun45,C
2044,348,475.331228719387,om11_2,CJM,tun45,C
2045,348,420.045933100102,om11_2,CJM,tun45,C
2046,348,363.8649481365,om11_2,CJM,tun45,C
2047,348,413.974542095545,om11_2,CJM,tun45,C
2048,348,481.458581676252,om11_2,CJM,tun45,C
2049,348,553.556619964491,om11_2,CJM,tun45,C
2050,348,644.498473514579,om11_2,CJM,tun45,C
2025,367,1385.8907626811,om11_2,CJM,tun45,C
2026,367,1243.56209175419,om11_2,CJM,tun45,C
2027,367,1166.18410130129,om11_2,CJM,tun45,C
2028,367,1278.4959792114,om11_2,CJM,tun45,C
2029,367,1530.41212559554,om11_2,CJM,tun45,C
2030,367,1697.72864865593,om11_2,CJM,tun45,C
2031,367,1971.42799013317,om11_2,CJM,tun45,C
2032,367,2085.79194923988,om11_2,CJM,tun45,C
2033,367,1994.93617951788,om11_2,CJM,tun45,C
2034,367,1951.38649793748,om11_2,CJM,tun45,C
2035,367,1986.0782488128,om11_2,CJM,tun45,C
2036,367,2014.83453077153,om11_2,CJM,tun45,C
2037,367,2001.68444930233,om11_2,CJM,tun45,C
2038,367,2069.68886128211,om11_2,CJM,tun45,C
2039,367,2039.57579756281,om11_2,CJM,tun45,C
2040,367,2072.92944117103,om11_2,CJM,tun45,C
2041,367,2023.95519421959,om11_2,CJM,tun45,C
2042,367,2074.57536145703,om11_2,CJM,tun45,C
2043,367,2057.84252095892,om11_2,CJM,tun45,C
2044,367,2040.14688489151,om11_2,CJM,tun45,C
2045,367,2008.91559620979,om11_2,CJM,tun45,C
2046,367,1776.46192546312,om11_2,CJM,tun45,C
2047,367,1613.72129560157,om11_2,CJM,tun45,C
2048,367,1399.94766655933,om11_2,CJM,tun45,C
2049,367,1183.4098624936,om11_2,CJM,tun45,C
2050,367,990.101037569515,om11_2,CJM,tun45,C
2025,397,1385.8907626811,om11_2,CJM,tun45,C
2026,397,1234.71476105283,om11_2,CJM,tun45,C
2027,397,1168.14108357297,om11_2,CJM,tun45,C
2028,397,1121.35557743957,om11_2,CJM,tun45,C
2029,397,1328.61530358852,om11_2,CJM,tun45,C
2030,397,1494.48392013867,om11_2,CJM,tun45,C
2031,397,1563.67067692987,om11_2,CJM,tun45,C
2032,397,1331.55458370386,om11_2,CJM,tun45,C
2033,397,1131.30019531446,om11_2,CJM,tun45,C
2034,397,994.825267622241,om11_2,CJM,tun45,C
2035,397,830.412142585916,om11_2,CJM,tun45,C
2036,397,733.478938586015,om11_2,CJM,tun45,C
2037,397,645.640921007218,om11_2,CJM,tun45,C
2038,397,543.478612236244,om11_2,CJM,tun45,C
2039,397,466.585966112706,om11_2,CJM,tun45,C
2040,397,538.219529445241,om11_2,CJM,tun45,C
2041,397,599.494949028542,om11_2,CJM,tun45,C
2042,397,681.237441115368,om11_2,CJM,tun45,C
2043,397,771.238208958207,om11_2,CJM,tun45,C
2044,397,909.644950880184,om11_2,CJM,tun45,C
2045,397,1040.14914983163,om11_2,CJM,tun45,C
2046,397,1223.6578521402,om11_2,CJM,tun45,C
2047,397,1214.37924076408,om11_2,CJM,tun45,C
2048,397,1277.92080635574,om11_2,CJM,tun45,C
2049,397,1153.91310135412,om11_2,CJM,tun45,C
2050,397,1161.201807882,om11_2,CJM,tun45,C
2025,498,1385.8907626811,om11_2,CJM,tun45,C
2026,498,1226.76598382885,om11_2,CJM,tun45,C
2027,498,1162.15756847954,om11_2,CJM,tun45,C
2028,498,1046.81070031661,om11_2,CJM,tun45,C
2029,498,1080.68262901223,om11_2,CJM,tun45,C
2030,498,1144.15877090622,om11_2,CJM,tun45,C
2031,498,1048.06446962906,om11_2,CJM,tun45,C
2032,498,932.430548897611,om11_2,CJM,tun45,C
2033,498,1081.36282381633,om11_2,CJM,tun45,C
2034,498,1214.83638680227,om11_2,CJM,tun45,C
2035,498,1399.65204650366,om11_2,CJM,tun45,C
2036,498,1530.99106897017,om11_2,CJM,tun45,C
2037,498,1808.32747645657,om11_2,CJM,tun45,C
2038,498,2036.57042758225,om11_2,CJM,tun45,C
2039,498,2069.83115473053,om11_2,CJM,tun45,C
2040,498,1992.1572643563,om11_2,CJM,tun45,C
2041,498,1657.16654821394,om11_2,CJM,tun45,C
2042,498,1538.66704398327,om11_2,CJM,tun45,C
2043,498,1484.01437088265,om11_2,CJM,tun45,C
2044,498,1332.46327251094,om11_2,CJM,tun45,C
2045,498,1231.49243705196,om11_2,CJM,tun45,C
2046,498,1108.45082701991,om11_2,CJM,tun45,C
2047,498,1166.89730150628,om11_2,CJM,tun45,C
2048,498,1317.1085006098,om11_2,CJM,tun45,C
2049,498,1518.74766691782,om11_2,CJM,tun45,C
2050,498,1720.08354913367,om11_2,CJM,tun45,C
2025,37,8593.12324912998,om11_2,CJM,tun43,SB
2026,37,9881.51309904888,om11_2,CJM,tun43,SB
2027,37,10843.8932649568,om11_2,CJM,tun43,SB
2028,37,10604.0127013111,om11_2,CJM,tun43,SB
2029,37,9582.91806144923,om11_2,CJM,tun43,SB
2030,37,8539.18052834353,om11_2,CJM,tun43,SB
2031,37,7471.15581963632,om11_2,CJM,tun43,SB
2032,37,6210.63968300502,om11_2,CJM,tun43,SB
2033,37,5734.00931831649,om11_2,CJM,tun43,SB
2034,37,5700.01732697948,om11_2,CJM,tun43,SB
2035,37,4694.33491795964,om11_2,CJM,tun43,SB
2036,37,4429.60738171615,om11_2,CJM,tun43,SB
2037,37,4544.66073275797,om11_2,CJM,tun43,SB
2038,37,4971.77512879343,om11_2,CJM,tun43,SB
2039,37,7015.46491934628,om11_2,CJM,tun43,SB
2040,37,10860.2510198298,om11_2,CJM,tun43,SB
2041,37,13449.1661641918,om11_2,CJM,tun43,SB
2042,37,13962.7838542492,om11_2,CJM,tun43,SB
2043,37,14330.0965985802,om11_2,CJM,tun43,SB
2044,37,14854.8059723354,om11_2,CJM,tun43,SB
2045,37,14791.5467054196,om11_2,CJM,tun43,SB
2046,37,14719.4851612857,om11_2,CJM,tun43,SB
2047,37,14649.2999286369,om11_2,CJM,tun43,SB
2048,37,13759.2019477531,om11_2,CJM,tun43,SB
2049,37,12602.7277024107,om11_2,CJM,tun43,SB
2050,37,12612.251343606,om11_2,CJM,tun43,SB
2025,65,7734.49472637435,om11_2,CJM,tun43,SB
2026,65,8955.10020606981,om11_2,CJM,tun43,SB
2027,65,10299.8906501392,om11_2,CJM,tun43,SB
2028,65,10937.2625654567,om11_2,CJM,tun43,SB
2029,65,10929.7111807556,om11_2,CJM,tun43,SB
2030,65,11249.4318171535,om11_2,CJM,tun43,SB
2031,65,12180.8841190901,om11_2,CJM,tun43,SB
2032,65,14112.8535954693,om11_2,CJM,tun43,SB
2033,65,15958.0246866406,om11_2,CJM,tun43,SB
2034,65,16366.1082494875,om11_2,CJM,tun43,SB
2035,65,14471.638393004,om11_2,CJM,tun43,SB
2036,65,13460.5983256309,om11_2,CJM,tun43,SB
2037,65,13126.660779301,om11_2,CJM,tun43,SB
2038,65,12891.9194488464,om11_2,CJM,tun43,SB
2039,65,12386.3867520869,om11_2,CJM,tun43,SB
2040,65,12327.9741704231,om11_2,CJM,tun43,SB
2041,65,12082.3550602797,om11_2,CJM,tun43,SB
2042,65,11173.6890143834,om11_2,CJM,tun43,SB
2043,65,10916.0618175486,om11_2,CJM,tun43,SB
2044,65,10326.0977446057,om11_2,CJM,tun43,SB
2045,65,9320.69296991227,om11_2,CJM,tun43,SB
2046,65,8274.54710476632,om11_2,CJM,tun43,SB
2047,65,6859.28160361066,om11_2,CJM,tun43,SB
2048,65,5585.17141025334,om11_2,CJM,tun43,SB
2049,65,4064.17801346807,om11_2,CJM,tun43,SB
2050,65,2573.89805304496,om11_2,CJM,tun43,SB
2025,110,9634.882166157,om11_2,CJM,tun43,SB
2026,110,10479.1999340746,om11_2,CJM,tun43,SB
2027,110,10557.6355457146,om11_2,CJM,tun43,SB
