"Year","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
2003,0,0,0,0,0,0,0,1,1,2,4,6,8,8,6,7,9,10,8,5,4,4,4,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,6,8,9,11,13,13,10,8,7,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,1,6,11,13,13,12,9,4,2,1,1,1,1,0,0,0,0,0,0,1,3,6,6,4,2,1,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,1,5,12,17,18,16,12,8,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,1,0,0,0,0,0,1,1,4,9,10,7,7,5,4,7,10,11,9,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,12,21,22,16,9,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,1,1,2,5,7,9,10,9,8,9,9,5,3,2,2,3,2,1,1,0,0,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,1,3,3,3,6,19,24,17,11,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,9,15,18,18,18,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,9,18,19,19,15,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,1,4,12,14,11,8,5,3,2,2,2,3,4,5,4,2,2,1,0,0,0,1,3,5,3,1,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,1,3,7,8,6,6,6,5,5,5,4,6,11,13,7,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,1,2,3,2,3,5,8,10,12,13,11,9,7,5,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,7,9,9,8,8,7,8,6,6,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,1,1,2,5,7,7,8,10,13,13,9,6,5,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,1,1,1,2,2,2,2,4,8,14,20,18,9,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,4,8,11,16,17,13,8,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,10,14,17,16,11,7,4,2,1,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6,7,9,9,9,11,11,10,7,5,3,1,1,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,4,5,7,7,7,6,5,6,6,6,6,6,5,3,2,2,1,1
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,6,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,3,6
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,5,5,5,6,5,6,6,6,6,5,5,4,4,4,14
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,5,6,7,8,10,9,7,6,3,2,3
2026,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,6,7,5,4,3,2,2,2,2,2,2,1,1,1,2,3,3,4,4,5,6,5,4,3,4
