"variable","is_parameter","mean","median","sd","q2.5","q25","q75","q97.5","mcse_mean","rhat","ess_bulk","ess_tail","nonfinite_draws","stuck_chains","rhat_above_1_01","bulk_ess_below_400","tail_ess_below_400","diagnostics_nonfinite","passes_parameter_checks","diagnostic_status"
"rec_dev[9]",TRUE,-0.459243058831186,-0.44829195521,0.507965181887795,-1.49312230707542,-0.787745903608414,-0.112931224636017,0.486125103396807,0.0132813605784551,1.00349178297475,1475.33246228666,1965.0159610598,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[10]",TRUE,-0.538521029553454,-0.523227541317599,0.493140795340408,-1.52408286914581,-0.863417297283824,-0.196547920754946,0.379814752350117,0.0135465327044829,1.00186402813506,1311.75088021322,1087.19775977634,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[11]",TRUE,-0.582733876500884,-0.565251291431191,0.470486553946202,-1.53986724877389,-0.893800102973591,-0.255738330571027,0.299677229372376,0.0115158870369313,1.0016889523774,1631.83363630945,1467.40626220709,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[12]",TRUE,-0.790374328442363,-0.770896184824103,0.42160252296119,-1.65251965113838,-1.07034381528458,-0.504488179629289,-0.00071905828111913,0.00962677296105443,1.00157364209641,1906.34624501145,1968.42423005641,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[13]",TRUE,-0.551657537372585,-0.54043540710172,0.387361346616213,-1.32982060500828,-0.806979282185065,-0.287394868593861,0.156519094753909,0.0099650999271028,1.00125877358118,1490.7200002421,1922.83026514216,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[14]",TRUE,-0.29843144622609,-0.286716804623365,0.347885846656092,-1.00520659559908,-0.526203095258182,-0.0647359546477122,0.367052571850618,0.0100476282978415,1.00238604531021,1188.41360470916,1398.90738372042,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[15]",TRUE,-0.679051933575019,-0.668803475060223,0.385393105060071,-1.47720209323008,-0.936150462719672,-0.403088902184679,0.0445355025071978,0.00943058588857914,1.00139594405048,1629.97088523453,1636.91023833525,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[16]",TRUE,-0.865515088150154,-0.851153238071579,0.354441492625521,-1.59583211486654,-1.0962576946705,-0.625818413788589,-0.212587838077486,0.00844404891294839,1.00170482136962,1783.63918471298,2145.45665728947,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[17]",TRUE,-0.201830908026102,-0.200820279907781,0.239656669196425,-0.665707087046661,-0.370792666981301,-0.0419847422030069,0.270343194945198,0.00814265316315108,1.00492493122777,864.170515415096,1608.47599704154,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[18]",TRUE,0.0941517544413814,0.094246213444622,0.203009082672165,-0.314670329532577,-0.0396117321246003,0.230180322398277,0.492757863803608,0.00777266161474046,1.00354807067115,680.064686162243,1576.25946589276,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[19]",TRUE,0.147252797247761,0.147981384664039,0.181159309194574,-0.195121846451232,0.0226905332427587,0.275537850017035,0.495905848961998,0.00736365083744452,1.00351750263059,606.11578867198,1226.37937864612,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[20]",TRUE,0.397403302472078,0.400565335185046,0.150355802468853,0.0997141389771427,0.294008046554851,0.502263853866499,0.676220665470282,0.00640933551940729,1.00295051587581,553.962037192695,1264.27862976733,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[21]",TRUE,0.398920485346889,0.399773820106422,0.145310638971152,0.108910161838527,0.298235892269645,0.499353070609668,0.67218374047047,0.00645598099879333,1.004361504545,508.936973509241,1028.33225770408,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[22]",TRUE,0.401944068840938,0.406492906932901,0.146280762032988,0.0989846448963417,0.303376403603912,0.502298188934222,0.680935565585131,0.00651427492073214,1.00881734476856,505.750687192119,1165.94762376243,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[23]",TRUE,0.460632350182525,0.461669277940789,0.149839351810704,0.167119243953164,0.359664561258532,0.562472770999226,0.747816599940525,0.00655833362167953,1.00853442346166,522.493079010565,990.132472150106,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[24]",TRUE,0.578500712566315,0.579660657389783,0.149793982476528,0.283045490584221,0.476109932770358,0.680933669904867,0.873668325356244,0.00719057446057002,1.01163822402131,433.969563712152,1072.42806109769,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhat > 1.01"
"rec_dev[25]",TRUE,0.956405169465758,0.956856821825718,0.147612504658411,0.66452428599152,0.85671919148581,1.05765851184508,1.24823871938026,0.00704863804710693,1.01158410172795,438.419860203787,882.719314090166,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhat > 1.01"
"rec_dev[26]",TRUE,0.705164254010526,0.707397853074679,0.157952873643546,0.387842905367895,0.601998084732701,0.81785737510913,0.998630515796581,0.00702673361141133,1.01040778378245,504.847055328819,1238.03589520304,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhat > 1.01"
"rec_dev[27]",TRUE,0.831294025217217,0.830875078812511,0.151650389872555,0.537464395362021,0.725754377562315,0.933360390642156,1.12852100595234,0.00712194519622719,1.01146651173057,454.349959592979,901.965629482929,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhat > 1.01"
"rec_dev[28]",TRUE,1.67596832611908,1.67543328796347,0.127360683858929,1.42018982692339,1.59269386328619,1.76633060285405,1.91423734043486,0.00754675193026983,1.01413089770809,282.557973562082,464.551989650887,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[29]",TRUE,1.66674622930898,1.66851054868767,0.129330877123136,1.41355243027309,1.57819253252701,1.75466530820469,1.91654060487358,0.00754648924865349,1.01183611530215,293.838537253076,653.652485085066,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[30]",TRUE,0.799742149038138,0.801971662690864,0.154432970487029,0.498974705364052,0.695646390912796,0.905019502782228,1.09275304811216,0.00747780211085985,1.0104487389636,424.18240930804,762.284251646549,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhat > 1.01"
"rec_dev[31]",TRUE,0.300122047993347,0.303144768406729,0.178803096794138,-0.0535698434122409,0.180537725729413,0.421658951230998,0.642803969190063,0.00757572330033988,1.00290935968383,553.495834055912,903.351667564122,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[32]",TRUE,0.415369395880446,0.412521677005452,0.168399249966658,0.0841129198541948,0.30151830263138,0.530080492144316,0.741728152798962,0.00803471173996987,1.00951239281678,439.247174400174,923.671398181134,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[33]",TRUE,0.57728853488383,0.578711322417561,0.157084895358139,0.27764595490361,0.471254432285663,0.683989606770661,0.884542273675956,0.00749461375734312,1.0090795725018,437.6061693365,737.118695067117,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[34]",TRUE,0.790276271518173,0.787557919517551,0.140368138881541,0.514724320399815,0.692504735918607,0.886720248260131,1.06520904058798,0.00738778867737764,1.01000692005965,364.571052764927,927.947869450994,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[35]",TRUE,0.320785267160464,0.320174146474908,0.152159813591604,0.0248048290538339,0.219534222445719,0.423207172144338,0.624774145393317,0.0069926548318336,1.00529653860134,474.158151372905,1117.03043622149,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[36]",TRUE,0.237941686819987,0.237988799315063,0.147781281661394,-0.0565205946949026,0.144995928360478,0.335278899822187,0.53267650010251,0.00654990938389617,1.00559837023305,510.970874197647,1108.32438000924,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[37]",TRUE,0.507914551739704,0.507099134442931,0.133575835415634,0.237916600736572,0.419551260775432,0.597569694200023,0.77978178524695,0.00694183579084829,1.00801201694464,370.793907951976,769.726029909905,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[38]",TRUE,0.20197361719989,0.199615462499152,0.144493590269436,-0.0808184643911355,0.10369681188404,0.301021827373714,0.49139320940766,0.0067330858276207,1.0040565951061,461.426806332745,696.833242744576,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[39]",TRUE,0.424934595946105,0.429174446185383,0.135084936996644,0.169866565374857,0.331036916443991,0.521158387033537,0.686596725888591,0.00685815904789351,1.00510861282178,388.487034202083,831.055556638478,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[40]",TRUE,0.483980473851666,0.482696410097311,0.126871600025898,0.241104381235128,0.398064687364498,0.566699962412017,0.73605545495508,0.00669731218664009,1.01052413690584,358.965268071403,836.420469411242,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[41]",TRUE,0.681265158045333,0.68256919920266,0.124528812761,0.440215639259083,0.596559554037909,0.769601594757425,0.918008017266729,0.00658496838550898,1.01233117826024,356.900144917002,767.368126637411,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[42]",TRUE,0.838800658815354,0.838471056149673,0.122245596073157,0.595154803167862,0.756160602805946,0.92298517980263,1.07228672409952,0.00706515140974757,1.01428089476412,299.795870377216,697.149227768495,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[43]",TRUE,0.446041432300677,0.446640267612056,0.125792823549594,0.196848882240545,0.361263727316644,0.53365365672011,0.68654955199715,0.00700177004266515,1.01978677616583,321.900196377331,730.225404162005,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[44]",TRUE,0.583892298743522,0.587210350289487,0.121745152004939,0.343354709932463,0.499660416267369,0.666409036253619,0.814155243551892,0.00696423802357136,1.01239775956784,303.581677386126,661.619027725793,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[45]",TRUE,-0.151648267392101,-0.151509466411555,0.134709360045673,-0.414733248104456,-0.240167226198316,-0.0604823556362684,0.112309412376395,0.00675273537226884,1.00791527790485,397.463304918435,865.693287060479,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[46]",TRUE,-0.0866292340294964,-0.0862136778879217,0.129948242837774,-0.344281209346176,-0.174632316531099,0.00624032904016802,0.15859183540371,0.00689046618452626,1.0056918785967,355.585299434565,744.31166294544,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[47]",TRUE,0.224358582506802,0.224494819016198,0.122333055798958,-0.017435671898079,0.140627679199121,0.309379456964867,0.456881145524106,0.00644912841497296,1.00786520683,359.146643397033,716.856035036631,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[48]",TRUE,-0.312149377468376,-0.312193395125024,0.134834849595725,-0.576080080279231,-0.404652248008716,-0.220653799898421,-0.0489373847284948,0.00644474250530853,1.00594162255373,437.111667735899,828.963543890591,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[49]",TRUE,-1.42249440791961,-1.42413974435439,0.180665571121513,-1.77138570066317,-1.54557799609622,-1.29884773624825,-1.07402328070124,0.00693929564024751,1.00390705152696,679.837420660593,951.473582017548,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,"passes screening"
"rec_dev[50]",TRUE,-0.712092323035611,-0.713776997233109,0.150105955519724,-1.00267204099395,-0.815218760995613,-0.612244328770637,-0.418320772645751,0.00797370455197113,1.0091025304297,355.160907342585,914.623663218954,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[51]",TRUE,-0.315649679769802,-0.31490456394803,0.127744327231271,-0.570281065379404,-0.400109239406379,-0.229495128359122,-0.0721028983719172,0.00730355584910493,1.01291907675298,305.469843200219,987.726529212211,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,"Rhat > 1.01; bulk ESS < 400"
"rec_dev[52]",TRUE,-0.84339089019263,-0.839421702001786,0.13764277338515,-1.12225276207091,-0.93305377701455,-0.751538495175216,-0.578514286747228,0.00744218001467105,1.00986586475636,337.655644536621,802.893560379048,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
"rec_dev[53]",TRUE,-1.16569109165927,-1.16543483961627,0.136884820534413,-1.44004333580711,-1.26062022549394,-1.07269464000604,-0.898885297289283,0.00692400031303404,1.009026392293,389.719684897825,730.906039797772,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,"bulk ESS < 400"
