iter,year,stock,harvest
3,2024,1.04589970702244,0.949050646177082
3,2025,1.01891734589652,1.08134220645394
3,2026,1.04912090883599,0.765821128163655
4,2007,0.574196462709974,3.47847460113885
4,2008,0.375953298588602,3.83155683373693
4,2009,0.293006927750393,4.19346505377725
4,2010,0.265954925441418,3.16506239998046
4,2011,0.236197557738823,2.8494226622813
4,2012,0.231224508166058,2.18227965587422
4,2013,0.25597249049695,1.6405931367374
4,2014,0.303493108998313,1.65920539868085
4,2015,0.361366126942417,1.15961739662156
4,2016,0.436353306186087,1.08260376055468
4,2017,0.553645265156364,1.33371643903957
4,2018,0.71868411555775,1.48703039318273
4,2019,0.835493799378493,1.32144609992564
4,2020,0.911536368418575,0.902150074200642
4,2021,0.985203897509924,0.817800923458251
4,2022,1.00454610393525,0.773839124660696
4,2023,0.951186983195519,1.0128005332721
4,2024,0.875674586494479,1.05356927182424
4,2025,0.922954067421075,1.18668990784655
4,2026,0.964036643001601,0.890262194836022
5,2007,0.394522083788051,3.476748065704
5,2008,0.278895601698919,3.63286490145905
5,2009,0.219772727585762,4.25765306900463
5,2010,0.202151792555958,3.14604679994102
5,2011,0.18430474208837,2.32994526290238
5,2012,0.18446543326243,1.96127177233929
5,2013,0.198042689676419,1.73978198638388
5,2014,0.227459504676343,1.68775475596964
5,2015,0.265301128373424,1.0876323051557
5,2016,0.310062802701999,1.05482553686621
5,2017,0.395537881566932,1.24309430665078
5,2018,0.5256690377032,1.75035265879262
5,2019,0.636667613979398,1.14215646101777
5,2020,0.705628231327341,0.887180444343117
5,2021,0.771061677404663,0.755288440198143
5,2022,0.798167982880422,0.658301076861352
5,2023,0.771284349460147,0.731894108092491
5,2024,0.720842242128543,0.869496253452378
5,2025,0.726363131751612,1.01921855424574
5,2026,0.747545671875051,0.67613395138572
6,2007,0.71310831557463,3.47115536510682
6,2008,0.457816121151207,3.88145628371347
6,2009,0.340458313560285,3.99207688408738
6,2010,0.310526852350797,3.26302591289929
6,2011,0.286154226180468,2.65104921781212
6,2012,0.293952483025126,2.10723239209536
6,2013,0.312215875722682,1.79649598331704
6,2014,0.354736518973898,1.56621127076674
6,2015,0.411875820278078,1.16326488329461
6,2016,0.47714815685561,1.19259197042755
6,2017,0.602497144453488,1.32811340414796
6,2018,0.771826938844682,1.47997492936771
6,2019,0.897174035039008,1.34459389657965
6,2020,0.96151201826188,1.06308225072603
6,2021,1.01754673989172,0.898584555491544
6,2022,1.08388204526545,0.766663099750733
6,2023,1.11429770578423,0.930219570161197
6,2024,1.09429233041534,1.08986500919567
6,2025,1.18980820978843,1.17744965161419
6,2026,1.26939090563996,0.936999476103581
7,2007,0.538265058086183,3.26997073445436
7,2008,0.369508888048277,3.58478749766599
7,2009,0.275909546091026,3.85128572564067
7,2010,0.243213224444954,3.02521592742836
7,2011,0.217711938805999,2.38364866875139
7,2012,0.209296202272916,2.06887188351203
7,2013,0.215533130309071,1.78759331393208
7,2014,0.248899417825208,1.5391898747297
7,2015,0.300112063147122,1.18735611953165
7,2016,0.363056208291254,1.1866032851107
7,2017,0.454850049005449,1.13479480175209
7,2018,0.572079882074652,1.43530470949602
7,2019,0.65357583637503,1.19253144221009
7,2020,0.696721922291056,1.06603057831204
7,2021,0.775310906036577,0.89726353976144
7,2022,0.830238171447389,0.780308365095003
7,2023,0.803171266412922,0.98817492133648
7,2024,0.742611745552073,1.20463125661391
7,2025,0.738654404777197,1.23070275201419
7,2026,0.734119360381313,1.04184137221859
8,2007,0.577483329774766,2.93605463619093
8,2008,0.39527442700661,3.31512521725603
8,2009,0.291469729390133,3.9012570919556
8,2010,0.270410177400996,2.81925976668389
8,2011,0.251350591618268,2.27965961143422
8,2012,0.247539596105135,1.80647097894112
8,2013,0.258459534477912,1.49419586706143
8,2014,0.291824562104173,1.51848722707978
8,2015,0.336564205520337,1.16141206695537
8,2016,0.405573792147905,1.09997082679226
8,2017,0.515074246057286,1.19046930995298
8,2018,0.682052991424108,1.47088076840542
8,2019,0.811606869930001,1.16609596144482
8,2020,0.879671772059151,0.979706695780501
8,2021,0.946721330361545,0.805580152340592
8,2022,0.963146552055188,0.689024173602731
8,2023,0.917213380419071,0.879413568109754
8,2024,0.863977720806561,1.00208584736495
8,2025,0.857799637794139,1.23820586976034
8,2026,0.879433680844102,0.900743543377193
9,2007,0.598811887375868,3.28983189055391
9,2008,0.41057117844686,3.27745504359533
9,2009,0.313008646781678,3.69579126791692
9,2010,0.286389143096433,2.88656119457639
9,2011,0.257525307326206,2.25106883326801
9,2012,0.254704837780686,1.88712344088431
9,2013,0.283656558926249,1.51386481310617
9,2014,0.328595280848296,1.38581785637548
9,2015,0.375705097042543,1.03227630100877
9,2016,0.437037696478742,0.971363934408409
9,2017,0.528209008348622,0.982052630957766
9,2018,0.65398274549681,1.48041337654702
9,2019,0.765714352674572,1.21258302081125
9,2020,0.841876795445324,0.92420758907533
9,2021,0.931456405517444,0.843677702061296
9,2022,0.970612595243741,0.776779794922825
9,2023,0.923413266167206,1.01139850237141
9,2024,0.849636748586144,1.07026701059521
9,2025,0.821793359673991,1.35005615611001
9,2026,0.820486471592598,1.11070737043714
10,2007,0.436487676004519,4.06049992176916
10,2008,0.282962457732556,4.50749014255383
10,2009,0.225844096332555,4.34337729009235
10,2010,0.215613180600844,3.31062096868495
10,2011,0.191421859206326,2.89671672833585
10,2012,0.186525513779425,2.25456350826216
10,2013,0.206317580653327,1.79571184391905
10,2014,0.241764086673294,1.66931487547423
10,2015,0.277153034798849,1.15695403900278
10,2016,0.329127813452771,1.14049428406456
10,2017,0.432195688468943,1.29032842434727
10,2018,0.55768236335854,1.57499480713829
10,2019,0.65636275705977,1.37176224516753
10,2020,0.715400150984822,0.930642289771219
10,2021,0.770002970772232,0.889709965311358
10,2022,0.830892682390175,0.69037202598201
10,2023,0.838507330194073,0.879488216605745
10,2024,0.820039094891645,1.03576474503333
10,2025,0.815095656642044,1.13560677195958
10,2026,0.792024097920629,0.830707587415144
11,2007,0.386526472590153,3.83422238895287
11,2008,0.264998023353379,4.17757449639012
11,2009,0.216813932822732,4.24366490108175
11,2010,0.205412607323111,3.31600278144719
11,2011,0.189609856044081,2.45846383225035
11,2012,0.184709347257325,2.12504325504351
11,2013,0.196712814668362,1.74222608172643
11,2014,0.224179749550652,1.59592778949845
11,2015,0.253764602809826,1.19176416240637
11,2016,0.301742575532334,1.19739515946996
11,2017,0.397493561134426,1.28494285709614
11,2018,0.501838964556769,1.50544479468852
11,2019,0.569752466408008,1.34970449375849
11,2020,0.608071851278359,1.03474791593189
11,2021,0.66005290974657,0.9184616069326
11,2022,0.732160561603865,0.690921674519266
11,2023,0.743967174928478,0.906309583074357
11,2024,0.691227649244926,1.05545764901093
11,2025,0.678238753436551,1.04225214503938
11,2026,0.672389871139315,0.906307997170905
12,2007,0.53884868010945,3.27711327537828
12,2008,0.364634938549466,3.75159306854809
12,2009,0.271328765662108,4.33276525512768
12,2010,0.253023084903963,3.22759469487118
12,2011,0.229860203257758,2.49407400587902
12,2012,0.226718206201988,1.97013613892085
12,2013,0.244708008674292,1.62494713809328
12,2014,0.286486345436253,1.4973271275301
12,2015,0.346304842078406,1.18665415258546
12,2016,0.42776329027368,1.15242917286056
12,2017,0.534690379003586,1.26906335283649
12,2018,0.692745496559902,1.42146947146955
12,2019,0.844310612426957,1.15006172218978
12,2020,0.929341384618131,0.977248277632461
12,2021,1.00617305521598,0.829015384650185
12,2022,1.03628525915067,0.652872503406531
12,2023,0.962075225727081,0.888777659976862
12,2024,0.883973938057642,1.00125549889503
12,2025,0.918369573626879,1.13957607978747
12,2026,0.930734606236353,0.805605942400636
13,2007,0.569334810065774,3.53393201590274
13,2008,0.384523664595632,3.77540794513347
13,2009,0.307582002933644,3.87630600246677
13,2010,0.28132034651679,3.02780412408823
13,2011,0.248956058864416,2.35990481635948
13,2012,0.245045680541964,2.11250554315796
13,2013,0.264089019551266,1.57364819523856
13,2014,0.31209325571621,1.43000454660296
13,2015,0.368850855761025,1.16128285586511
13,2016,0.436981256785265,1.10624206796862
13,2017,0.545182473368274,1.17058723564159
13,2018,0.696817211798546,1.38766245790647
13,2019,0.829619856146899,1.14286768674423
13,2020,0.900718639595186,0.897608532440297
13,2021,0.963766644144306,0.798006930934884
13,2022,1.00819223476165,0.68549603241876
13,2023,0.968542344280411,0.876089483279339
13,2024,0.947236337382247,0.987967400213943
13,2025,0.984506201681635,1.08113152373248
13,2026,0.998986650259456,0.827848992383606
14,2007,0.492886831125388,3.57798828814158
14,2008,0.33208297858872,3.76536303046914
14,2009,0.254987784947298,3.73159604042763
14,2010,0.237093881521241,2.79901588649108
14,2011,0.220871304731373,2.36801445167911
14,2012,0.222527720910953,1.87319189164497
14,2013,0.236580148516281,1.55360774569884
14,2014,0.264350196201277,1.34381576842396
14,2015,0.292955229456339,1.09212882549791
14,2016,0.346219446949477,1.04445575964606
14,2017,0.444914470232155,1.10687338536115
14,2018,0.587592629517309,1.43676494174554
14,2019,0.717531836874725,1.16515167904666
14,2020,0.80076471665456,0.910016461334917
14,2021,0.889590373158576,0.75182451991077
14,2022,0.955231625132686,0.574536182505803
14,2023,0.942175487128006,0.76082005180141
14,2024,0.8743627304733,0.891829780473834
14,2025,0.806166368434943,1.01560430827093
14,2026,0.760801981952112,0.819744553811746
15,2007,0.556157386144868,3.06434532902425
15,2008,0.386835675503156,3.50148203371248
15,2009,0.296557537480625,3.68158082773743
15,2010,0.278236904961662,2.81959223190378
15,2011,0.255989879307148,2.18154465680971
15,2012,0.250583292246416,1.87755163630447
15,2013,0.264690011946519,1.42096052881676
15,2014,0.300585855583275,1.3597450634326
15,2015,0.349788231865,1.11723616940655
15,2016,0.427030622976048,1.06436907409846
15,2017,0.557281603319285,1.10006026315901
15,2018,0.71674701751573,1.42574299381024
15,2019,0.830861906425882,1.14934613465751
15,2020,0.899224655254012,0.835705729634599
15,2021,0.97858769418798,0.754023155926681
15,2022,1.01851794100005,0.597250252132551
15,2023,0.960945547270898,0.810740738571356
15,2024,0.853962363521328,0.871260343218145
15,2025,0.776821897377379,1.11811090544389
15,2026,0.706962220674247,1.05040369816186
16,2007,0.490161030701682,3.73365767443144
16,2008,0.320698570381352,4.06728990909506
16,2009,0.248940962349102,3.92880966607281
16,2010,0.224542827745581,3.19745008227933
16,2011,0.199272206096507,2.54583331839003
16,2012,0.203544242352521,2.12496400076531
16,2013,0.22036666918688,1.6942420969446
16,2014,0.253547200864324,1.55656128267573
16,2015,0.306132008796642,1.19837295461116
16,2016,0.369133243701383,1.27465903439328
16,2017,0.449341785911128,1.32290422008784
16,2018,0.57300073086199,1.50001207285144
16,2019,0.680931624409256,1.30453673705587
16,2020,0.760055378957968,0.978218807462736
16,2021,0.84419490675757,0.922435775654598
16,2022,0.89828088549354,0.670770151541812
16,2023,0.861766549312365,0.888416223536033
16,2024,0.804545369874241,1.04535878193174
16,2025,0.823127837295,0.962215386664225
16,2026,0.807390198121674,0.732809252746829
17,2007,0.471072234414982,3.59026997662967
17,2008,0.328244648621817,4.13185681486567
17,2009,0.25457700503074,4.00693978804075
17,2010,0.240918572162216,3.08696117714607
17,2011,0.220389068621836,2.52494578105161
17,2012,0.215473985986922,2.0685808214432
17,2013,0.23342247820894,1.53306256180173
17,2014,0.267003528172715,1.55591911997781
17,2015,0.299031785921713,1.19471493617753
17,2016,0.337395380101351,1.24918747701771
17,2017,0.425463671707638,1.29278952445654
17,2018,0.576663500161069,1.54822433315058
17,2019,0.719125558945904,1.33941260602483
17,2020,0.787084284529013,1.12575187383414
17,2021,0.855980545034253,1.02411944537787
17,2022,0.917536967406571,0.716610011372833
17,2023,0.906959006425044,0.899286246309877
17,2024,0.833620616169715,1.04906314335283
17,2025,0.775118158000584,1.03966670725343
17,2026,0.796135960979573,0.918984916730706
18,2007,0.43895284348432,3.67145199395829
18,2008,0.284459290100024,4.10262737654744
18,2009,0.212426600373961,4.37116291877664
18,2010,0.202240184708326,3.18555911780401
18,2011,0.187744709784233,2.69564187467101
18,2012,0.190593198375435,2.30886308755132
18,2013,0.212187347374436,1.58004687543558
18,2014,0.245269398251148,1.41038769179713
18,2015,0.284555742879937,1.12112085492092
18,2016,0.338987679222105,0.992976417238755
18,2017,0.420388814934799,1.19692070647878
18,2018,0.546387461339033,1.49856483990717
18,2019,0.652718509075518,1.23097229395621
18,2020,0.699261359600891,0.993388659628821
18,2021,0.751999735443804,0.84543155718048
18,2022,0.793949178905,0.662309971497515
18,2023,0.784658396195702,0.860521584471231
18,2024,0.767974570537734,1.02771260102012
18,2025,0.790014657064646,1.11121464796947
18,2026,0.788565360098938,0.839045641506558
19,2007,0.408035615732735,3.26905350893459
19,2008,0.274845709766413,4.19171176328046
19,2009,0.226153449563201,3.79438008528361
19,2010,0.202797367563076,2.83233919845094
19,2011,0.174400513107227,2.3260738828934
19,2012,0.174608272321958,1.82033931624932
19,2013,0.190258692720988,1.43031039859037
19,2014,0.223346959165333,1.35616575034195
19,2015,0.261961156455108,1.07911440300008
19,2016,0.312653244183351,1.18892523357629
19,2017,0.399494274608702,1.24059936638096
19,2018,0.530041344083732,1.36012092828383
19,2019,0.657643803906407,1.20224780137444
19,2020,0.725745881695868,0.938849123294631
19,2021,0.781818817019031,0.819903029778921
19,2022,0.815651070371992,0.722561248398904
19,2023,0.780193884613318,0.838464658812784
19,2024,0.752459770445799,0.901085385759007
19,2025,0.802392782607374,1.09929014976214
19,2026,0.830681695124843,0.902988257011308
20,2007,0.781986020696707,3.06480887768431
20,2008,0.520057836471434,3.41779745250069
20,2009,0.388969282655664,3.50981252726876
20,2010,0.358588866930055,2.68534523794981
20,2011,0.320783869606472,2.16752174979742
20,2012,0.303186748807471,1.7956738311525
20,2013,0.322853657929455,1.52559184803721
20,2014,0.366799419283254,1.38747300100662
20,2015,0.42086283908709,1.10352493815028
20,2016,0.513123261578711,1.002363321912
20,2017,0.664421651945885,1.12611885506132
20,2018,0.85789981950113,1.32489957702671
20,2019,1.02015475979773,1.06026538057691
20,2020,1.1094241813605,0.926382908721971
20,2021,1.21896028025248,0.7112095839239
20,2022,1.31407058174184,0.63731873716136
20,2023,1.30074435938581,0.786145115104488
20,2024,1.22508144401448,0.954633369278729
20,2025,1.2335271995862,0.949148102970225
20,2026,1.27731811882114,0.71832271227663
21,2007,0.361960215033225,3.42843904594021
21,2008,0.248307982248935,3.61197577086474
21,2009,0.19374107300136,4.11843012402369
21,2010,0.180932885948772,3.13250287605587
21,2011,0.162294692295775,2.35388757986763
21,2012,0.160554391818041,1.99963875065182
21,2013,0.177927684148197,1.60937494323485
21,2014,0.203840121566355,1.47230881719687
21,2015,0.234979827370682,1.13234713899618
21,2016,0.279475278182787,1.02764482300466
21,2017,0.35692183291842,1.15963529750128
21,2018,0.471007018504488,1.41707399274824
21,2019,0.575543896957233,1.17662961678259
21,2020,0.641419575833593,0.926689340920359
21,2021,0.698210673984418,0.834595744433792
21,2022,0.724681280946044,0.630462863639648
21,2023,0.685760097456827,0.82492837569103
21,2024,0.651448587915948,0.91945559223417
21,2025,0.634040277344471,1.24097495702208
21,2026,0.644806794812207,0.793745275972451
22,2007,0.455543141250368,3.32315659679798
22,2008,0.308822700146423,3.44912580413803
22,2009,0.225600792901354,4.02655381096868
22,2010,0.20285481762122,3.20518146467515
22,2011,0.178559310856326,2.33864870794089
22,2012,0.169323051867371,1.97040926386862
22,2013,0.183573484828211,1.69167338347178
22,2014,0.218537701044841,1.52715339856927
22,2015,0.261709535843041,1.24641623067327
22,2016,0.311541847146664,1.12020550108914
22,2017,0.387406765275967,1.31919104479081
22,2018,0.494710327215173,1.39894655604282
22,2019,0.588470721142634,1.21779435185152
22,2020,0.652352755083706,0.889913533086379
22,2021,0.718790261535109,0.854864722784695
22,2022,0.775901906174614,0.671326293793768
22,2023,0.765165098577442,0.867940012188145
22,2024,0.721843925741004,1.03636778127288
22,2025,0.671190852579223,1.17904914071762
22,2026,0.640078363044833,0.988868965967754
23,2007,0.786790210259159,3.6073644542851
23,2008,0.532434101421544,3.53006607980717
23,2009,0.395231020950216,3.66532154920536
23,2010,0.354882013866976,2.70855733780017
23,2011,0.313529167096933,2.30769262897934
23,2012,0.307286024782498,1.85708057682446
23,2013,0.333013530853877,1.48193648792664
23,2014,0.393513385420545,1.37703136039414
23,2015,0.451244452654354,1.1522771154493
23,2016,0.547341532180262,1.07641467415075
23,2017,0.713437916423763,1.09022573575517
23,2018,0.916238217740233,1.29254426181623
23,2019,1.07583638565052,1.12022797711657
23,2020,1.1695719734542,0.976404674874102
23,2021,1.2708260736662,0.769504862535485
23,2022,1.30899666634714,0.608606425880432
23,2023,1.24118811832308,0.834163261557569
23,2024,1.13275080461454,1.03456699256072
23,2025,1.0827172130119,1.14730071914456
23,2026,1.00709599463851,0.924715797800195
24,2007,0.399213466746312,3.51070115209284
24,2008,0.281974341988256,3.4489349039894
24,2009,0.21636862699759,3.76301324151478
24,2010,0.186975512530114,3.10423538226891
24,2011,0.168123919297507,2.30148175657822
24,2012,0.170337649831019,1.95862057081912
24,2013,0.183185924793405,1.55166188830094
24,2014,0.209731865072958,1.42962617550707
24,2015,0.242829296015972,1.12653806192829
24,2016,0.300717408161191,1.03949061491573
24,2017,0.389995311188055,1.09986324095272
24,2018,0.519661891697525,1.42583935001071
24,2019,0.65646578750889,1.10986223370318
24,2020,0.744466836456144,0.924702735312187
24,2021,0.83088095401044,0.714166250728809
24,2022,0.884293986072656,0.544472333707433
24,2023,0.860755795732583,0.685590936048924
24,2024,0.784488958257614,0.813058542875115
24,2025,0.707292996261575,0.896298476353003
24,2026,0.63911585440807,0.898786945756027
25,2007,0.434504738120003,3.45506428697663
25,2008,0.293846509579444,3.84620988362944
25,2009,0.227073169681604,4.16330812330542
25,2010,0.209014445206758,3.06320211120954
25,2011,0.195667628295961,2.45569800408833
25,2012,0.198079932490939,1.8763954363717
25,2013,0.213741548387783,1.73270276616031
25,2014,0.251074646695574,1.50056797763483
25,2015,0.303464068823988,1.09036136211105
25,2016,0.36610926610995,1.00102993435655
25,2017,0.45991307600569,1.1012861043715
25,2018,0.586926906803002,1.21552569625686
25,2019,0.704091445196881,1.05678756080593
25,2020,0.780741936129276,0.810559262326191
25,2021,0.857515258298896,0.684425225515063
25,2022,0.915872758994729,0.606221145107429
25,2023,0.924728004787632,0.793784482988977
25,2024,0.942675294737986,0.845598733349101
25,2025,1.12948894354246,0.83337004803888
25,2026,1.21468317011974,0.602539978583461
26,2007,0.381765699559048,3.4801485057313
26,2008,0.260631754783863,3.741392082475
26,2009,0.193184972651269,4.10274419398907
26,2010,0.174676627163711,3.00992839838078
26,2011,0.160960564220889,2.43485101084182
26,2012,0.16334342605814,2.03921689913362
26,2013,0.178239765194091,1.66821365088264
26,2014,0.205848241978079,1.54374078018061
26,2015,0.237793251093615,1.21632560547869
26,2016,0.27764749176436,1.05052180111573
26,2017,0.331748972782576,1.20856707737826
26,2018,0.421630563777887,1.46703705029349
26,2019,0.499845374257507,1.21327415273935
26,2020,0.554367547780204,0.960964589297706
26,2021,0.613831795875747,0.963056360041252
26,2022,0.652041511301702,0.700770911893942
26,2023,0.626339961400401,0.9868151760716
26,2024,0.581424662418168,1.13555346012273
26,2025,0.587702116986299,1.19693017214718
26,2026,0.5935875626298,1.1705346029532
27,2007,0.577375012734271,3.69804977797345
27,2008,0.381618419862046,4.02172326365497
27,2009,0.295637570940172,4.21853549267122
27,2010,0.272934184857955,3.11295917489047
27,2011,0.256958606816964,2.48212275113195
27,2012,0.261593565096012,2.02243271004161
27,2013,0.276784522213314,1.76108471727822
27,2014,0.310439381389678,1.50200724378336
27,2015,0.352976592353363,1.14799612431345
27,2016,0.416924779531012,1.15647046274659
27,2017,0.554258751528904,1.15208030147163
27,2018,0.731825110527145,1.74133827228219
27,2019,0.882187586411125,1.24764000454344
27,2020,1.00834703783455,0.996335940287562
27,2021,1.11012312853673,0.866027086126272
27,2022,1.17636664829557,0.697214470908185
27,2023,1.15233288681653,0.826529625660903
27,2024,1.12269920987407,0.873814712738483
27,2025,1.37822778178174,0.918546339459659
27,2026,1.64683389638321,0.589551631935156
28,2007,0.465909291706725,3.71395410771317
28,2008,0.324584406906558,3.81982501493763
28,2009,0.254712541974886,3.88350365194774
28,2010,0.237454654688458,2.84819936844768
28,2011,0.218284459982579,2.25835581435705
28,2012,0.215670580505066,1.8251874074774
28,2013,0.225895731470677,1.42160265415184
28,2014,0.25805155376614,1.4117928109308
28,2015,0.302127556533161,1.1369956793143
28,2016,0.359566150980663,1.04496339024712
28,2017,0.447254804819643,1.12433935580107
28,2018,0.591172626647827,1.15385619983507
28,2019,0.732771072194514,1.11637443996454
28,2020,0.826044815533015,0.963332988910794
28,2021,0.894979505849815,0.792312491941113
28,2022,0.922001810212978,0.707211807421941
28,2023,0.896306733586519,0.870068743678955
28,2024,0.850051407168993,0.902046940315305
28,2025,0.823264705362642,1.10688614195342
28,2026,0.795713604149746,0.773539521397713
29,2007,0.541494896715937,3.65663525685928
29,2008,0.362450627380654,3.71701371752782
29,2009,0.292610287021996,3.92292248921281
29,2010,0.27024617570412,2.99017438115102
29,2011,0.244233174834205,2.33971261175227
29,2012,0.246480690602006,1.88558246994354
29,2013,0.264964435448125,1.59291421304564
29,2014,0.301667603522578,1.40986534385271
29,2015,0.34972878099562,1.11103021805014
29,2016,0.39880658007553,1.15898224212359
29,2017,0.503018114945808,1.1835841696696
29,2018,0.677801957731689,1.42679266660973
29,2019,0.813147138304019,1.2347833307849
29,2020,0.884764220424835,0.972653688491232
29,2021,0.932675250706709,0.833267961111049
29,2022,0.962685920541481,0.773535731938071
29,2023,0.920765137573928,0.941696173643654
29,2024,0.871341687147682,1.04606102909782
29,2025,0.86997002999503,1.32458401083217
29,2026,0.867602083667645,0.79977233683895
30,2007,0.672441764702071,3.42593726729007
30,2008,0.456671139537959,3.50984779058075
30,2009,0.366595692704977,4.04422180248139
30,2010,0.341263819247727,2.92068662486208
30,2011,0.295087552549251,2.32057601958171
30,2012,0.282436859914778,1.77900162222131
30,2013,0.301421473669448,1.5166784258371
30,2014,0.350652275733651,1.27902700554832
30,2015,0.40527186508062,1.11081311477236
30,2016,0.480703453968743,1.09585493446981
30,2017,0.618896883992825,1.23467875336301
30,2018,0.79511099034401,1.43279022453928
30,2019,0.942351790247362,1.11904816116028
30,2020,1.00743835574152,0.979080218116558
30,2021,1.07314040153706,0.808977647686488
30,2022,1.12329918783277,0.72001802160314
30,2023,1.07671133059219,0.911774245111075
30,2024,1.02528156794655,1.22842755830814
30,2025,1.05237032325483,1.40850025161842
30,2026,1.05591457514519,1.19266119334977
31,2007,0.458117469078886,3.55041064349113
31,2008,0.30531019861536,3.80699931043959
31,2009,0.231251827849882,4.12395673442033
31,2010,0.20945281995357,3.21829325272725
31,2011,0.193779843996482,2.43032080303855
31,2012,0.189586973522088,2.23887201589694
31,2013,0.202216526362249,1.68897237186492
31,2014,0.242822060454923,1.63406301344534
31,2015,0.286886386141427,1.20903189007188
31,2016,0.331885943996051,1.18988226241519
31,2017,0.409826311973336,1.39821556157272
31,2018,0.559126461806411,1.59934356586859
31,2019,0.698395071065236,1.33481033632811
31,2020,0.773826247708779,1.03903693839757
31,2021,0.864618220856644,0.812136391908642
31,2022,0.926974433809009,0.70108491939279
31,2023,0.903900584298053,0.832584131639369
31,2024,0.86142197348878,0.876489464866717
31,2025,0.840909562918724,1.03254955834507
31,2026,0.897291261992622,0.771137900614339
32,2007,0.634524299463542,3.26179558676792
32,2008,0.431329015674977,3.37054090722215
32,2009,0.322396589194302,4.32739695594913
32,2010,0.285644146973668,3.2703742349782
32,2011,0.245487397202908,2.61846926175362
32,2012,0.243075862268142,2.0188057666231
32,2013,0.263581129378127,1.63209422295654
32,2014,0.311764897004354,1.5506823357946
32,2015,0.362538898636111,1.24088511210866
32,2016,0.4522404170367,1.10088201662524
32,2017,0.58465823351456,1.37487654833195
32,2018,0.74480148157775,1.58114472700868
32,2019,0.896767893372611,1.09513826222872
32,2020,1.00911726269124,0.953254080464721
32,2021,1.11702623085754,0.811859258679704
32,2022,1.16026960094151,0.746334026427201
32,2023,1.12252980122887,0.944369067950644
32,2024,1.06764572096952,1.05028246316285
32,2025,1.04340221370243,1.29466761196789
32,2026,0.999703973256511,1.03132497271463
33,2007,0.626978734815564,3.56910117527832
33,2008,0.429965093457566,3.83852645828665
33,2009,0.333292238581133,3.71427264452162
33,2010,0.30768510861163,2.86467161193072
33,2011,0.276160334325307,2.5010533763341
33,2012,0.273187114005542,1.86762635786396
33,2013,0.291469179385792,1.56644108154575
33,2014,0.331109117365712,1.45259369545574
33,2015,0.380399422993684,1.12010715295102
33,2016,0.450289897980028,1.06443964163984
33,2017,0.578514523695324,1.14144592328399
33,2018,0.730146960233178,1.65491039915048
33,2019,0.875186838640706,1.25873296591607
33,2020,0.982928280058636,1.01313908116291
33,2021,1.08719076573922,0.852357738266227
33,2022,1.15198249183579,0.707772259259843
33,2023,1.11791464230018,0.880743075434383
33,2024,1.08119933084545,0.90281546831064
33,2025,1.09699051431132,1.17021240477962
33,2026,1.10783232981148,0.752847183496392
34,2007,0.70451645934685,3.6548587402194
34,2008,0.488916324064274,3.64555184322324
34,2009,0.380118955505449,3.94508312392553
34,2010,0.34638988016265,2.87615026454366
34,2011,0.311486338669457,2.24744946595162
