year,iter,data,scenario,biol,code,metric
2033,65,1470.75781064623,om11_2,CJM,tun44,C
2034,65,1693.55057279045,om11_2,CJM,tun44,C
2035,65,1958.35437143822,om11_2,CJM,tun44,C
2036,65,2192.86499126922,om11_2,CJM,tun44,C
2037,65,2396.1571242943,om11_2,CJM,tun44,C
2038,65,2563.45316205882,om11_2,CJM,tun44,C
2039,65,2480.8128412919,om11_2,CJM,tun44,C
2040,65,2464.25761767025,om11_2,CJM,tun44,C
2041,65,2475.62750556358,om11_2,CJM,tun44,C
2042,65,2595.89642098191,om11_2,CJM,tun44,C
2043,65,2433.90641256989,om11_2,CJM,tun44,C
2044,65,2250.80926238406,om11_2,CJM,tun44,C
2045,65,1962.63520205446,om11_2,CJM,tun44,C
2046,65,2033.35392665022,om11_2,CJM,tun44,C
2047,65,2041.27197841497,om11_2,CJM,tun44,C
2048,65,1963.85254850731,om11_2,CJM,tun44,C
2049,65,1565.29968040738,om11_2,CJM,tun44,C
2050,65,1581.85504682882,om11_2,CJM,tun44,C
2025,110,1385.8907626811,om11_2,CJM,tun44,C
2026,110,1104.76652520271,om11_2,CJM,tun44,C
2027,110,925.443307686847,om11_2,CJM,tun44,C
2028,110,754.989711687446,om11_2,CJM,tun44,C
2029,110,851.005132288379,om11_2,CJM,tun44,C
2030,110,979.563927303313,om11_2,CJM,tun44,C
2031,110,1108.5721098321,om11_2,CJM,tun44,C
2032,110,1303.23134223931,om11_2,CJM,tun44,C
2033,110,1503.83126949677,om11_2,CJM,tun44,C
2034,110,1711.12469513377,om11_2,CJM,tun44,C
2035,110,1920.90933996939,om11_2,CJM,tun44,C
2036,110,2232.47473507844,om11_2,CJM,tun44,C
2037,110,2555.88108538601,om11_2,CJM,tun44,C
2038,110,2801.41144049727,om11_2,CJM,tun44,C
2039,110,2803.12175334741,om11_2,CJM,tun44,C
2040,110,2711.1812628214,om11_2,CJM,tun44,C
2041,110,2309.52114625676,om11_2,CJM,tun44,C
2042,110,1915.67375662678,om11_2,CJM,tun44,C
2043,110,1489.02614915407,om11_2,CJM,tun44,C
2044,110,1194.38424758208,om11_2,CJM,tun44,C
2045,110,976.840377396403,om11_2,CJM,tun44,C
2046,110,779.87444087318,om11_2,CJM,tun44,C
2047,110,624.755890003979,om11_2,CJM,tun44,C
2048,110,503.7397886274,om11_2,CJM,tun44,C
2049,110,400.381955771381,om11_2,CJM,tun44,C
2050,110,321.254542534415,om11_2,CJM,tun44,C
2025,151,1385.8907626811,om11_2,CJM,tun44,C
2026,151,1112.64314075619,om11_2,CJM,tun44,C
2027,151,899.15904329695,om11_2,CJM,tun44,C
2028,151,718.591617967612,om11_2,CJM,tun44,C
2029,151,586.72923849028,om11_2,CJM,tun44,C
2030,151,668.198170182277,om11_2,CJM,tun44,C
2031,151,774.197688616446,om11_2,CJM,tun44,C
2032,151,880.662897954276,om11_2,CJM,tun44,C
2033,151,1014.39483334033,om11_2,CJM,tun44,C
2034,151,1179.9346987133,om11_2,CJM,tun44,C
2035,151,1326.17774198573,om11_2,CJM,tun44,C
2036,151,1566.61554786498,om11_2,CJM,tun44,C
2037,151,1785.14448076336,om11_2,CJM,tun44,C
2038,151,1989.35715773524,om11_2,CJM,tun44,C
2039,151,2386.67448731348,om11_2,CJM,tun44,C
2040,151,2681.07956157231,om11_2,CJM,tun44,C
2041,151,3077.59357737981,om11_2,CJM,tun44,C
2042,151,3150.77115822051,om11_2,CJM,tun44,C
2043,151,3059.25637165131,om11_2,CJM,tun44,C
2044,151,2748.0304247993,om11_2,CJM,tun44,C
2045,151,2636.13727375084,om11_2,CJM,tun44,C
2046,151,2482.37196072044,om11_2,CJM,tun44,C
2047,151,2851.0435870967,om11_2,CJM,tun44,C
2048,151,3007.10227804298,om11_2,CJM,tun44,C
2049,151,3358.89205809157,om11_2,CJM,tun44,C
2050,151,3073.48471755542,om11_2,CJM,tun44,C
2025,158,1385.8907626811,om11_2,CJM,tun44,C
2026,158,1108.88527140148,om11_2,CJM,tun44,C
2027,158,920.598208819071,om11_2,CJM,tun44,C
2028,158,728.343304798113,om11_2,CJM,tun44,C
2029,158,658.237387275494,om11_2,CJM,tun44,C
2030,158,736.004423162884,om11_2,CJM,tun44,C
2031,158,719.567797714444,om11_2,CJM,tun44,C
2032,158,843.312391781056,om11_2,CJM,tun44,C
2033,158,956.864668754989,om11_2,CJM,tun44,C
2034,158,1116.51625684889,om11_2,CJM,tun44,C
2035,158,1269.07331027355,om11_2,CJM,tun44,C
2036,158,1454.02951158164,om11_2,CJM,tun44,C
2037,158,1152.61121020962,om11_2,CJM,tun44,C
2038,158,937.588584167471,om11_2,CJM,tun44,C
2039,158,734.972338421614,om11_2,CJM,tun44,C
2040,158,583.378222904993,om11_2,CJM,tun44,C
2041,158,477.687965948982,om11_2,CJM,tun44,C
2042,158,416.520185936252,om11_2,CJM,tun44,C
2043,158,379.660628732415,om11_2,CJM,tun44,C
2044,158,346.927336078564,om11_2,CJM,tun44,C
2045,158,393.155522051093,om11_2,CJM,tun44,C
2046,158,387.529691593875,om11_2,CJM,tun44,C
2047,158,414.13924970018,om11_2,CJM,tun44,C
2048,158,486.786353652276,om11_2,CJM,tun44,C
2049,158,555.680617303423,om11_2,CJM,tun44,C
2050,158,655.02761475941,om11_2,CJM,tun44,C
2025,165,1385.8907626811,om11_2,CJM,tun44,C
2026,165,1121.94506267451,om11_2,CJM,tun44,C
2027,165,908.495067222443,om11_2,CJM,tun44,C
2028,165,871.888633192781,om11_2,CJM,tun44,C
2029,165,1007.43347461325,om11_2,CJM,tun44,C
2030,165,1124.66073215915,om11_2,CJM,tun44,C
2031,165,1298.6739367263,om11_2,CJM,tun44,C
2032,165,1507.23380509765,om11_2,CJM,tun44,C
2033,165,1686.05407850878,om11_2,CJM,tun44,C
2034,165,1669.78116364221,om11_2,CJM,tun44,C
2035,165,1544.39743999448,om11_2,CJM,tun44,C
2036,165,1256.18971677784,om11_2,CJM,tun44,C
2037,165,1337.20635878055,om11_2,CJM,tun44,C
2038,165,1270.61093412579,om11_2,CJM,tun44,C
2039,165,1252.58152367264,om11_2,CJM,tun44,C
2040,165,1425.89601007781,om11_2,CJM,tun44,C
2041,165,1612.31310516687,om11_2,CJM,tun44,C
2042,165,1676.58229376594,om11_2,CJM,tun44,C
2043,165,1639.33523485442,om11_2,CJM,tun44,C
2044,165,1767.11874832368,om11_2,CJM,tun44,C
2045,165,1945.15486865689,om11_2,CJM,tun44,C
2046,165,2045.38099862494,om11_2,CJM,tun44,C
2047,165,1972.1653618018,om11_2,CJM,tun44,C
2048,165,1926.42484452749,om11_2,CJM,tun44,C
2049,165,1913.62571779552,om11_2,CJM,tun44,C
2050,165,1753.4924093772,om11_2,CJM,tun44,C
2025,177,1385.8907626811,om11_2,CJM,tun44,C
2026,177,1116.46584996456,om11_2,CJM,tun44,C
2027,177,911.95290495796,om11_2,CJM,tun44,C
2028,177,718.757653455433,om11_2,CJM,tun44,C
2029,177,720.202064001043,om11_2,CJM,tun44,C
2030,177,820.951618002402,om11_2,CJM,tun44,C
2031,177,967.667531965794,om11_2,CJM,tun44,C
2032,177,1090.24269589116,om11_2,CJM,tun44,C
2033,177,1256.15508200365,om11_2,CJM,tun44,C
2034,177,1456.79418169177,om11_2,CJM,tun44,C
2035,177,1636.60756688039,om11_2,CJM,tun44,C
2036,177,1885.58821843132,om11_2,CJM,tun44,C
2037,177,2112.67784742087,om11_2,CJM,tun44,C
2038,177,2003.16914596259,om11_2,CJM,tun44,C
2039,177,1924.89029155667,om11_2,CJM,tun44,C
2040,177,1671.06358491498,om11_2,CJM,tun44,C
2041,177,1316.09096762965,om11_2,CJM,tun44,C
2042,177,1030.3849541536,om11_2,CJM,tun44,C
2043,177,827.578927554101,om11_2,CJM,tun44,C
2044,177,681.009007415513,om11_2,CJM,tun44,C
2045,177,543.417332076881,om11_2,CJM,tun44,C
2046,177,612.471014569646,om11_2,CJM,tun44,C
2047,177,711.286327175302,om11_2,CJM,tun44,C
2048,177,832.814970398386,om11_2,CJM,tun44,C
2049,177,781.809031178868,om11_2,CJM,tun44,C
2050,177,854.005300017291,om11_2,CJM,tun44,C
2025,186,1385.8907626811,om11_2,CJM,tun44,C
2026,186,1130.82325268651,om11_2,CJM,tun44,C
2027,186,896.311370550263,om11_2,CJM,tun44,C
2028,186,714.965349217391,om11_2,CJM,tun44,C
2029,186,704.35174205618,om11_2,CJM,tun44,C
2030,186,845.980223841815,om11_2,CJM,tun44,C
2031,186,948.467581675614,om11_2,CJM,tun44,C
2032,186,1099.78063604491,om11_2,CJM,tun44,C
2033,186,1258.8310722606,om11_2,CJM,tun44,C
2034,186,1460.9457657934,om11_2,CJM,tun44,C
2035,186,1659.92957662822,om11_2,CJM,tun44,C
2036,186,1884.4178400641,om11_2,CJM,tun44,C
2037,186,2166.45571780994,om11_2,CJM,tun44,C
2038,186,2536.17584619645,om11_2,CJM,tun44,C
2039,186,2674.9623369361,om11_2,CJM,tun44,C
2040,186,2444.66729730868,om11_2,CJM,tun44,C
2041,186,2326.90575340221,om11_2,CJM,tun44,C
2042,186,1939.76613006956,om11_2,CJM,tun44,C
2043,186,1718.7017537606,om11_2,CJM,tun44,C
2044,186,1722.19884072559,om11_2,CJM,tun44,C
2045,186,1767.81251707061,om11_2,CJM,tun44,C
2046,186,1802.97390423684,om11_2,CJM,tun44,C
2047,186,1405.98823121026,om11_2,CJM,tun44,C
2048,186,1148.49527525842,om11_2,CJM,tun44,C
2049,186,1282.32738098488,om11_2,CJM,tun44,C
2050,186,1145.12491856151,om11_2,CJM,tun44,C
2025,246,1385.8907626811,om11_2,CJM,tun44,C
2026,246,1155.45633658529,om11_2,CJM,tun44,C
2027,246,889.885058005241,om11_2,CJM,tun44,C
2028,246,718.74661466229,om11_2,CJM,tun44,C
2029,246,813.374070178116,om11_2,CJM,tun44,C
2030,246,972.08083097211,om11_2,CJM,tun44,C
2031,246,1076.88881542483,om11_2,CJM,tun44,C
2032,246,1246.64418140329,om11_2,CJM,tun44,C
2033,246,1430.0539907532,om11_2,CJM,tun44,C
2034,246,1665.12383548263,om11_2,CJM,tun44,C
2035,246,1666.88886402091,om11_2,CJM,tun44,C
2036,246,1644.36103475533,om11_2,CJM,tun44,C
2037,246,1574.57185292355,om11_2,CJM,tun44,C
2038,246,1237.64175897489,om11_2,CJM,tun44,C
2039,246,1014.87297303643,om11_2,CJM,tun44,C
2040,246,808.217318844822,om11_2,CJM,tun44,C
2041,246,654.626801480784,om11_2,CJM,tun44,C
2042,246,523.325766673307,om11_2,CJM,tun44,C
2043,246,421.098186775575,om11_2,CJM,tun44,C
2044,246,326.096987903417,om11_2,CJM,tun44,C
2045,246,279.462147880853,om11_2,CJM,tun44,C
2046,246,293.413451397048,om11_2,CJM,tun44,C
2047,246,334.234543949427,om11_2,CJM,tun44,C
2048,246,371.837233480879,om11_2,CJM,tun44,C
2049,246,434.964672429888,om11_2,CJM,tun44,C
2050,246,509.588948964498,om11_2,CJM,tun44,C
2025,327,1385.8907626811,om11_2,CJM,tun44,C
2026,327,1143.78284283125,om11_2,CJM,tun44,C
2027,327,898.295054406191,om11_2,CJM,tun44,C
2028,327,720.058921678876,om11_2,CJM,tun44,C
2029,327,825.198736308789,om11_2,CJM,tun44,C
2030,327,949.538671337646,om11_2,CJM,tun44,C
2031,327,1106.58868938613,om11_2,CJM,tun44,C
2032,327,1263.9884931619,om11_2,CJM,tun44,C
2033,327,1420.22724643782,om11_2,CJM,tun44,C
2034,327,1667.75925443428,om11_2,CJM,tun44,C
2035,327,1653.81468253185,om11_2,CJM,tun44,C
2036,327,1733.0898847506,om11_2,CJM,tun44,C
2037,327,1818.98240797232,om11_2,CJM,tun44,C
2038,327,2078.71924634693,om11_2,CJM,tun44,C
2039,327,2382.48932456963,om11_2,CJM,tun44,C
2040,327,2780.14717234764,om11_2,CJM,tun44,C
2041,327,2653.58242695428,om11_2,CJM,tun44,C
2042,327,2067.03888129127,om11_2,CJM,tun44,C
2043,327,1707.24858241649,om11_2,CJM,tun44,C
2044,327,1349.6871508007,om11_2,CJM,tun44,C
2045,327,1090.06283380084,om11_2,CJM,tun44,C
2046,327,607.23806836486,om11_2,CJM,tun44,C
2047,327,1.01011399653797e-05,om11_2,CJM,tun44,C
2048,327,1.00895287191042e-05,om11_2,CJM,tun44,C
2049,327,1.00984868856642e-05,om11_2,CJM,tun44,C
2050,327,1.00875247965207e-05,om11_2,CJM,tun44,C
2025,344,1385.8907626811,om11_2,CJM,tun44,C
2026,344,1151.61165100129,om11_2,CJM,tun44,C
2027,344,907.238982051982,om11_2,CJM,tun44,C
2028,344,1058.78850755081,om11_2,CJM,tun44,C
2029,344,1208.67757243555,om11_2,CJM,tun44,C
2030,344,1370.75933096893,om11_2,CJM,tun44,C
2031,344,1607.52457582405,om11_2,CJM,tun44,C
2032,344,1701.75234738687,om11_2,CJM,tun44,C
2033,344,1630.59915871948,om11_2,CJM,tun44,C
2034,344,1546.29260218545,om11_2,CJM,tun44,C
2035,344,1585.72906120352,om11_2,CJM,tun44,C
2036,344,1289.59875992155,om11_2,CJM,tun44,C
2037,344,1045.499204252,om11_2,CJM,tun44,C
2038,344,863.1395535984,om11_2,CJM,tun44,C
2039,344,908.066409281422,om11_2,CJM,tun44,C
2040,344,727.671408108606,om11_2,CJM,tun44,C
2041,344,610.58634296743,om11_2,CJM,tun44,C
2042,344,501.88398706977,om11_2,CJM,tun44,C
2043,344,572.681686691203,om11_2,CJM,tun44,C
2044,344,612.131703874846,om11_2,CJM,tun44,C
2045,344,653.136278419686,om11_2,CJM,tun44,C
2046,344,513.299125271824,om11_2,CJM,tun44,C
2047,344,575.604149959814,om11_2,CJM,tun44,C
2048,344,488.997445323231,om11_2,CJM,tun44,C
2049,344,501.969715931401,om11_2,CJM,tun44,C
2050,344,529.497023901166,om11_2,CJM,tun44,C
2025,348,1385.8907626811,om11_2,CJM,tun44,C
2026,348,1145.85007103061,om11_2,CJM,tun44,C
2027,348,916.777505228138,om11_2,CJM,tun44,C
2028,348,712.703626379399,om11_2,CJM,tun44,C
2029,348,676.248993412305,om11_2,CJM,tun44,C
2030,348,766.455083314077,om11_2,CJM,tun44,C
2031,348,891.434843257006,om11_2,CJM,tun44,C
2032,348,836.61814006027,om11_2,CJM,tun44,C
2033,348,912.772705556495,om11_2,CJM,tun44,C
2034,348,1030.32999081905,om11_2,CJM,tun44,C
2035,348,1170.39536895089,om11_2,CJM,tun44,C
2036,348,1339.70168745574,om11_2,CJM,tun44,C
2037,348,1556.23934848334,om11_2,CJM,tun44,C
2038,348,1577.19401242346,om11_2,CJM,tun44,C
2039,348,1564.66063420077,om11_2,CJM,tun44,C
2040,348,1311.43712515727,om11_2,CJM,tun44,C
2041,348,1036.10819135509,om11_2,CJM,tun44,C
2042,348,815.334523146607,om11_2,CJM,tun44,C
2043,348,643.747796772696,om11_2,CJM,tun44,C
2044,348,515.524596656189,om11_2,CJM,tun44,C
2045,348,428.766542100083,om11_2,CJM,tun44,C
2046,348,337.435708114468,om11_2,CJM,tun44,C
2047,348,336.945417679516,om11_2,CJM,tun44,C
2048,348,391.872558288596,om11_2,CJM,tun44,C
2049,348,450.555161020557,om11_2,CJM,tun44,C
2050,348,524.575270236901,om11_2,CJM,tun44,C
2025,367,1385.8907626811,om11_2,CJM,tun44,C
2026,367,1155.54784053754,om11_2,CJM,tun44,C
2027,367,901.559766369296,om11_2,CJM,tun44,C
2028,367,903.23504082369,om11_2,CJM,tun44,C
2029,367,1081.20941078401,om11_2,CJM,tun44,C
2030,367,1199.41560915381,om11_2,CJM,tun44,C
2031,367,1392.77940050204,om11_2,CJM,tun44,C
2032,367,1651.51807063619,om11_2,CJM,tun44,C
2033,367,1845.56054535518,om11_2,CJM,tun44,C
2034,367,1942.5157741907,om11_2,CJM,tun44,C
2035,367,2007.26615164612,om11_2,CJM,tun44,C
2036,367,2231.28927745054,om11_2,CJM,tun44,C
2037,367,2381.38833869808,om11_2,CJM,tun44,C
2038,367,2455.63067567508,om11_2,CJM,tun44,C
2039,367,2100.75667710124,om11_2,CJM,tun44,C
2040,367,2004.11219658079,om11_2,CJM,tun44,C
2041,367,1996.42084189781,om11_2,CJM,tun44,C
2042,367,2353.30521483317,om11_2,CJM,tun44,C
2043,367,2572.27165111931,om11_2,CJM,tun44,C
2044,367,2408.47267810515,om11_2,CJM,tun44,C
2045,367,1968.55674502702,om11_2,CJM,tun44,C
2046,367,1718.16182675347,om11_2,CJM,tun44,C
2047,367,1562.66505389083,om11_2,CJM,tun44,C
2048,367,1275.91056093,om11_2,CJM,tun44,C
2049,367,1015.11367083993,om11_2,CJM,tun44,C
2050,367,799.337281844482,om11_2,CJM,tun44,C
2025,397,1385.8907626811,om11_2,CJM,tun44,C
2026,397,1147.32733645967,om11_2,CJM,tun44,C
2027,397,903.073711692679,om11_2,CJM,tun44,C
2028,397,708.586154189579,om11_2,CJM,tun44,C
2029,397,839.553864355304,om11_2,CJM,tun44,C
2030,397,944.366474614907,om11_2,CJM,tun44,C
2031,397,1086.27605331009,om11_2,CJM,tun44,C
2032,397,870.612601366187,om11_2,CJM,tun44,C
2033,397,696.169349205869,om11_2,CJM,tun44,C
2034,397,828.252505445719,om11_2,CJM,tun44,C
2035,397,935.381024284212,om11_2,CJM,tun44,C
2036,397,1044.93964129648,om11_2,CJM,tun44,C
2037,397,1209.79201375533,om11_2,CJM,tun44,C
2038,397,958.458214526631,om11_2,CJM,tun44,C
2039,397,774.450134297012,om11_2,CJM,tun44,C
2040,397,778.053026200053,om11_2,CJM,tun44,C
2041,397,759.274021669815,om11_2,CJM,tun44,C
2042,397,862.802746636865,om11_2,CJM,tun44,C
2043,397,976.790758629607,om11_2,CJM,tun44,C
2044,397,1152.08604959697,om11_2,CJM,tun44,C
2045,397,1317.37257698631,om11_2,CJM,tun44,C
2046,397,1549.79054191137,om11_2,CJM,tun44,C
2047,397,1639.61015741506,om11_2,CJM,tun44,C
2048,397,1686.70711897697,om11_2,CJM,tun44,C
2049,397,1567.13685264136,om11_2,CJM,tun44,C
2050,397,1577.75327071966,om11_2,CJM,tun44,C
2025,498,1385.8907626811,om11_2,CJM,tun44,C
2026,498,1139.94114627906,om11_2,CJM,tun44,C
2027,498,898.447104328935,om11_2,CJM,tun44,C
2028,498,726.90292005123,om11_2,CJM,tun44,C
2029,498,641.767381586203,om11_2,CJM,tun44,C
2030,498,750.817766939375,om11_2,CJM,tun44,C
2031,498,715.157403617179,om11_2,CJM,tun44,C
2032,498,642.846241622092,om11_2,CJM,tun44,C
2033,498,745.524717057772,om11_2,CJM,tun44,C
2034,498,837.545488327397,om11_2,CJM,tun44,C
2035,498,964.963096228415,om11_2,CJM,tun44,C
2036,498,1095.21293900977,om11_2,CJM,tun44,C
2037,498,1293.60886233225,om11_2,CJM,tun44,C
2038,498,1481.18520170097,om11_2,CJM,tun44,C
2039,498,1731.18192135333,om11_2,CJM,tun44,C
2040,498,1959.94324151693,om11_2,CJM,tun44,C
2041,498,2089.61133656959,om11_2,CJM,tun44,C
2042,498,2103.08259374978,om11_2,CJM,tun44,C
2043,498,2151.71925703925,om11_2,CJM,tun44,C
2044,498,2035.1816744137,om11_2,CJM,tun44,C
2045,498,1864.53675158139,om11_2,CJM,tun44,C
2046,498,1638.09358334745,om11_2,CJM,tun44,C
2047,498,1472.1505451569,om11_2,CJM,tun44,C
2048,498,1586.54731941255,om11_2,CJM,tun44,C
2049,498,1829.43549217969,om11_2,CJM,tun44,C
2050,498,2071.95832079949,om11_2,CJM,tun44,C
2025,37,5199.98876116532,om21,Southern,tun43,SB
2026,37,5074.39161890649,om21,Southern,tun43,SB
2027,37,4706.9693285539,om21,Southern,tun43,SB
2028,37,4437.83493429545,om21,Southern,tun43,SB
2029,37,4157.2780542086,om21,Southern,tun43,SB
2030,37,4057.61826370103,om21,Southern,tun43,SB
2031,37,3566.8830372949,om21,Southern,tun43,SB
2032,37,3393.29312804281,om21,Southern,tun43,SB
2033,37,3382.37839398312,om21,Southern,tun43,SB
2034,37,3097.47335894303,om21,Southern,tun43,SB
2035,37,3084.87805119276,om21,Southern,tun43,SB
2036,37,3084.06151455396,om21,Southern,tun43,SB
2037,37,3115.44372117165,om21,Southern,tun43,SB
2038,37,3047.14344327247,om21,Southern,tun43,SB
2039,37,2893.10120119136,om21,Southern,tun43,SB
2040,37,3000.80955876719,om21,Southern,tun43,SB
2041,37,2858.1279712144,om21,Southern,tun43,SB
2042,37,2850.20550090731,om21,Southern,tun43,SB
2043,37,2743.42431219287,om21,Southern,tun43,SB
2044,37,2855.18078987533,om21,Southern,tun43,SB
2045,37,2970.6601994549,om21,Southern,tun43,SB
2046,37,2962.34578840975,om21,Southern,tun43,SB
2047,37,3066.8142490511,om21,Southern,tun43,SB
2048,37,2935.18064302538,om21,Southern,tun43,SB
2049,37,2897.61548121468,om21,Southern,tun43,SB
2050,37,2913.72751891685,om21,Southern,tun43,SB
2025,65,4130.10659507112,om21,Southern,tun43,SB
2026,65,4208.36029986351,om21,Southern,tun43,SB
2027,65,3966.80120980281,om21,Southern,tun43,SB
2028,65,3861.24427420778,om21,Southern,tun43,SB
2029,65,3975.77611360453,om21,Southern,tun43,SB
2030,65,3947.96519286455,om21,Southern,tun43,SB
2031,65,3808.17792924383,om21,Southern,tun43,SB
2032,65,3642.71873319264,om21,Southern,tun43,SB
2033,65,3600.34022504984,om21,Southern,tun43,SB
2034,65,3444.70604111106,om21,Southern,tun43,SB
2035,65,3426.93878754692,om21,Southern,tun43,SB
2036,65,3266.48779557106,om21,Southern,tun43,SB
2037,65,3285.05907878166,om21,Southern,tun43,SB
2038,65,3073.85467238955,om21,Southern,tun43,SB
2039,65,2939.99297702748,om21,Southern,tun43,SB
2040,65,2845.96079303621,om21,Southern,tun43,SB
2041,65,2760.08667773788,om21,Southern,tun43,SB
2042,65,2834.72113008999,om21,Southern,tun43,SB
2043,65,2838.47152748855,om21,Southern,tun43,SB
2044,65,2972.95782065993,om21,Southern,tun43,SB
2045,65,2937.03083590028,om21,Southern,tun43,SB
2046,65,2835.946681739,om21,Southern,tun43,SB
2047,65,2892.91236812329,om21,Southern,tun43,SB
2048,65,2693.71185158287,om21,Southern,tun43,SB
2049,65,2866.61373402036,om21,Southern,tun43,SB
2050,65,2887.29511242874,om21,Southern,tun43,SB
2025,110,5537.22336830516,om21,Southern,tun43,SB
2026,110,5816.54785996985,om21,Southern,tun43,SB
2027,110,5971.16084509248,om21,Southern,tun43,SB
2028,110,6272.26210772248,om21,Southern,tun43,SB
2029,110,6716.87835029281,om21,Southern,tun43,SB
2030,110,7147.61193116373,om21,Southern,tun43,SB
2031,110,7222.11959378539,om21,Southern,tun43,SB
2032,110,7423.12322442956,om21,Southern,tun43,SB
2033,110,7570.2491573376,om21,Southern,tun43,SB
2034,110,7716.31328424047,om21,Southern,tun43,SB
2035,110,7714.06612899073,om21,Southern,tun43,SB
2036,110,7471.6359057737,om21,Southern,tun43,SB
2037,110,7531.54724749305,om21,Southern,tun43,SB
2038,110,7019.11664156952,om21,Southern,tun43,SB
2039,110,6524.40420373228,om21,Southern,tun43,SB
2040,110,6649.18340065515,om21,Southern,tun43,SB
2041,110,6534.40209909795,om21,Southern,tun43,SB
2042,110,6432.33105303377,om21,Southern,tun43,SB
2043,110,6620.40842319943,om21,Southern,tun43,SB
2044,110,6905.18632989435,om21,Southern,tun43,SB
2045,110,7265.58720615894,om21,Southern,tun43,SB
2046,110,7412.10933778493,om21,Southern,tun43,SB
2047,110,7376.58673638126,om21,Southern,tun43,SB
2048,110,7153.23837124557,om21,Southern,tun43,SB
2049,110,7025.74894545353,om21,Southern,tun43,SB
2050,110,6951.95388938236,om21,Southern,tun43,SB
2025,151,6166.75725422138,om21,Southern,tun43,SB
2026,151,6080.96559320687,om21,Southern,tun43,SB
2027,151,5702.23447582531,om21,Southern,tun43,SB
2028,151,5682.30275593249,om21,Southern,tun43,SB
2029,151,5780.46234833673,om21,Southern,tun43,SB
2030,151,5749.08787536313,om21,Southern,tun43,SB
2031,151,5373.81922801301,om21,Southern,tun43,SB
2032,151,5289.79096833273,om21,Southern,tun43,SB
2033,151,5015.14705010575,om21,Southern,tun43,SB
2034,151,4753.87770451885,om21,Southern,tun43,SB
2035,151,4445.75168469226,om21,Southern,tun43,SB
2036,151,4188.1057755902,om21,Southern,tun43,SB
2037,151,4059.7207146487,om21,Southern,tun43,SB
2038,151,4059.98664530328,om21,Southern,tun43,SB
2039,151,4131.09161650595,om21,Southern,tun43,SB
2040,151,4163.42056750559,om21,Southern,tun43,SB
2041,151,4133.93126487513,om21,Southern,tun43,SB
2042,151,4070.83437902772,om21,Southern,tun43,SB
2043,151,4064.29277279536,om21,Southern,tun43,SB
2044,151,4190.1463369595,om21,Southern,tun43,SB
2045,151,4196.35887308911,om21,Southern,tun43,SB
2046,151,4153.22126483664,om21,Southern,tun43,SB
2047,151,4184.39273985874,om21,Southern,tun43,SB
2048,151,4010.19867752634,om21,Southern,tun43,SB
2049,151,4115.82359843162,om21,Southern,tun43,SB
2050,151,4121.73484253493,om21,Southern,tun43,SB
2025,158,7952.00084694635,om21,Southern,tun43,SB
2026,158,8937.97780339208,om21,Southern,tun43,SB
2027,158,8801.65490353609,om21,Southern,tun43,SB
2028,158,8667.79848108861,om21,Southern,tun43,SB
2029,158,8402.55241932945,om21,Southern,tun43,SB
2030,158,8442.34842611004,om21,Southern,tun43,SB
2031,158,7501.56650263586,om21,Southern,tun43,SB
2032,158,6838.42255397297,om21,Southern,tun43,SB
2033,158,6443.63257153325,om21,Southern,tun43,SB
2034,158,5691.02130894069,om21,Southern,tun43,SB
2035,158,5446.13936584443,om21,Southern,tun43,SB
2036,158,4969.41869808702,om21,Southern,tun43,SB
2037,158,4559.45465897186,om21,Southern,tun43,SB
2038,158,4276.2542526069,om21,Southern,tun43,SB
2039,158,4119.45419257631,om21,Southern,tun43,SB
2040,158,4299.77470603857,om21,Southern,tun43,SB
2041,158,4386.50634391489,om21,Southern,tun43,SB
2042,158,4429.9328170582,om21,Southern,tun43,SB
2043,158,4565.92806794367,om21,Southern,tun43,SB
2044,158,4801.10638617041,om21,Southern,tun43,SB
2045,158,5006.4321956116,om21,Southern,tun43,SB
2046,158,4925.4934807712,om21,Southern,tun43,SB
2047,158,5068.97537692735,om21,Southern,tun43,SB
2048,158,4955.51465187263,om21,Southern,tun43,SB
2049,158,5061.6179174371,om21,Southern,tun43,SB
2050,158,5141.33043266023,om21,Southern,tun43,SB
2025,165,5101.80091860951,om21,Southern,tun43,SB
2026,165,5692.43066894741,om21,Southern,tun43,SB
2027,165,5462.38857228674,om21,Southern,tun43,SB
2028,165,5257.11927288291,om21,Southern,tun43,SB
2029,165,5418.41474653401,om21,Southern,tun43,SB
2030,165,5429.35212829168,om21,Southern,tun43,SB
2031,165,5268.38945854476,om21,Southern,tun43,SB
2032,165,5056.23338640245,om21,Southern,tun43,SB
2033,165,4948.1111039823,om21,Southern,tun43,SB
2034,165,4634.6293976098,om21,Southern,tun43,SB
2035,165,4551.29438051551,om21,Southern,tun43,SB
2036,165,4331.03885933038,om21,Southern,tun43,SB
2037,165,4411.92184368087,om21,Southern,tun43,SB
2038,165,4343.59932465063,om21,Southern,tun43,SB
2039,165,4353.03022820776,om21,Southern,tun43,SB
2040,165,4366.33977996404,om21,Southern,tun43,SB
2041,165,4270.63122824725,om21,Southern,tun43,SB
2042,165,4217.31492302739,om21,Southern,tun43,SB
2043,165,4025.31535453544,om21,Southern,tun43,SB
2044,165,4047.46026748207,om21,Southern,tun43,SB
2045,165,3944.79400416707,om21,Southern,tun43,SB
2046,165,3894.66751750884,om21,Southern,tun43,SB
2047,165,4013.20220298937,om21,Southern,tun43,SB
