year,iter,data,scenario,biol,code,metric
2043,344,173.3673937521,om21,North,tun43,C
2044,344,178.534444528209,om21,North,tun43,C
2045,344,210.49125219967,om21,North,tun43,C
2046,344,165.457519303134,om21,North,tun43,C
2047,344,160.787270976117,om21,North,tun43,C
2048,344,166.545204198523,om21,North,tun43,C
2049,344,164.770277283587,om21,North,tun43,C
2050,344,177.541253540415,om21,North,tun43,C
2025,348,208.0257812299,om21,North,tun43,C
2026,348,230.422346165109,om21,North,tun43,C
2027,348,207.060649460886,om21,North,tun43,C
2028,348,210.422971892322,om21,North,tun43,C
2029,348,174.174876437274,om21,North,tun43,C
2030,348,211.224477916564,om21,North,tun43,C
2031,348,224.629053548286,om21,North,tun43,C
2032,348,241.521450710653,om21,North,tun43,C
2033,348,320.730410425747,om21,North,tun43,C
2034,348,362.819172137074,om21,North,tun43,C
2035,348,338.514219647314,om21,North,tun43,C
2036,348,346.505729165921,om21,North,tun43,C
2037,348,443.997267483607,om21,North,tun43,C
2038,348,424.40851200783,om21,North,tun43,C
2039,348,346.729877909923,om21,North,tun43,C
2040,348,414.001298376784,om21,North,tun43,C
2041,348,347.119722884998,om21,North,tun43,C
2042,348,336.93143097479,om21,North,tun43,C
2043,348,431.830903866933,om21,North,tun43,C
2044,348,414.346679840582,om21,North,tun43,C
2045,348,397.266699104447,om21,North,tun43,C
2046,348,208.093296508465,om21,North,tun43,C
2047,348,1.51866566570846e-05,om21,North,tun43,C
2048,348,1.51866566556887e-05,om21,North,tun43,C
2049,348,1.51866566574274e-05,om21,North,tun43,C
2050,348,1.51866566568075e-05,om21,North,tun43,C
2025,367,208.0257812299,om21,North,tun43,C
2026,367,232.451528720977,om21,North,tun43,C
2027,367,221.42914387517,om21,North,tun43,C
2028,367,283.219687490608,om21,North,tun43,C
2029,367,236.04215210417,om21,North,tun43,C
2030,367,272.595621297822,om21,North,tun43,C
2031,367,233.817055743559,om21,North,tun43,C
2032,367,300.29129351516,om21,North,tun43,C
2033,367,284.942872069421,om21,North,tun43,C
2034,367,283.748095504005,om21,North,tun43,C
2035,367,276.05326120059,om21,North,tun43,C
2036,367,237.267362455522,om21,North,tun43,C
2037,367,199.101243902215,om21,North,tun43,C
2038,367,242.866178940576,om21,North,tun43,C
2039,367,242.726717984876,om21,North,tun43,C
2040,367,193.590530730764,om21,North,tun43,C
2041,367,183.614141590385,om21,North,tun43,C
2042,367,158.6987538583,om21,North,tun43,C
2043,367,173.408543945062,om21,North,tun43,C
2044,367,149.924011234312,om21,North,tun43,C
2045,367,186.022496559237,om21,North,tun43,C
2046,367,181.652721523684,om21,North,tun43,C
2047,367,157.064549797547,om21,North,tun43,C
2048,367,188.368357049032,om21,North,tun43,C
2049,367,178.820155696171,om21,North,tun43,C
2050,367,165.978734407371,om21,North,tun43,C
2025,397,208.0257812299,om21,North,tun43,C
2026,397,222.208830797308,om21,North,tun43,C
2027,397,210.277257487871,om21,North,tun43,C
2028,397,240.437287505008,om21,North,tun43,C
2029,397,278.884400380695,om21,North,tun43,C
2030,397,333.192054144239,om21,North,tun43,C
2031,397,350.329106186249,om21,North,tun43,C
2032,397,320.630360918368,om21,North,tun43,C
2033,397,337.524633871628,om21,North,tun43,C
2034,397,406.742074995173,om21,North,tun43,C
2035,397,343.879231342684,om21,North,tun43,C
2036,397,434.364113589255,om21,North,tun43,C
2037,397,391.972147934194,om21,North,tun43,C
2038,397,378.844959141655,om21,North,tun43,C
2039,397,360.932095293031,om21,North,tun43,C
2040,397,400.373370985852,om21,North,tun43,C
2041,397,390.160129687151,om21,North,tun43,C
2042,397,1.04162535438695,om21,North,tun43,C
2043,397,1.51866566653439e-05,om21,North,tun43,C
2044,397,1.51866566653313e-05,om21,North,tun43,C
2045,397,1.51866566651815e-05,om21,North,tun43,C
2046,397,1.51866566653224e-05,om21,North,tun43,C
2047,397,1.51866566650335e-05,om21,North,tun43,C
2048,397,1.51866566653545e-05,om21,North,tun43,C
2049,397,1.51866566651229e-05,om21,North,tun43,C
2050,397,1.5186656665416e-05,om21,North,tun43,C
2025,498,208.0257812299,om21,North,tun43,C
2026,498,278.397724309257,om21,North,tun43,C
2027,498,222.570054675226,om21,North,tun43,C
2028,498,219.818213662518,om21,North,tun43,C
2029,498,287.819539704015,om21,North,tun43,C
2030,498,321.1311828999,om21,North,tun43,C
2031,498,261.148199197952,om21,North,tun43,C
2032,498,282.923410693279,om21,North,tun43,C
2033,498,292.056920694837,om21,North,tun43,C
2034,498,345.026202373003,om21,North,tun43,C
2035,498,322.413239646929,om21,North,tun43,C
2036,498,276.359954660306,om21,North,tun43,C
2037,498,237.288931766737,om21,North,tun43,C
2038,498,214.302355836921,om21,North,tun43,C
2039,498,227.101503826231,om21,North,tun43,C
2040,498,208.794564862582,om21,North,tun43,C
2041,498,235.302596508145,om21,North,tun43,C
2042,498,233.203179958264,om21,North,tun43,C
2043,498,200.647074809672,om21,North,tun43,C
2044,498,243.756054650579,om21,North,tun43,C
2045,498,229.877374614745,om21,North,tun43,C
2046,498,248.892486085636,om21,North,tun43,C
2047,498,214.063026844921,om21,North,tun43,C
2048,498,224.296372171002,om21,North,tun43,C
2049,498,242.540550846244,om21,North,tun43,C
2050,498,196.619170135568,om21,North,tun43,C
2025,37,5199.98876116532,om21,Southern,tun47,SB
2026,37,5099.40115136099,om21,Southern,tun47,SB
2027,37,4760.38216790175,om21,Southern,tun47,SB
2028,37,4516.05521937141,om21,Southern,tun47,SB
2029,37,4259.48892526868,om21,Southern,tun47,SB
2030,37,4177.78702706002,om21,Southern,tun47,SB
2031,37,3699.00285900387,om21,Southern,tun47,SB
2032,37,3529.20480259192,om21,Southern,tun47,SB
2033,37,3519.48001313141,om21,Southern,tun47,SB
2034,37,3228.93734408067,om21,Southern,tun47,SB
2035,37,3212.77416459599,om21,Southern,tun47,SB
2036,37,3208.72402796215,om21,Southern,tun47,SB
2037,37,3236.64219681732,om21,Southern,tun47,SB
2038,37,3163.76751020842,om21,Southern,tun47,SB
2039,37,3003.83450785619,om21,Southern,tun47,SB
2040,37,3112.00131765136,om21,Southern,tun47,SB
2041,37,2966.60864047457,om21,Southern,tun47,SB
2042,37,2958.77816540936,om21,Southern,tun47,SB
2043,37,2850.45025683186,om21,Southern,tun47,SB
2044,37,2963.57600244189,om21,Southern,tun47,SB
2045,37,3079.83284658053,om21,Southern,tun47,SB
2046,37,3070.4347338414,om21,Southern,tun47,SB
2047,37,3175.66200155591,om21,Southern,tun47,SB
2048,37,3042.01916746127,om21,Southern,tun47,SB
2049,37,3003.77746970976,om21,Southern,tun47,SB
2050,37,3020.45774827885,om21,Southern,tun47,SB
2025,65,4130.10659507112,om21,Southern,tun47,SB
2026,65,4228.30129197877,om21,Southern,tun47,SB
2027,65,4010.72315652081,om21,Southern,tun47,SB
2028,65,3924.90147585322,om21,Southern,tun47,SB
2029,65,4055.91207819904,om21,Southern,tun47,SB
2030,65,4043.09883824164,om21,Southern,tun47,SB
2031,65,3913.70542920207,om21,Southern,tun47,SB
2032,65,3754.02891984256,om21,Southern,tun47,SB
2033,65,3715.14608921934,om21,Southern,tun47,SB
2034,65,3559.32482000902,om21,Southern,tun47,SB
2035,65,3541.11365619316,om21,Southern,tun47,SB
2036,65,3376.86781514812,om21,Southern,tun47,SB
2037,65,3394.04956410239,om21,Southern,tun47,SB
2038,65,3177.49771326106,om21,Southern,tun47,SB
2039,65,3039.6130040495,om21,Southern,tun47,SB
2040,65,2942.87618289381,om21,Southern,tun47,SB
2041,65,2855.08646809935,om21,Southern,tun47,SB
2042,65,2930.75623310637,om21,Southern,tun47,SB
2043,65,2934.09684242795,om21,Southern,tun47,SB
2044,65,3069.623744648,om21,Southern,tun47,SB
2045,65,3032.22095958092,om21,Southern,tun47,SB
2046,65,2928.87421632232,om21,Southern,tun47,SB
2047,65,2986.391282549,om21,Southern,tun47,SB
2048,65,2784.33321492239,om21,Southern,tun47,SB
2049,65,2959.90351049517,om21,Southern,tun47,SB
2050,65,2980.88393954743,om21,Southern,tun47,SB
2025,110,5537.22336830516,om21,Southern,tun47,SB
2026,110,5837.33044160059,om21,Southern,tun47,SB
2027,110,6015.63318391749,om21,Southern,tun47,SB
2028,110,6336.09666164346,om21,Southern,tun47,SB
2029,110,6797.56028250389,om21,Southern,tun47,SB
2030,110,7243.4868758065,om21,Southern,tun47,SB
2031,110,7333.06884389784,om21,Southern,tun47,SB
2032,110,7543.23548766192,om21,Southern,tun47,SB
2033,110,7698.35415324463,om21,Southern,tun47,SB
2034,110,7849.55367622478,om21,Southern,tun47,SB
2035,110,7851.69713609416,om21,Southern,tun47,SB
2036,110,7611.43153571242,om21,Southern,tun47,SB
2037,110,7628.92873497067,om21,Southern,tun47,SB
2038,110,7111.2964679419,om21,Southern,tun47,SB
2039,110,6622.58874988706,om21,Southern,tun47,SB
2040,110,6755.9086665225,om21,Southern,tun47,SB
2041,110,6653.21189571615,om21,Southern,tun47,SB
2042,110,6562.32470432557,om21,Southern,tun47,SB
2043,110,6757.98514692689,om21,Southern,tun47,SB
2044,110,7046.85347846401,om21,Southern,tun47,SB
2045,110,7409.47767836049,om21,Southern,tun47,SB
2046,110,7540.79169557777,om21,Southern,tun47,SB
2047,110,7500.52884794864,om21,Southern,tun47,SB
2048,110,7279.39709703616,om21,Southern,tun47,SB
2049,110,7155.56892912503,om21,Southern,tun47,SB
2050,110,7087.86620691769,om21,Southern,tun47,SB
2025,151,6166.75725422138,om21,Southern,tun47,SB
2026,151,6104.67679674402,om21,Southern,tun47,SB
2027,151,5755.92194844548,om21,Southern,tun47,SB
2028,151,5757.54483959927,om21,Southern,tun47,SB
2029,151,5875.04004515848,om21,Southern,tun47,SB
2030,151,5861.12989754786,om21,Southern,tun47,SB
2031,151,5499.47056101479,om21,Southern,tun47,SB
2032,151,5420.75124718125,om21,Southern,tun47,SB
2033,151,5146.75180649168,om21,Southern,tun47,SB
2034,151,4882.67655405683,om21,Southern,tun47,SB
2035,151,4570.54340368413,om21,Southern,tun47,SB
2036,151,4309.27785416288,om21,Southern,tun47,SB
2037,151,4178.4038312465,om21,Southern,tun47,SB
2038,151,4178.0259923608,om21,Southern,tun47,SB
2039,151,4248.42646403471,om21,Southern,tun47,SB
2040,151,4280.19430967882,om21,Southern,tun47,SB
2041,151,4249.08808260821,om21,Southern,tun47,SB
2042,151,4184.63585886146,om21,Southern,tun47,SB
2043,151,4177.18793628107,om21,Southern,tun47,SB
2044,151,4303.85307653193,om21,Southern,tun47,SB
2045,151,4310.05786716937,om21,Southern,tun47,SB
2046,151,4266.22864804679,om21,Southern,tun47,SB
2047,151,4297.34945802855,om21,Southern,tun47,SB
2048,151,4121.12926697819,om21,Southern,tun47,SB
2049,151,4228.64522625285,om21,Southern,tun47,SB
2050,151,4235.71997448377,om21,Southern,tun47,SB
2025,158,7952.00084694635,om21,Southern,tun47,SB
2026,158,8960.84529758581,om21,Southern,tun47,SB
2027,158,8855.915489003,om21,Southern,tun47,SB
2028,158,8704.84556117114,om21,Southern,tun47,SB
2029,158,8451.31244152556,om21,Southern,tun47,SB
2030,158,8492.29857258585,om21,Southern,tun47,SB
2031,158,7549.31766104788,om21,Southern,tun47,SB
2032,158,6918.18983564706,om21,Southern,tun47,SB
2033,158,6521.22052776657,om21,Southern,tun47,SB
2034,158,5797.4513882472,om21,Southern,tun47,SB
2035,158,5575.47569592963,om21,Southern,tun47,SB
2036,158,5119.45233135391,om21,Southern,tun47,SB
2037,158,4722.00140680991,om21,Southern,tun47,SB
2038,158,4445.77379047641,om21,Southern,tun47,SB
2039,158,4290.24801508127,om21,Southern,tun47,SB
2040,158,4471.87340170697,om21,Southern,tun47,SB
2041,158,4555.31001852952,om21,Southern,tun47,SB
2042,158,4592.26751999651,om21,Southern,tun47,SB
2043,158,4722.51883544888,om21,Southern,tun47,SB
2044,158,4953.70702759473,om21,Southern,tun47,SB
2045,158,5154.32402805214,om21,Southern,tun47,SB
2046,158,5065.72502594118,om21,Southern,tun47,SB
2047,158,5206.43946643507,om21,Southern,tun47,SB
2048,158,5088.81425996193,om21,Southern,tun47,SB
2049,158,5193.86985353595,om21,Southern,tun47,SB
2050,158,5273.91537101483,om21,Southern,tun47,SB
2025,165,5101.80091860951,om21,Southern,tun47,SB
2026,165,5711.50375704014,om21,Southern,tun47,SB
2027,165,5508.70370040479,om21,Southern,tun47,SB
2028,165,5327.06471524679,om21,Southern,tun47,SB
2029,165,5506.38986373306,om21,Southern,tun47,SB
2030,165,5534.9500974396,om21,Southern,tun47,SB
2031,165,5385.72271370969,om21,Southern,tun47,SB
2032,165,5180.06808276079,om21,Southern,tun47,SB
2033,165,5074.64733200538,om21,Southern,tun47,SB
2034,165,4758.62249436506,om21,Southern,tun47,SB
2035,165,4672.87868081401,om21,Southern,tun47,SB
2036,165,4447.68718196227,om21,Southern,tun47,SB
2037,165,4526.89030952717,om21,Southern,tun47,SB
2038,165,4455.82231166131,om21,Southern,tun47,SB
2039,165,4463.22063965061,om21,Southern,tun47,SB
2040,165,4474.42293302071,om21,Southern,tun47,SB
2041,165,4375.59527256535,om21,Southern,tun47,SB
2042,165,4321.03344644131,om21,Southern,tun47,SB
2043,165,4127.26163853585,om21,Southern,tun47,SB
2044,165,4150.33171530293,om21,Southern,tun47,SB
2045,165,4047.54898848367,om21,Southern,tun47,SB
2046,165,3997.13902827605,om21,Southern,tun47,SB
2047,165,4117.19893813743,om21,Southern,tun47,SB
2048,165,3965.06626928611,om21,Southern,tun47,SB
2049,165,4186.7369788552,om21,Southern,tun47,SB
2050,165,4145.34572808432,om21,Southern,tun47,SB
2025,177,6776.76997491541,om21,Southern,tun47,SB
2026,177,7544.32191077127,om21,Southern,tun47,SB
2027,177,7423.36963899511,om21,Southern,tun47,SB
2028,177,7328.25753124209,om21,Southern,tun47,SB
2029,177,7276.48673102034,om21,Southern,tun47,SB
2030,177,7237.88257892093,om21,Southern,tun47,SB
2031,177,6363.53005853701,om21,Southern,tun47,SB
2032,177,5705.21609963842,om21,Southern,tun47,SB
2033,177,5288.77512828391,om21,Southern,tun47,SB
2034,177,4455.68371729659,om21,Southern,tun47,SB
2035,177,4215.86259982803,om21,Southern,tun47,SB
2036,177,4021.19905877012,om21,Southern,tun47,SB
2037,177,3860.82503345684,om21,Southern,tun47,SB
2038,177,3607.71151909512,om21,Southern,tun47,SB
2039,177,3372.01232774699,om21,Southern,tun47,SB
2040,177,3520.14262758915,om21,Southern,tun47,SB
2041,177,3454.8141786925,om21,Southern,tun47,SB
2042,177,3520.95114900128,om21,Southern,tun47,SB
2043,177,3500.52237249031,om21,Southern,tun47,SB
2044,177,3687.26769134716,om21,Southern,tun47,SB
2045,177,3872.76727175749,om21,Southern,tun47,SB
2046,177,3896.41677547066,om21,Southern,tun47,SB
2047,177,4073.37862809533,om21,Southern,tun47,SB
2048,177,4029.41971121353,om21,Southern,tun47,SB
2049,177,4136.5763560099,om21,Southern,tun47,SB
2050,177,4259.47443143056,om21,Southern,tun47,SB
2025,186,5961.54350744512,om21,Southern,tun47,SB
2026,186,6329.63141057708,om21,Southern,tun47,SB
2027,186,6549.56429499103,om21,Southern,tun47,SB
2028,186,6678.10729770723,om21,Southern,tun47,SB
2029,186,6932.75755721561,om21,Southern,tun47,SB
2030,186,7149.29031382881,om21,Southern,tun47,SB
2031,186,7113.94446377228,om21,Southern,tun47,SB
2032,186,6812.96620693231,om21,Southern,tun47,SB
2033,186,6617.21061450375,om21,Southern,tun47,SB
2034,186,6105.60970689405,om21,Southern,tun47,SB
2035,186,5996.86147054312,om21,Southern,tun47,SB
2036,186,5592.56162482764,om21,Southern,tun47,SB
2037,186,5750.79901028835,om21,Southern,tun47,SB
2038,186,5641.0594673533,om21,Southern,tun47,SB
2039,186,5633.3939616747,om21,Southern,tun47,SB
2040,186,5856.28514670101,om21,Southern,tun47,SB
2041,186,5861.58473681261,om21,Southern,tun47,SB
2042,186,5737.01845052051,om21,Southern,tun47,SB
2043,186,5753.55478120521,om21,Southern,tun47,SB
2044,186,5827.53877405098,om21,Southern,tun47,SB
2045,186,5806.3417350522,om21,Southern,tun47,SB
2046,186,5599.76622688631,om21,Southern,tun47,SB
2047,186,5748.19548002948,om21,Southern,tun47,SB
2048,186,5590.84838313342,om21,Southern,tun47,SB
2049,186,5643.96023068142,om21,Southern,tun47,SB
2050,186,5696.70572728392,om21,Southern,tun47,SB
2025,246,7385.09099820289,om21,Southern,tun47,SB
2026,246,8253.46613866812,om21,Southern,tun47,SB
2027,246,8192.23411092709,om21,Southern,tun47,SB
2028,246,7835.90313939205,om21,Southern,tun47,SB
2029,246,7648.68647530762,om21,Southern,tun47,SB
2030,246,7323.10199874188,om21,Southern,tun47,SB
2031,246,6597.41546875217,om21,Southern,tun47,SB
2032,246,5689.85621237733,om21,Southern,tun47,SB
2033,246,5135.16000602628,om21,Southern,tun47,SB
2034,246,4328.59295369445,om21,Southern,tun47,SB
2035,246,4098.61685210119,om21,Southern,tun47,SB
2036,246,3609.31000090279,om21,Southern,tun47,SB
2037,246,3592.36178527248,om21,Southern,tun47,SB
2038,246,3382.19293622145,om21,Southern,tun47,SB
2039,246,3343.8558149746,om21,Southern,tun47,SB
2040,246,3507.20255475236,om21,Southern,tun47,SB
2041,246,3511.499791275,om21,Southern,tun47,SB
2042,246,3434.87841331543,om21,Southern,tun47,SB
2043,246,3516.96922630728,om21,Southern,tun47,SB
2044,246,3717.8579036361,om21,Southern,tun47,SB
2045,246,3839.62005312301,om21,Southern,tun47,SB
2046,246,3848.10844407868,om21,Southern,tun47,SB
2047,246,4016.44138005434,om21,Southern,tun47,SB
2048,246,4056.10501486625,om21,Southern,tun47,SB
2049,246,4186.71151864395,om21,Southern,tun47,SB
2050,246,4230.0384684091,om21,Southern,tun47,SB
2025,327,4465.79603713606,om21,Southern,tun47,SB
2026,327,4960.99975065193,om21,Southern,tun47,SB
2027,327,5296.09785753491,om21,Southern,tun47,SB
2028,327,5939.53312721458,om21,Southern,tun47,SB
2029,327,6588.24239618859,om21,Southern,tun47,SB
2030,327,7246.28358411432,om21,Southern,tun47,SB
2031,327,7568.32189369695,om21,Southern,tun47,SB
2032,327,7709.91669380666,om21,Southern,tun47,SB
2033,327,8122.02883948459,om21,Southern,tun47,SB
2034,327,8107.33330283422,om21,Southern,tun47,SB
2035,327,7924.71012677098,om21,Southern,tun47,SB
2036,327,7838.41169797706,om21,Southern,tun47,SB
2037,327,7716.09034439667,om21,Southern,tun47,SB
2038,327,7623.33950269149,om21,Southern,tun47,SB
2039,327,7355.44636521332,om21,Southern,tun47,SB
2040,327,7621.13731277309,om21,Southern,tun47,SB
2041,327,7542.30854730443,om21,Southern,tun47,SB
2042,327,7430.3192936668,om21,Southern,tun47,SB
2043,327,7586.76088876451,om21,Southern,tun47,SB
2044,327,7844.37175512993,om21,Southern,tun47,SB
2045,327,7964.71490740386,om21,Southern,tun47,SB
2046,327,7725.4176086619,om21,Southern,tun47,SB
2047,327,7845.38353433627,om21,Southern,tun47,SB
2048,327,7636.51637233123,om21,Southern,tun47,SB
2049,327,7587.72013747842,om21,Southern,tun47,SB
2050,327,7966.44313118294,om21,Southern,tun47,SB
2025,344,5548.23153136738,om21,Southern,tun47,SB
2026,344,5725.33506160644,om21,Southern,tun47,SB
2027,344,5484.40619528186,om21,Southern,tun47,SB
2028,344,5070.38036430127,om21,Southern,tun47,SB
2029,344,4891.08895423054,om21,Southern,tun47,SB
2030,344,4588.56501554703,om21,Southern,tun47,SB
2031,344,4119.28189778541,om21,Southern,tun47,SB
2032,344,3583.7540015418,om21,Southern,tun47,SB
2033,344,3399.78560092987,om21,Southern,tun47,SB
2034,344,3135.27163603144,om21,Southern,tun47,SB
2035,344,3018.14410046748,om21,Southern,tun47,SB
2036,344,2833.06695082388,om21,Southern,tun47,SB
2037,344,2647.22498454272,om21,Southern,tun47,SB
2038,344,2602.81014293091,om21,Southern,tun47,SB
2039,344,2569.13424368919,om21,Southern,tun47,SB
2040,344,2676.67466367625,om21,Southern,tun47,SB
2041,344,2686.52500062575,om21,Southern,tun47,SB
2042,344,2584.93662261126,om21,Southern,tun47,SB
2043,344,2665.66055380689,om21,Southern,tun47,SB
2044,344,2684.39552982628,om21,Southern,tun47,SB
2045,344,2561.92253124016,om21,Southern,tun47,SB
2046,344,2491.37819055957,om21,Southern,tun47,SB
2047,344,2595.46500876424,om21,Southern,tun47,SB
2048,344,2576.42542389037,om21,Southern,tun47,SB
2049,344,2526.34783822834,om21,Southern,tun47,SB
2050,344,2620.03248729941,om21,Southern,tun47,SB
2025,348,4751.83802853673,om21,Southern,tun47,SB
2026,348,4804.65132636538,om21,Southern,tun47,SB
2027,348,5340.22005003325,om21,Southern,tun47,SB
2028,348,6053.47717634406,om21,Southern,tun47,SB
2029,348,6908.98461862415,om21,Southern,tun47,SB
2030,348,7868.75056364831,om21,Southern,tun47,SB
2031,348,8741.00490670846,om21,Southern,tun47,SB
2032,348,9472.99918223626,om21,Southern,tun47,SB
2033,348,10097.8789226185,om21,Southern,tun47,SB
2034,348,10191.6990403778,om21,Southern,tun47,SB
2035,348,10835.7936631114,om21,Southern,tun47,SB
2036,348,11157.663460566,om21,Southern,tun47,SB
2037,348,11447.1838695001,om21,Southern,tun47,SB
2038,348,11589.1613997465,om21,Southern,tun47,SB
2039,348,11877.1037884309,om21,Southern,tun47,SB
2040,348,12413.6846510784,om21,Southern,tun47,SB
2041,348,12731.8913342796,om21,Southern,tun47,SB
2042,348,12720.159625754,om21,Southern,tun47,SB
2043,348,13107.7590835774,om21,Southern,tun47,SB
2044,348,13522.6089561793,om21,Southern,tun47,SB
2045,348,14063.9971092259,om21,Southern,tun47,SB
2046,348,14079.6721283966,om21,Southern,tun47,SB
2047,348,14401.0283282557,om21,Southern,tun47,SB
2048,348,14383.0858815309,om21,Southern,tun47,SB
2049,348,14879.3105343985,om21,Southern,tun47,SB
2050,348,14936.8310967822,om21,Southern,tun47,SB
2025,367,5690.72778865621,om21,Southern,tun47,SB
2026,367,5850.57647001226,om21,Southern,tun47,SB
2027,367,5530.38592641354,om21,Southern,tun47,SB
2028,367,5408.01010360746,om21,Southern,tun47,SB
2029,367,5325.863161468,om21,Southern,tun47,SB
2030,367,5250.30830312612,om21,Southern,tun47,SB
2031,367,4868.73022110941,om21,Southern,tun47,SB
2032,367,4457.21686283498,om21,Southern,tun47,SB
2033,367,4357.34544854555,om21,Southern,tun47,SB
2034,367,4003.84409791054,om21,Southern,tun47,SB
2035,367,3710.67994122901,om21,Southern,tun47,SB
2036,367,3569.8575760036,om21,Southern,tun47,SB
2037,367,3477.09115163011,om21,Southern,tun47,SB
2038,367,3347.75676855659,om21,Southern,tun47,SB
2039,367,3164.66432382335,om21,Southern,tun47,SB
2040,367,3250.12705609577,om21,Southern,tun47,SB
2041,367,3201.95068102529,om21,Southern,tun47,SB
2042,367,3133.16650370931,om21,Southern,tun47,SB
2043,367,3163.83952894561,om21,Southern,tun47,SB
2044,367,3333.41116130633,om21,Southern,tun47,SB
2045,367,3486.65074922502,om21,Southern,tun47,SB
2046,367,3534.28512942627,om21,Southern,tun47,SB
2047,367,3688.84783234348,om21,Southern,tun47,SB
2048,367,3585.95180189762,om21,Southern,tun47,SB
2049,367,3521.80565163907,om21,Southern,tun47,SB
2050,367,3656.39185438403,om21,Southern,tun47,SB
2025,397,6297.93312558754,om21,Southern,tun47,SB
2026,397,7192.54316266336,om21,Southern,tun47,SB
2027,397,7598.93311699998,om21,Southern,tun47,SB
2028,397,8124.32899653766,om21,Southern,tun47,SB
2029,397,8634.5019289024,om21,Southern,tun47,SB
2030,397,9248.19909838877,om21,Southern,tun47,SB
2031,397,9070.05124914928,om21,Southern,tun47,SB
2032,397,9122.28122790749,om21,Southern,tun47,SB
2033,397,9293.1165691069,om21,Southern,tun47,SB
2034,397,8915.0634358306,om21,Southern,tun47,SB
2035,397,8946.59541112796,om21,Southern,tun47,SB
2036,397,8918.98910480384,om21,Southern,tun47,SB
2037,397,8911.34289118468,om21,Southern,tun47,SB
2038,397,8713.54029152432,om21,Southern,tun47,SB
2039,397,8466.66924691976,om21,Southern,tun47,SB
2040,397,8761.74252102252,om21,Southern,tun47,SB
2041,397,8557.54744037198,om21,Southern,tun47,SB
2042,397,8576.93171271224,om21,Southern,tun47,SB
2043,397,8340.46579197009,om21,Southern,tun47,SB
2044,397,8490.56262082915,om21,Southern,tun47,SB
2045,397,8596.08462036577,om21,Southern,tun47,SB
2046,397,8401.69024172193,om21,Southern,tun47,SB
2047,397,8565.27453539801,om21,Southern,tun47,SB
2048,397,8306.34273684125,om21,Southern,tun47,SB
2049,397,8341.15692143513,om21,Southern,tun47,SB
2050,397,8382.03052481936,om21,Southern,tun47,SB
2025,498,6651.19659827177,om21,Southern,tun47,SB
2026,498,7011.41721087352,om21,Southern,tun47,SB
2027,498,6968.456251436,om21,Southern,tun47,SB
2028,498,6964.10541671529,om21,Southern,tun47,SB
2029,498,6906.79014762427,om21,Southern,tun47,SB
2030,498,7060.885181844,om21,Southern,tun47,SB
2031,498,6438.49497780914,om21,Southern,tun47,SB
2032,498,5984.43317493841,om21,Southern,tun47,SB
2033,498,5702.17319109019,om21,Southern,tun47,SB
2034,498,5128.96795202322,om21,Southern,tun47,SB
2035,498,4993.31740686656,om21,Southern,tun47,SB
2036,498,4814.35404629526,om21,Southern,tun47,SB
2037,498,4706.4462946759,om21,Southern,tun47,SB
2038,498,4645.80115196783,om21,Southern,tun47,SB
2039,498,4597.40930631276,om21,Southern,tun47,SB
2040,498,4731.27819921374,om21,Southern,tun47,SB
2041,498,4726.15139157118,om21,Southern,tun47,SB
2042,498,4630.58507107095,om21,Southern,tun47,SB
2043,498,4633.81338249141,om21,Southern,tun47,SB
2044,498,4806.29340544589,om21,Southern,tun47,SB
2045,498,4961.58334667929,om21,Southern,tun47,SB
2046,498,4800.43037224164,om21,Southern,tun47,SB
2047,498,4806.14379616735,om21,Southern,tun47,SB
2048,498,4594.79526290406,om21,Southern,tun47,SB
2049,498,4624.3491913317,om21,Southern,tun47,SB
2050,498,4733.53691434321,om21,Southern,tun47,SB
2025,37,1174.4825631311,om21,Southern,tun47,C
2026,37,1092.61947791587,om21,Southern,tun47,C
2027,37,1101.19476856761,om21,Southern,tun47,C
2028,37,1171.8978244023,om21,Southern,tun47,C
2029,37,1196.12945746491,om21,Southern,tun47,C
2030,37,1201.11173110177,om21,Southern,tun47,C
2031,37,1062.35561123645,om21,Southern,tun47,C
2032,37,1058.25786624213,om21,Southern,tun47,C
2033,37,957.97411462974,om21,Southern,tun47,C
2034,37,975.370666716125,om21,Southern,tun47,C
2035,37,899.088263690939,om21,Southern,tun47,C
2036,37,841.716245008002,om21,Southern,tun47,C
2037,37,813.852181272686,om21,Southern,tun47,C
2038,37,830.572433535842,om21,Southern,tun47,C
2039,37,897.154142395197,om21,Southern,tun47,C
2040,37,888.001924073529,om21,Southern,tun47,C
2041,37,897.033889694767,om21,Southern,tun47,C
2042,37,856.590149929889,om21,Southern,tun47,C
2043,37,814.239586016788,om21,Southern,tun47,C
2044,37,765.533892644578,om21,Southern,tun47,C
2045,37,748.333594361562,om21,Southern,tun47,C
2046,37,750.579496739103,om21,Southern,tun47,C
2047,37,810.036273464634,om21,Southern,tun47,C
2048,37,838.807468873843,om21,Southern,tun47,C
2049,37,868.802310630886,om21,Southern,tun47,C
2050,37,825.467582684445,om21,Southern,tun47,C
2025,65,1174.4825631311,om21,Southern,tun47,C
2026,65,1035.48402275052,om21,Southern,tun47,C
2027,65,946.912548286009,om21,Southern,tun47,C
2028,65,884.91896160846,om21,Southern,tun47,C
2029,65,912.712415274833,om21,Southern,tun47,C
2030,65,941.129942200814,om21,Southern,tun47,C
2031,65,960.921091583915,om21,Southern,tun47,C
