set,om,biol,code,statistic,median,q25,q75,CMP
robustness,h2_0.16h,Southern,tun47,SBMSY,1.39779499297117,1.27926266340474,1.58273533439126,HS-30
robustness,h2_0.16h,Southern,tun47,C,953.84444928286,849.08064183378,1058.642550059,HS-30
robustness,h2_0.16h,Southern,tun47,IACC,5.03034684837988,4.03802542585037,5.93205810453332,HS-30
robustness,h2_0.16h,North,tun47,SBMSY,0.534699786038467,0.430100502466378,0.633774942865116,HS-30
robustness,h2_0.16h,North,tun47,C,218.135212862945,192.037889646555,243.651533410558,HS-30
robustness,h2_0.16h,North,tun47,IACC,11.120717674893,9.2834333591443,13.0134983913081,HS-30
robustness,h2_0.16h,Southern,tun32,SBMSY,1.72607463435341,1.60121397699585,1.90343723628049,PR+20
robustness,h2_0.16h,Southern,tun32,C,889.256974620731,750.661248356301,1009.75497968615,PR+20
robustness,h2_0.16h,Southern,tun32,IACC,11.304612482288,9.2820248738973,12.9621191404,PR+20
robustness,h2_0.16h,North,tun32,SBMSY,0.57436795533841,0.468036622685544,0.673142446262344,PR+20
robustness,h2_0.16h,North,tun32,C,202.176596848411,171.904522757506,230.739575595422,PR+20
robustness,h2_0.16h,North,tun32,IACC,14.5749948542317,12.4195840090134,16.8397179516166,PR+20
robustness,h2_0.16h,Southern,tun44,SBMSY,1.73492560569627,1.59936062656253,1.9006959881613,PR-20
robustness,h2_0.16h,Southern,tun44,C,885.098779367618,748.802012403644,1002.50897495242,PR-20
robustness,h2_0.16h,Southern,tun44,IACC,11.254557448176,9.14772075802682,12.9883660279348,PR-20
robustness,h2_0.16h,North,tun44,SBMSY,0.574500438927772,0.461966181379237,0.673160904857188,PR-20
robustness,h2_0.16h,North,tun44,C,201.424996843827,170.378274248405,232.750798055837,PR-20
robustness,h2_0.16h,North,tun44,IACC,14.5873503772117,12.6053762593238,16.7872422574276,PR-20
robustness,h2_0.16h,Southern,tun46,SBMSY,1.7285623270572,1.59482651948743,1.89429897995161,PRsym
robustness,h2_0.16h,Southern,tun46,C,869.609773673894,740.679560697367,1000.93468155661,PRsym
robustness,h2_0.16h,Southern,tun46,IACC,10.6879015170561,8.97854875080099,12.2575061299449,PRsym
robustness,h2_0.16h,North,tun46,SBMSY,0.570943020043304,0.464226444685561,0.670581631872211,PRsym
robustness,h2_0.16h,North,tun46,C,199.889911434082,167.003167556735,228.71643076784,PRsym
robustness,h2_0.16h,North,tun46,IACC,13.9783360957734,12.1110501509549,15.7924261648703,PRsym
robustness,h2_0.16h,Southern,tun48,SBMSY,1.70611024612355,1.5826214114211,1.89304838277324,PR-30
robustness,h2_0.16h,Southern,tun48,C,917.053086504692,802.460227094771,1028.15804180062,PR-30
robustness,h2_0.16h,Southern,tun48,IACC,12.0259505278132,9.81756848307168,14.1684583347232,PR-30
robustness,h2_0.16h,North,tun48,SBMSY,0.572804548059996,0.46215059660584,0.674087876329531,PR-30
robustness,h2_0.16h,North,tun48,C,209.535457948232,183.544641302422,236.666492127474,PR-30
robustness,h2_0.16h,North,tun48,IACC,15.522242113685,13.2138930360121,18.0027577517184,PR-30
robustness,h2_1.14,Southern,tun29,SBMSY,2.61724875906229,2.53733771496864,2.71698119921564,HS+20
robustness,h2_1.14,Southern,tun29,C,1268.95222655598,1100.75837255902,1473.4244807515,HS+20
robustness,h2_1.14,Southern,tun29,IACC,4.72328226670432,3.56854659156934,5.85475556805571,HS+20
robustness,h2_1.14,North,tun29,SBMSY,0,0,0,HS+20
robustness,h2_1.14,North,tun29,C,1.51866566666013e-05,1.51866566665787e-05,1.51866566666173e-05,HS+20
robustness,h2_1.14,North,tun29,IACC,6.50829390380636e-11,4.52640702697238e-11,9.28815357958968e-11,HS+20
robustness,h2_1.14,Southern,tun43,SBMSY,2.48742862986929,2.40416233466652,2.59532622603793,HS-20
robustness,h2_1.14,Southern,tun43,C,1291.26325132937,1116.6196631605,1509.27013938353,HS-20
robustness,h2_1.14,Southern,tun43,IACC,4.6487583030021,3.42838445594316,5.79077136158341,HS-20
robustness,h2_1.14,North,tun43,SBMSY,0,0,0,HS-20
robustness,h2_1.14,North,tun43,C,1.51866566666004e-05,1.51866566665779e-05,1.51866566666167e-05,HS-20
robustness,h2_1.14,North,tun43,IACC,6.48481268683554e-11,4.51180759419856e-11,9.16897113789616e-11,HS-20
robustness,h2_1.14,Southern,tun45,SBMSY,2.57598646238169,2.49396308397328,2.67783395039613,HSsym
robustness,h2_1.14,Southern,tun45,C,1276.08617782666,1105.31132076274,1484.20955815057,HSsym
robustness,h2_1.14,Southern,tun45,IACC,4.69746740213459,3.4762762038662,5.79407437623991,HSsym
robustness,h2_1.14,North,tun45,SBMSY,0,0,0,HSsym
robustness,h2_1.14,North,tun45,C,1.51866566666006e-05,1.51866566665779e-05,1.51866566666169e-05,HSsym
robustness,h2_1.14,North,tun45,IACC,6.48481268683554e-11,4.51180759419856e-11,9.19853082592681e-11,HSsym
robustness,h2_1.14,Southern,tun47,SBMSY,2.53210659670507,2.45047104955049,2.63539802331015,HS-30
robustness,h2_1.14,Southern,tun47,C,1284.46916596919,1111.42290271773,1494.46608131641,HS-30
robustness,h2_1.14,Southern,tun47,IACC,4.7107899932616,3.4459177060756,5.84630410241938,HS-30
robustness,h2_1.14,North,tun47,SBMSY,0,0,0,HS-30
robustness,h2_1.14,North,tun47,C,1.51866566666004e-05,1.51866566665779e-05,1.51866566666167e-05,HS-30
robustness,h2_1.14,North,tun47,IACC,6.48481268683554e-11,4.51180759419856e-11,9.19853082592681e-11,HS-30
robustness,h2_1.14,Southern,tun32,SBMSY,2.88193650352321,2.80100307676506,2.9881316113607,PR+20
robustness,h2_1.14,Southern,tun32,C,1260.36912327814,1024.74431693485,1420.24936209507,PR+20
robustness,h2_1.14,Southern,tun32,IACC,5.90597460024364,3.29892214106349,9.70388271587802,PR+20
robustness,h2_1.14,North,tun32,SBMSY,0,0,0,PR+20
robustness,h2_1.14,North,tun32,C,1.51866566666029e-05,1.51866566665799e-05,1.51866566666202e-05,PR+20
robustness,h2_1.14,North,tun32,IACC,6.85385082022094e-11,4.68469707470831e-11,1.03318742450398e-10,PR+20
robustness,h2_1.14,Southern,tun44,SBMSY,2.85638005324931,2.76956943596636,2.96782120506937,PR-20
robustness,h2_1.14,Southern,tun44,C,1269.5553080375,1026.1987500318,1437.4903341698,PR-20
robustness,h2_1.14,Southern,tun44,IACC,5.77595564834722,3.23575692595076,9.46735289399848,PR-20
robustness,h2_1.14,North,tun44,SBMSY,0,0,0,PR-20
robustness,h2_1.14,North,tun44,C,1.51866566666035e-05,1.51866566665802e-05,1.51866566666205e-05,PR-20
robustness,h2_1.14,North,tun44,IACC,6.91458001966794e-11,4.71597760842712e-11,1.06120945364552e-10,PR-20
robustness,h2_1.14,Southern,tun46,SBMSY,2.87203378191145,2.78841849159916,2.98151309143541,PRsym
robustness,h2_1.14,Southern,tun46,C,1265.52066153802,1022.11299176807,1426.40804432098,PRsym
robustness,h2_1.14,Southern,tun46,IACC,5.75286793650126,3.25266925296169,9.07112026043697,PRsym
robustness,h2_1.14,North,tun46,SBMSY,0,0,0,PRsym
robustness,h2_1.14,North,tun46,C,1.51866566666032e-05,1.518665666658e-05,1.51866566666205e-05,PRsym
robustness,h2_1.14,North,tun46,IACC,6.91458001966794e-11,4.75405825817177e-11,1.04813380197299e-10,PRsym
robustness,h2_1.14,Southern,tun48,SBMSY,2.83452736040488,2.75129323789449,2.94516702283089,PR-30
robustness,h2_1.14,Southern,tun48,C,1274.1458223713,1033.02881311961,1441.35754188109,PR-30
robustness,h2_1.14,Southern,tun48,IACC,5.68752184091837,3.23855032739359,10.0765686145236,PR-30
robustness,h2_1.14,North,tun48,SBMSY,0,0,0,PR-30
robustness,h2_1.14,North,tun48,C,1.5186656666603e-05,1.51866566665799e-05,1.51866566666203e-05,PR-30
robustness,h2_1.14,North,tun48,IACC,6.85385082022094e-11,4.68469707470831e-11,1.03318742450398e-10,PR-30
