mp,statistic,metric,raw_value,preferred_direction,include,weight,years,summary,om_code,om_label,component,n_iter
HSsym (MP45),SBMSY,SB / SB[MSY],1.64161204147551,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS-30 (MP47),SBMSY,SB / SB[MSY],1.63667072918043,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR+20 (MP32),SBMSY,SB / SB[MSY],1.74017842238399,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR-20 (MP44),SBMSY,SB / SB[MSY],1.75806922933796,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PRsym (MP46),SBMSY,SB / SB[MSY],1.75694626933029,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR-30 (MP48),SBMSY,SB / SB[MSY],1.77043919716343,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS+20 (MP29),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0626,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
PR+20 (MP32),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0668,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
HS-20 (MP43),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0576,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
PR-20 (MP44),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0622,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
HSsym (MP45),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0654,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
PRsym (MP46),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0698,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
HS-30 (MP47),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0372,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
PR-30 (MP48),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0484,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om12,Higher steepness (om12),CJM,500
HS+20 (MP29),VB2025,VB / VB[2025],2.93447375642595,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS-20 (MP43),VB2025,VB / VB[2025],2.76808580925491,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HSsym (MP45),VB2025,VB / VB[2025],2.89469449038613,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS-30 (MP47),VB2025,VB / VB[2025],2.84643501220745,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR+20 (MP32),VB2025,VB / VB[2025],3.36479175310156,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR-20 (MP44),VB2025,VB / VB[2025],3.49038572602916,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PRsym (MP46),VB2025,VB / VB[2025],3.44721051227696,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR-30 (MP48),VB2025,VB / VB[2025],3.42229224942224,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS+20 (MP29),VBMSY,VB / VB[MSY],0.989906149750141,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS-20 (MP43),VBMSY,VB / VB[MSY],0.973129537336978,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HSsym (MP45),VBMSY,VB / VB[MSY],0.984283702096041,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS-30 (MP47),VBMSY,VB / VB[MSY],0.989271446438967,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR+20 (MP32),VBMSY,VB / VB[MSY],1.1317507343403,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR-20 (MP44),VBMSY,VB / VB[MSY],1.13752228073917,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PRsym (MP46),VBMSY,VB / VB[MSY],1.12616914576943,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
PR-30 (MP48),VBMSY,VB / VB[MSY],1.15932018075193,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om12,Higher steepness (om12),CJM,500
HS+20 (MP29),C,Catch,1837.79197520951,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),C,Catch,1863.17751391185,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),C,Catch,1853.75271768558,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),C,Catch,1854.94023257992,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),C,Catch,1773.0038108402,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),C,Catch,1778.24272470068,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),C,Catch,1779.40493065639,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),C,Catch,1784.27323101098,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),CatchDrop20,Advice reductions >19% (%),0.04125,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),CatchDrop20,Advice reductions >19% (%),0.0338333333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),CatchDrop20,Advice reductions >19% (%),0.140416666666667,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),CatchDrop20,Advice reductions >19% (%),0.113416666666667,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),Creduction,Mean catch reduction,2.85703795252382,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),Creduction,Mean catch reduction,4.61301552255336,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),Creduction,Mean catch reduction,2.75627905749062,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),Creduction,Mean catch reduction,4.44181045561315,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),Creduction,Mean catch reduction,2.75130610759018,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),Creduction,Mean catch reduction,4.21019431385061,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),Creduction,Mean catch reduction,2.87809148976255,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),Creduction,Mean catch reduction,4.59335196766201,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),FMSY,F / F[MSY],0.41567668726051,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),FMSY,F / F[MSY],0.432864613962954,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),FMSY,F / F[MSY],0.420163680520988,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),FMSY,F / F[MSY],0.424420009541055,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),FMSY,F / F[MSY],0.364219510912187,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),FMSY,F / F[MSY],0.358510614640695,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),FMSY,F / F[MSY],0.365438532310716,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),FMSY,F / F[MSY],0.364795176408533,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),IACC,IACC,5.99163816570774,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),IACC,IACC,5.56350433876303,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),IACC,IACC,5.76297742724763,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),IACC,IACC,5.7841156720916,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),IACC,IACC,10.0702114324509,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),IACC,IACC,9.73218380965438,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),IACC,IACC,9.56128397100506,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),IACC,IACC,10.194644629337,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),PC270,P(catch < 270 kt),0.0086,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),PC270,P(catch < 270 kt),0.0038,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),PC270,P(catch < 270 kt),0.0072,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),PC270,P(catch < 270 kt),4e-04,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),PC270,P(catch < 270 kt),0.009,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),PC270,P(catch < 270 kt),0.0042,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),PC270,P(catch < 270 kt),0.0044,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),PC270,P(catch < 270 kt),6e-04,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),SB0red,P(Kobe red),0.0524,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),SB0red,P(Kobe red),0.0332,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),SB0red,P(Kobe red),0.0552,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),SB0red,P(Kobe red),0.0248,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),SB0red,P(Kobe red),0.0568,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),SB0red,P(Kobe red),0.0322,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),SB0red,P(Kobe red),0.0456,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),SB0red,P(Kobe red),0.0172,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),SBMSY,SB / SB[MSY],2.11636471830838,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),SBMSY,SB / SB[MSY],2.10386121081279,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),SBMSY,SB / SB[MSY],2.11865183099313,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),SBMSY,SB / SB[MSY],2.09956037448564,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),SBMSY,SB / SB[MSY],2.12172997648432,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),SBMSY,SB / SB[MSY],2.1532668913639,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),SBMSY,SB / SB[MSY],2.1440534666709,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),SBMSY,SB / SB[MSY],2.12618288885042,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0104,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0064,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0112,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0022,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
HSsym (MP45),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0106,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
PRsym (MP46),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0056,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0084,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),SSBbelow8dB0,SSB <8% dynamic B0 (%),8e-04,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),VB2025,VB / VB[2025],2.84769721856764,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),VB2025,VB / VB[2025],2.76441376129998,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),VB2025,VB / VB[2025],2.82617296537544,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),VB2025,VB / VB[2025],2.77144526970846,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),VB2025,VB / VB[2025],3.04639723513976,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),VB2025,VB / VB[2025],3.0744401968057,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),VB2025,VB / VB[2025],3.07704093623829,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),VB2025,VB / VB[2025],3.05917544990007,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),VBMSY,VB / VB[MSY],1.46058106641328,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-20 (MP43),VBMSY,VB / VB[MSY],1.43599252463671,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HSsym (MP45),VBMSY,VB / VB[MSY],1.44771064621191,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS-30 (MP47),VBMSY,VB / VB[MSY],1.43470490601204,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR+20 (MP32),VBMSY,VB / VB[MSY],1.51690082721979,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-20 (MP44),VBMSY,VB / VB[MSY],1.51313528537402,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PRsym (MP46),VBMSY,VB / VB[MSY],1.52014675757909,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
PR-30 (MP48),VBMSY,VB / VB[MSY],1.49866616847342,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om13,Alternative assessment (om13),CJM,500
HS+20 (MP29),C,Catch,961.681224242985,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
HS-20 (MP43),C,Catch,956.060991003048,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
HSsym (MP45),C,Catch,958.909827866717,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
HS-30 (MP47),C,Catch,958.227536825069,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
PR+20 (MP32),C,Catch,910.207870137884,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
PR-20 (MP44),C,Catch,908.245988700205,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
PRsym (MP46),C,Catch,901.410848190276,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
PR-30 (MP48),C,Catch,932.402311103104,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21_1,Movement (om21_1),Southern,500
HS+20 (MP29),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
HS-20 (MP43),CatchDrop20,Advice reductions >19% (%),0.00183333333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
HSsym (MP45),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
HS-30 (MP47),CatchDrop20,Advice reductions >19% (%),0.00141666666666667,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
PR+20 (MP32),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
PR-20 (MP44),CatchDrop20,Advice reductions >19% (%),0.127333333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
PRsym (MP46),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
PR-30 (MP48),CatchDrop20,Advice reductions >19% (%),0.0935833333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21_1,Movement (om21_1),Southern,500
HS+20 (MP29),Creduction,Mean catch reduction,2.7241537828949,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21_1,Movement (om21_1),Southern,500
PR+20 (MP32),Creduction,Mean catch reduction,5.11794329792894,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21_1,Movement (om21_1),Southern,500
HS-20 (MP43),Creduction,Mean catch reduction,2.79458591517121,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21_1,Movement (om21_1),Southern,500
PR-20 (MP44),Creduction,Mean catch reduction,4.96117389681231,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21_1,Movement (om21_1),Southern,500
HSsym (MP45),Creduction,Mean catch reduction,2.69846966208876,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21_1,Movement (om21_1),Southern,500
PRsym (MP46),Creduction,Mean catch reduction,4.86513003208543,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21_1,Movement (om21_1),Southern,500
