mp,statistic,metric,raw_value,preferred_direction,include,weight,years,summary,om_code,om_label,component,n_iter
PR-30 (MP48),VB2025,VB / VB[2025],1.79374500242725,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
HS+20 (MP29),VBMSY,VB / VB[MSY],0.441600858595089,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
HS-20 (MP43),VBMSY,VB / VB[MSY],0.390315509175658,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
HSsym (MP45),VBMSY,VB / VB[MSY],0.424749829547093,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
HS-30 (MP47),VBMSY,VB / VB[MSY],0.40770545044876,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
PR+20 (MP32),VBMSY,VB / VB[MSY],0.572969219876418,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
PR-20 (MP44),VBMSY,VB / VB[MSY],0.570120890134176,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
PRsym (MP46),VBMSY,VB / VB[MSY],0.570113610286898,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
PR-30 (MP48),VBMSY,VB / VB[MSY],0.56235707650265,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),Southern,500
HS+20 (MP29),C,Catch,224.296816695535,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-20 (MP43),C,Catch,220.540622617028,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HSsym (MP45),C,Catch,222.677861617346,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-30 (MP47),C,Catch,221.712523282494,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR+20 (MP32),C,Catch,216.731070539688,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-20 (MP44),C,Catch,214.187993845283,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PRsym (MP46),C,Catch,216.349377961864,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-30 (MP48),C,Catch,219.541637042594,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS+20 (MP29),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
HS-20 (MP43),CatchDrop20,Advice reductions >19% (%),0.002,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
HSsym (MP45),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
HS-30 (MP47),CatchDrop20,Advice reductions >19% (%),0.00158333333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
PR+20 (MP32),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
PR-20 (MP44),CatchDrop20,Advice reductions >19% (%),0.1165,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
PRsym (MP46),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
PR-30 (MP48),CatchDrop20,Advice reductions >19% (%),0.082,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om21,Two stocks (om21),North,500
HS+20 (MP29),Creduction,Mean catch reduction,5.46049383199843,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
PR+20 (MP32),Creduction,Mean catch reduction,6.60066425982588,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
HS-20 (MP43),Creduction,Mean catch reduction,5.54528614478886,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
PR-20 (MP44),Creduction,Mean catch reduction,6.46368359111832,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
HSsym (MP45),Creduction,Mean catch reduction,5.4600142609776,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
PRsym (MP46),Creduction,Mean catch reduction,6.4379421549813,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
HS-30 (MP47),Creduction,Mean catch reduction,5.49130586826023,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
PR-30 (MP48),Creduction,Mean catch reduction,6.59429340540575,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om21,Two stocks (om21),North,500
HS+20 (MP29),FMSY,F / F[MSY],88.6342397447105,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-20 (MP43),FMSY,F / F[MSY],88.1585204227731,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HSsym (MP45),FMSY,F / F[MSY],88.5951186073776,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-30 (MP47),FMSY,F / F[MSY],88.397129460987,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR+20 (MP32),FMSY,F / F[MSY],85.9093980228168,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-20 (MP44),FMSY,F / F[MSY],87.6002012457213,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PRsym (MP46),FMSY,F / F[MSY],86.9397369552799,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-30 (MP48),FMSY,F / F[MSY],88.0530722859782,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS+20 (MP29),IACC,IACC,11.6771259457673,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-20 (MP43),IACC,IACC,11.5558605697056,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HSsym (MP45),IACC,IACC,11.6669099233713,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-30 (MP47),IACC,IACC,11.644533558533,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR+20 (MP32),IACC,IACC,14.4189423594505,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-20 (MP44),IACC,IACC,14.322090886483,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PRsym (MP46),IACC,IACC,14.0212491804092,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-30 (MP48),IACC,IACC,15.3560308169078,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS+20 (MP29),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
PR+20 (MP32),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
HS-20 (MP43),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
PR-20 (MP44),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
HSsym (MP45),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
PRsym (MP46),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
HS-30 (MP47),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
PR-30 (MP48),SB0red,P(Kobe red),1,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om21,Two stocks (om21),North,500
HS+20 (MP29),SBMSY,SB / SB[MSY],0.396212812259372,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-20 (MP43),SBMSY,SB / SB[MSY],0.393694146801852,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HSsym (MP45),SBMSY,SB / SB[MSY],0.392849474297838,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-30 (MP47),SBMSY,SB / SB[MSY],0.393775691858402,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR+20 (MP32),SBMSY,SB / SB[MSY],0.39935202166022,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-20 (MP44),SBMSY,SB / SB[MSY],0.39190813756885,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PRsym (MP46),SBMSY,SB / SB[MSY],0.394657634107142,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-30 (MP48),SBMSY,SB / SB[MSY],0.394693472691142,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS+20 (MP29),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.144,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
PR+20 (MP32),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1302,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
HS-20 (MP43),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1548,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
PR-20 (MP44),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1372,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
HSsym (MP45),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1484,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
PRsym (MP46),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1322,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
HS-30 (MP47),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1516,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
PR-30 (MP48),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.1394,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om21,Two stocks (om21),North,500
HS+20 (MP29),VB2025,VB / VB[2025],0.752928489943983,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-20 (MP43),VB2025,VB / VB[2025],0.749489141494925,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HSsym (MP45),VB2025,VB / VB[2025],0.751240697329333,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-30 (MP47),VB2025,VB / VB[2025],0.751329784921557,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR+20 (MP32),VB2025,VB / VB[2025],0.759784952455103,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-20 (MP44),VB2025,VB / VB[2025],0.747226780378901,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PRsym (MP46),VB2025,VB / VB[2025],0.756121072920395,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-30 (MP48),VB2025,VB / VB[2025],0.753002694595772,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS+20 (MP29),VBMSY,VB / VB[MSY],0.344682918239392,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-20 (MP43),VBMSY,VB / VB[MSY],0.342005000538826,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HSsym (MP45),VBMSY,VB / VB[MSY],0.343923334973421,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS-30 (MP47),VBMSY,VB / VB[MSY],0.342445583286972,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR+20 (MP32),VBMSY,VB / VB[MSY],0.346944428026528,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-20 (MP44),VBMSY,VB / VB[MSY],0.343881114852275,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PRsym (MP46),VBMSY,VB / VB[MSY],0.34475118609109,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
PR-30 (MP48),VBMSY,VB / VB[MSY],0.3466953273037,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om21,Two stocks (om21),North,500
HS+20 (MP29),C,Catch,1941.08832594168,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),C,Catch,1948.45941583619,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),C,Catch,1952.30341243969,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),C,Catch,1951.27383336785,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),C,Catch,1878.86197029691,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),C,Catch,1990.40762758949,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),C,Catch,1947.43519974576,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),C,Catch,1875.42633871927,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS+20 (MP29),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),CatchDrop20,Advice reductions >19% (%),0.0970833333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),CatchDrop20,Advice reductions >19% (%),0.068,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),CatchDrop20,Advice reductions >19% (%),0.191333333333333,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),CatchDrop20,Advice reductions >19% (%),0.14925,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om11_1,Alternative selectivity (om11_1),CJM,500
HS+20 (MP29),Creduction,Mean catch reduction,2.34517480954634,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),Creduction,Mean catch reduction,5.3070112857509,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),Creduction,Mean catch reduction,2.43798856679746,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),Creduction,Mean catch reduction,5.20040082883125,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),Creduction,Mean catch reduction,2.2756025723749,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),Creduction,Mean catch reduction,4.89822298636883,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),Creduction,Mean catch reduction,2.58638287481783,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),Creduction,Mean catch reduction,5.75453812912574,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om11_1,Alternative selectivity (om11_1),CJM,500
HS+20 (MP29),FMSY,F / F[MSY],1.3495021306408,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),FMSY,F / F[MSY],1.43427932246106,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),FMSY,F / F[MSY],1.36465026109536,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),FMSY,F / F[MSY],1.39981986058633,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),FMSY,F / F[MSY],1.58575774723291,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),FMSY,F / F[MSY],1.58394090922998,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),FMSY,F / F[MSY],1.59507268985572,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),FMSY,F / F[MSY],1.61607466319812,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS+20 (MP29),IACC,IACC,2.57211764060184,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),IACC,IACC,2.30018099731053,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),IACC,IACC,2.32939075501328,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),IACC,IACC,2.47854010341855,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),IACC,IACC,10.0505541927049,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),IACC,IACC,10.4370136558304,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),IACC,IACC,10.1076722069609,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),IACC,IACC,10.639004979684,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om11_1,Alternative selectivity (om11_1),CJM,500
HS+20 (MP29),PC270,P(catch < 270 kt),0.2002,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),PC270,P(catch < 270 kt),0.1704,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),PC270,P(catch < 270 kt),0.2088,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),PC270,P(catch < 270 kt),0.148,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),PC270,P(catch < 270 kt),0.2068,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),PC270,P(catch < 270 kt),0.1604,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),PC270,P(catch < 270 kt),0.188,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),PC270,P(catch < 270 kt),0.1436,lower is better,TRUE,1,2041-2050,Proportion of 2041-2050 iteration-years with catch below 270 kt,om11_1,Alternative selectivity (om11_1),CJM,500
HS+20 (MP29),SB0red,P(Kobe red),0.4966,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
PR+20 (MP32),SB0red,P(Kobe red),0.5768,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
HS-20 (MP43),SB0red,P(Kobe red),0.5082,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
PR-20 (MP44),SB0red,P(Kobe red),0.5458,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
HSsym (MP45),SB0red,P(Kobe red),0.4968,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
PRsym (MP46),SB0red,P(Kobe red),0.5626,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
HS-30 (MP47),SB0red,P(Kobe red),0.5038,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
PR-30 (MP48),SB0red,P(Kobe red),0.5548,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om11_1,Alternative selectivity (om11_1),CJM,500
