mp,advice_stock,iter,year,advice,application_year,previous_advice,previous_year,exclusion,reduction,flag
tun45,CJM,203,2038,2000,2039,1998.6018386951,2037,none,-0.000699569708096703,0
tun45,CJM,203,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,203,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,203,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,203,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,203,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,203,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,203,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,203,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,203,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,203,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,203,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,204,2025,1192.39300597112,2026,,,no_previous_advice,,
tun45,CJM,204,2026,1146.57589305422,2027,1192.39300597112,2025,none,0.0384245065909162,0
tun45,CJM,204,2027,987.173254321257,2028,1146.57589305422,2026,none,0.139024934763237,0
tun45,CJM,204,2028,1135.24924246945,2029,987.173254321257,2027,none,-0.15,0
tun45,CJM,204,2029,1305.53662883986,2030,1135.24924246945,2028,none,-0.15,0
tun45,CJM,204,2030,1501.36712316584,2031,1305.53662883986,2029,none,-0.15,0
tun45,CJM,204,2031,1495.47199696728,2032,1501.36712316584,2030,none,0.00392650545465978,0
tun45,CJM,204,2032,1290.91446664628,2033,1495.47199696728,2031,none,0.136784594252406,0
tun45,CJM,204,2033,1484.55163664322,2034,1290.91446664628,2032,none,-0.15,0
tun45,CJM,204,2034,1537.81177284835,2035,1484.55163664322,2033,none,-0.0358762436351219,0
tun45,CJM,204,2035,1768.4835387756,2036,1537.81177284835,2034,none,-0.15,0
tun45,CJM,204,2036,2000,2037,1768.4835387756,2035,none,-0.130912420810365,0
tun45,CJM,204,2037,2000,2038,2000,2036,none,0,0
tun45,CJM,204,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,204,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,204,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,204,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,204,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,204,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,204,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,204,2045,1992.93312926538,2046,2000,2044,none,0.00353343536731021,0
tun45,CJM,204,2046,2000,2047,1992.93312926538,2045,none,-0.00354596480476266,0
tun45,CJM,204,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,204,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,204,2049,1780.51471109533,2050,2000,2048,none,0.109742644452334,0
tun45,CJM,205,2025,1192.39226333071,2026,,,no_previous_advice,,
tun45,CJM,205,2026,1146.57486184684,2027,1192.39226333071,2025,none,0.03842477252904,0
tun45,CJM,205,2027,980.339335243527,2028,1146.57486184684,2026,none,0.144984450762812,0
tun45,CJM,205,2028,1078.38965344212,2029,980.339335243527,2027,none,-0.100016713268204,0
tun45,CJM,205,2029,1240.14810145844,2030,1078.38965344212,2028,none,-0.15,0
tun45,CJM,205,2030,1426.1703166772,2031,1240.14810145844,2029,none,-0.15,0
tun45,CJM,205,2031,1640.09586417879,2032,1426.1703166772,2030,none,-0.15,0
tun45,CJM,205,2032,1886.1102438056,2033,1640.09586417879,2031,none,-0.15,0
tun45,CJM,205,2033,1644.49570858847,2034,1886.1102438056,2032,none,0.128102021613344,0
tun45,CJM,205,2034,1661.39004083904,2035,1644.49570858847,2033,none,-0.0102732601625783,0
tun45,CJM,205,2035,1692.98244348416,2036,1661.39004083904,2034,none,-0.0190156446520933,0
tun45,CJM,205,2036,1807.63491589005,2037,1692.98244348416,2035,none,-0.0677221862796946,0
tun45,CJM,205,2037,2000,2038,1807.63491589005,2036,none,-0.106418106011873,0
tun45,CJM,205,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,205,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,205,2040,1916.13746213083,2041,2000,2039,none,0.0419312689345862,0
tun45,CJM,205,2041,1819.68541061406,2042,1916.13746213083,2040,none,0.0503367077900094,0
tun45,CJM,205,2042,1546.73259902195,2043,1819.68541061406,2041,none,0.15,0
tun45,CJM,205,2043,1687.00078294514,2044,1546.73259902195,2042,none,-0.090686770300108,0
tun45,CJM,205,2044,1940.05090038691,2045,1687.00078294514,2043,none,-0.15,0
tun45,CJM,205,2045,2000,2046,1940.05090038691,2044,none,-0.0309007869850895,0
tun45,CJM,205,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,205,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,205,2048,1769.52655598548,2049,2000,2047,none,0.115236722007259,0
tun45,CJM,205,2049,1688.1512380224,2050,1769.52655598548,2048,none,0.04598705664395,0
tun45,CJM,206,2025,1192.39233379392,2026,,,no_previous_advice,,
tun45,CJM,206,2026,1146.57494336618,2027,1192.39233379392,2025,none,0.0384247609861363,0
tun45,CJM,206,2027,974.588701861256,2028,1146.57494336618,2026,none,0.15,0
tun45,CJM,206,2028,1120.77700714044,2029,974.588701861256,2027,none,-0.15,0
tun45,CJM,206,2029,1288.89355821151,2030,1120.77700714044,2028,none,-0.15,0
tun45,CJM,206,2030,1482.22759194324,2031,1288.89355821151,2029,none,-0.15,0
tun45,CJM,206,2031,1375.26520199112,2032,1482.22759194324,2030,none,0.0721632700224443,0
tun45,CJM,206,2032,1206.54573083784,2033,1375.26520199112,2031,none,0.122681407854287,0
tun45,CJM,206,2033,1093.08389005925,2034,1206.54573083784,2032,none,0.0940385746504593,0
tun45,CJM,206,2034,980.740564397268,2035,1093.08389005925,2033,none,0.102776490151998,0
tun45,CJM,206,2035,1005.69498197622,2036,980.740564397268,2034,none,-0.0254444635868498,0
tun45,CJM,206,2036,1156.54922927265,2037,1005.69498197622,2035,none,-0.15,0
tun45,CJM,206,2037,1330.03161366355,2038,1156.54922927265,2036,none,-0.15,0
tun45,CJM,206,2038,1529.53635571309,2039,1330.03161366355,2037,none,-0.15,0
tun45,CJM,206,2039,1758.96680907005,2040,1529.53635571309,2038,none,-0.15,0
tun45,CJM,206,2040,2000,2041,1758.96680907005,2039,none,-0.137031119454371,0
tun45,CJM,206,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,206,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,206,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,206,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,206,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,206,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,206,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,206,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,206,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,207,2025,1192.3922455434,2026,,,no_previous_advice,,
tun45,CJM,207,2026,1146.57486060761,2027,1192.3922455434,2025,none,0.0384247592241856,0
tun45,CJM,207,2027,1126.36907409817,2028,1146.57486060761,2026,none,0.017622736380889,0
tun45,CJM,207,2028,1228.85159311932,2029,1126.36907409817,2027,none,-0.0909848480199069,0
tun45,CJM,207,2029,1376.45200700247,2030,1228.85159311932,2028,none,-0.120112481205712,0
tun45,CJM,207,2030,1555.27779354301,2031,1376.45200700247,2029,none,-0.129917923495184,0
tun45,CJM,207,2031,1654.36292950711,2032,1555.27779354301,2030,none,-0.0637089633604187,0
tun45,CJM,207,2032,1851.63516058853,2033,1654.36292950711,2031,none,-0.119243623973241,0
tun45,CJM,207,2033,1573.88988650025,2034,1851.63516058853,2032,none,0.15,0
tun45,CJM,207,2034,1351.26734773831,2035,1573.88988650025,2033,none,0.14144734054869,0
tun45,CJM,207,2035,1148.57724557756,2036,1351.26734773831,2034,none,0.15,0
tun45,CJM,207,2036,976.290658740929,2037,1148.57724557756,2035,none,0.15,0
tun45,CJM,207,2037,829.84705992979,2038,976.290658740929,2036,none,0.15,0
tun45,CJM,207,2038,954.324118919258,2039,829.84705992979,2037,none,-0.15,0
tun45,CJM,207,2039,1074.48220686359,2040,954.324118919258,2038,none,-0.125909096880422,0
tun45,CJM,207,2040,1003.25234687642,2041,1074.48220686359,2039,none,0.0662922657370796,0
tun45,CJM,207,2041,907.694477420417,2042,1003.25234687642,2040,none,0.0952480896292138,0
tun45,CJM,207,2042,855.951693735877,2043,907.694477420417,2041,none,0.0570046254237314,0
tun45,CJM,207,2043,880.821587345532,2044,855.951693735877,2042,none,-0.0290552536920727,0
tun45,CJM,207,2044,1012.94482544736,2045,880.821587345532,2043,none,-0.15,0
tun45,CJM,207,2045,1111.33142039595,2046,1012.94482544736,2044,none,-0.0971292734578462,0
tun45,CJM,207,2046,949.174599973853,2047,1111.33142039595,2045,none,0.145912207147281,0
tun45,CJM,207,2047,806.798409977775,2048,949.174599973853,2046,none,0.15,0
tun45,CJM,207,2048,685.778648481109,2049,806.798409977775,2047,none,0.15,0
tun45,CJM,207,2049,582.911851208942,2050,685.778648481109,2048,none,0.15,0
tun45,CJM,208,2025,1192.39300652373,2026,,,no_previous_advice,,
tun45,CJM,208,2026,1146.57486855313,2027,1192.39300652373,2025,none,0.0384253662340602,0
tun45,CJM,208,2027,1019.82624208648,2028,1146.57486855313,2026,none,0.110545442729437,0
tun45,CJM,208,2028,1083.52225316234,2029,1019.82624208648,2027,none,-0.0624577094089549,0
tun45,CJM,208,2029,1246.05059113669,2030,1083.52225316234,2028,none,-0.15,0
tun45,CJM,208,2030,1373.28040749615,2031,1246.05059113669,2029,none,-0.10210646121792,0
tun45,CJM,208,2031,1349.39107452221,2032,1373.28040749615,2030,none,0.0173958157733386,0
tun45,CJM,208,2032,1237.83503702915,2033,1349.39107452221,2031,none,0.0826713912662892,0
tun45,CJM,208,2033,1419.93336027024,2034,1237.83503702915,2032,none,-0.147110331985862,0
tun45,CJM,208,2034,1390.1322562847,2035,1419.93336027024,2033,none,0.020987677886423,0
tun45,CJM,208,2035,1476.38639347253,2036,1390.1322562847,2034,none,-0.0620474323920446,0
tun45,CJM,208,2036,1394.16449741163,2037,1476.38639347253,2035,none,0.0556913125347289,0
tun45,CJM,208,2037,1603.28917202337,2038,1394.16449741163,2036,none,-0.15,0
tun45,CJM,208,2038,1843.78254782688,2039,1603.28917202337,2037,none,-0.15,0
tun45,CJM,208,2039,2000,2040,1843.78254782688,2038,none,-0.0847266139693337,0
tun45,CJM,208,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,208,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,208,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,208,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,208,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,208,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,208,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,208,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,208,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,208,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,209,2025,1192.39219867714,2026,,,no_previous_advice,,
tun45,CJM,209,2026,1146.57474644546,2027,1192.39219867714,2025,none,0.0384248171721625,0
tun45,CJM,209,2027,1318.56095841228,2028,1146.57474644546,2026,none,-0.15,0
tun45,CJM,209,2028,1516.34510217412,2029,1318.56095841228,2027,none,-0.15,0
tun45,CJM,209,2029,1734.76752457445,2030,1516.34510217412,2028,none,-0.14404532456837,0
tun45,CJM,209,2030,1994.98265326061,2031,1734.76752457445,2029,none,-0.15,0
tun45,CJM,209,2031,2000,2032,1994.98265326061,2030,none,-0.00251498263966599,0
tun45,CJM,209,2032,1889.35058293634,2033,2000,2031,none,0.055324708531832,0
tun45,CJM,209,2033,1817.54146173895,2034,1889.35058293634,2032,none,0.0380073035920037,0
tun45,CJM,209,2034,2000,2035,1817.54146173895,2033,none,-0.100387552142269,0
tun45,CJM,209,2035,2000,2036,2000,2034,none,0,0
tun45,CJM,209,2036,2000,2037,2000,2035,none,0,0
tun45,CJM,209,2037,2000,2038,2000,2036,none,0,0
tun45,CJM,209,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,209,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,209,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,209,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,209,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,209,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,209,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,209,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,209,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,209,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,209,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,209,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,210,2025,1192.39230012575,2026,,,no_previous_advice,,
tun45,CJM,210,2026,1146.57486726172,2027,1192.39230012575,2025,none,0.0384247976602953,0
tun45,CJM,210,2027,1278.19521750672,2028,1146.57486726172,2026,none,-0.114794379332014,0
tun45,CJM,210,2028,1469.92450013273,2029,1278.19521750672,2027,none,-0.15,0
tun45,CJM,210,2029,1690.41317515263,2030,1469.92450013273,2028,none,-0.15,0
tun45,CJM,210,2030,1943.97515142553,2031,1690.41317515263,2029,none,-0.15,0
tun45,CJM,210,2031,2000,2032,1943.97515142553,2030,none,-0.0288197349299386,0
tun45,CJM,210,2032,2000,2033,2000,2031,none,0,0
tun45,CJM,210,2033,2000,2034,2000,2032,none,0,0
tun45,CJM,210,2034,2000,2035,2000,2033,none,0,0
tun45,CJM,210,2035,2000,2036,2000,2034,none,0,0
tun45,CJM,210,2036,2000,2037,2000,2035,none,0,0
tun45,CJM,210,2037,2000,2038,2000,2036,none,0,0
tun45,CJM,210,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,210,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,210,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,210,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,210,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,210,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,210,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,210,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,210,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,210,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,210,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,210,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,211,2025,1192.39255293995,2026,,,no_previous_advice,,
tun45,CJM,211,2026,1146.57482832156,2027,1192.39255293995,2025,none,0.0384250341931627,0
tun45,CJM,211,2027,1226.4769441757,2028,1146.57482832156,2026,none,-0.0696876591745117,0
tun45,CJM,211,2028,1410.44848580206,2029,1226.4769441757,2027,none,-0.15,0
tun45,CJM,211,2029,1622.01575867237,2030,1410.44848580206,2028,none,-0.15,0
tun45,CJM,211,2030,1378.71339487151,2031,1622.01575867237,2029,none,0.15,0
tun45,CJM,211,2031,1171.90638564079,2032,1378.71339487151,2030,none,0.15,0
tun45,CJM,211,2032,1002.85932245144,2033,1171.90638564079,2031,none,0.144249630568325,0
tun45,CJM,211,2033,1153.28822081916,2034,1002.85932245144,2032,none,-0.15,0
tun45,CJM,211,2034,1326.28145394203,2035,1153.28822081916,2033,none,-0.15,0
tun45,CJM,211,2035,1525.22367203334,2036,1326.28145394203,2034,none,-0.15,0
tun45,CJM,211,2036,1635.69499591749,2037,1525.22367203334,2035,none,-0.0724295891217566,0
tun45,CJM,211,2037,1881.04924530511,2038,1635.69499591749,2036,none,-0.15,0
tun45,CJM,211,2038,2000,2039,1881.04924530511,2037,none,-0.0632363852205238,0
tun45,CJM,211,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,211,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,211,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,211,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,211,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,211,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,211,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,211,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,211,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,211,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,211,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,212,2025,1192.39236241441,2026,,,no_previous_advice,,
tun45,CJM,212,2026,1146.57476050123,2027,1192.39236241441,2025,none,0.038424937426136,0
tun45,CJM,212,2027,1064.31346703761,2028,1146.57476050123,2026,none,0.071745250547516,0
tun45,CJM,212,2028,1223.96048709326,2029,1064.31346703761,2027,none,-0.15,0
tun45,CJM,212,2029,1407.55456015724,2030,1223.96048709326,2028,none,-0.15,0
tun45,CJM,212,2030,1543.2368834704,2031,1407.55456015724,2029,none,-0.0963957825535333,0
tun45,CJM,212,2031,1654.62777493759,2032,1543.2368834704,2030,none,-0.0721800344848571,0
tun45,CJM,212,2032,1902.82194117823,2033,1654.62777493759,2031,none,-0.15,0
tun45,CJM,212,2033,2000,2034,1902.82194117823,2032,none,-0.0510704952043997,0
tun45,CJM,212,2034,2000,2035,2000,2033,none,0,0
tun45,CJM,212,2035,2000,2036,2000,2034,none,0,0
tun45,CJM,212,2036,2000,2037,2000,2035,none,0,0
tun45,CJM,212,2037,2000,2038,2000,2036,none,0,0
tun45,CJM,212,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,212,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,212,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,212,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,212,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,212,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,212,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,212,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,212,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,212,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,212,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,212,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,213,2025,1192.39236691182,2026,,,no_previous_advice,,
tun45,CJM,213,2026,1146.57409976788,2027,1192.39236691182,2025,none,0.038425495177068,0
tun45,CJM,213,2027,1061.28313572661,2028,1146.57409976788,2026,none,0.0743876597757928,0
tun45,CJM,213,2028,1220.4756060856,2029,1061.28313572661,2027,none,-0.15,0
tun45,CJM,213,2029,1403.54694699844,2030,1220.4756060856,2028,none,-0.15,0
tun45,CJM,213,2030,1614.0789890482,2031,1403.54694699844,2029,none,-0.15,0
tun45,CJM,213,2031,1856.19083740543,2032,1614.0789890482,2030,none,-0.15,0
tun45,CJM,213,2032,2000,2033,1856.19083740543,2031,none,-0.0774754188505653,0
tun45,CJM,213,2033,2000,2034,2000,2032,none,0,0
tun45,CJM,213,2034,2000,2035,2000,2033,none,0,0
tun45,CJM,213,2035,2000,2036,2000,2034,none,0,0
tun45,CJM,213,2036,2000,2037,2000,2035,none,0,0
tun45,CJM,213,2037,2000,2038,2000,2036,none,0,0
tun45,CJM,213,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,213,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,213,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,213,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,213,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,213,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,213,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,213,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,213,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,213,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,213,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,213,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,214,2025,1192.39208161745,2026,,,no_previous_advice,,
tun45,CJM,214,2026,1146.57492645652,2027,1192.39208161745,2025,none,0.0384245718059287,0
tun45,CJM,214,2027,1070.26403019538,2028,1146.57492645652,2026,none,0.0665555250688856,0
tun45,CJM,214,2028,1230.80363472469,2029,1070.26403019538,2027,none,-0.15,0
tun45,CJM,214,2029,1415.4241799334,2030,1230.80363472469,2028,none,-0.15,0
tun45,CJM,214,2030,1627.73780692341,2031,1415.4241799334,2029,none,-0.15,0
tun45,CJM,214,2031,1704.25135838735,2032,1627.73780692341,2030,none,-0.0470060664183756,0
tun45,CJM,214,2032,1736.77282479448,2033,1704.25135838735,2031,none,-0.0190825527273761,0
tun45,CJM,214,2033,1980.62832509971,2034,1736.77282479448,2032,none,-0.140407252361337,0
tun45,CJM,214,2034,2000,2035,1980.62832509971,2033,none,-0.0097805704658489,0
tun45,CJM,214,2035,2000,2036,2000,2034,none,0,0
tun45,CJM,214,2036,2000,2037,2000,2035,none,0,0
tun45,CJM,214,2037,2000,2038,2000,2036,none,0,0
tun45,CJM,214,2038,2000,2039,2000,2037,none,0,0
tun45,CJM,214,2039,2000,2040,2000,2038,none,0,0
tun45,CJM,214,2040,2000,2041,2000,2039,none,0,0
tun45,CJM,214,2041,2000,2042,2000,2040,none,0,0
tun45,CJM,214,2042,1865.76299262611,2043,2000,2041,none,0.0671185036869435,0
tun45,CJM,214,2043,1766.3244064596,2044,1865.76299262611,2042,none,0.0532964725742304,0
tun45,CJM,214,2044,1784.01624212045,2045,1766.3244064596,2043,none,-0.0100161870583602,0
tun45,CJM,214,2045,2000,2046,1784.01624212045,2044,none,-0.121066026631483,0
tun45,CJM,214,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,214,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,214,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,214,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,215,2025,1192.39239689376,2026,,,no_previous_advice,,
tun45,CJM,215,2026,1146.57408087836,2027,1192.39239689376,2025,none,0.0384255351969325,0
tun45,CJM,215,2027,1046.09066640225,2028,1146.57408087836,2026,none,0.0876379609062265,0
tun45,CJM,215,2028,1192.65987496396,2029,1046.09066640225,2027,none,-0.140111381612641,0
tun45,CJM,215,2029,1371.55885620855,2030,1192.65987496396,2028,none,-0.15,0
tun45,CJM,215,2030,1508.10550599453,2031,1371.55885620855,2029,none,-0.0995558077350271,0
tun45,CJM,215,2031,1593.99997209758,2032,1508.10550599453,2030,none,-0.0569552102035562,0
tun45,CJM,215,2032,1758.97680723705,2033,1593.99997209758,2031,none,-0.103498643680885,0
tun45,CJM,215,2033,1812.74638423661,2034,1758.97680723705,2032,none,-0.0305686674084216,0
tun45,CJM,215,2034,1712.9082707003,2035,1812.74638423661,2033,none,0.055075610358121,0
tun45,CJM,215,2035,1692.47786061882,2036,1712.9082707003,2034,none,0.0119273229226283,0
tun45,CJM,215,2036,1657.48372870485,2037,1692.47786061882,2035,none,0.0206762715945801,0
tun45,CJM,215,2037,1423.86006795982,2038,1657.48372870485,2036,none,0.140950801928886,0
tun45,CJM,215,2038,1245.01771109619,2039,1423.86006795982,2037,none,0.125603885443523,0
tun45,CJM,215,2039,1133.18432978075,2040,1245.01771109619,2038,none,0.0898247312618371,0
tun45,CJM,215,2040,1108.95025888618,2041,1133.18432978075,2039,none,0.0213858154032697,0
tun45,CJM,215,2041,1275.2927977191,2042,1108.95025888618,2040,none,-0.15,0
tun45,CJM,215,2042,1466.58671737697,2043,1275.2927977191,2041,none,-0.15,0
tun45,CJM,215,2043,1686.57472498351,2044,1466.58671737697,2042,none,-0.15,0
tun45,CJM,215,2044,1939.56093373104,2045,1686.57472498351,2043,none,-0.15,0
tun45,CJM,215,2045,2000,2046,1939.56093373104,2044,none,-0.0311612103635714,0
tun45,CJM,215,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,215,2047,2000,2048,2000,2046,none,0,0
tun45,CJM,215,2048,2000,2049,2000,2047,none,0,0
tun45,CJM,215,2049,2000,2050,2000,2048,none,0,0
tun45,CJM,216,2025,1192.3922107492,2026,,,no_previous_advice,,
tun45,CJM,216,2026,1146.5746741142,2027,1192.3922107492,2025,none,0.038424887567999,0
tun45,CJM,216,2027,1023.20019402614,2028,1146.5746741142,2026,none,0.107602655870078,0
tun45,CJM,216,2028,1008.48084388493,2029,1023.20019402614,2027,none,0.0143856013976009,0
tun45,CJM,216,2029,1060.91794305358,2030,1008.48084388493,2028,none,-0.0519961281234138,0
tun45,CJM,216,2030,1220.05563451162,2031,1060.91794305358,2029,none,-0.15,0
tun45,CJM,216,2031,1403.06397968836,2032,1220.05563451162,2030,none,-0.15,0
tun45,CJM,216,2032,1565.51979496369,2033,1403.06397968836,2031,none,-0.115786462789397,0
tun45,CJM,216,2033,1425.93681679516,2034,1565.51979496369,2032,none,0.0891607877572502,0
tun45,CJM,216,2034,1537.97691623255,2035,1425.93681679516,2033,none,-0.0785729761078777,0
tun45,CJM,216,2035,1405.32555044092,2036,1537.97691623255,2034,none,0.0862505570737559,0
tun45,CJM,216,2036,1469.65699273454,2037,1405.32555044092,2035,none,-0.0457768965158549,0
tun45,CJM,216,2037,1637.62988830117,2038,1469.65699273454,2036,none,-0.114293945047744,0
tun45,CJM,216,2038,1770.12313100942,2039,1637.62988830117,2037,none,-0.0809054864317929,0
tun45,CJM,216,2039,1873.1248093425,2040,1770.12313100942,2038,none,-0.0581889906575857,0
tun45,CJM,216,2040,1766.15935243644,2041,1873.1248093425,2039,none,0.0571053548447788,0
tun45,CJM,216,2041,2000,2042,1766.15935243644,2040,none,-0.132400650734587,0
tun45,CJM,216,2042,2000,2043,2000,2041,none,0,0
tun45,CJM,216,2043,2000,2044,2000,2042,none,0,0
tun45,CJM,216,2044,2000,2045,2000,2043,none,0,0
tun45,CJM,216,2045,2000,2046,2000,2044,none,0,0
tun45,CJM,216,2046,2000,2047,2000,2045,none,0,0
tun45,CJM,216,2047,1758.13091042597,2048,2000,2046,none,0.120934544787013,0
tun45,CJM,216,2048,1691.18254943906,2049,1758.13091042597,2047,none,0.0380792810079724,0
tun45,CJM,216,2049,1944.85993185492,2050,1691.18254943906,2048,none,-0.15,0
tun45,CJM,217,2025,1192.39291959415,2026,,,no_previous_advice,,
tun45,CJM,217,2026,1146.57475260329,2027,1192.39291959415,2025,none,0.03842539337323,0
tun45,CJM,217,2027,1051.01479565409,2028,1146.57475260329,2026,none,0.083343852402329,0
tun45,CJM,217,2028,1208.6670150022,2029,1051.01479565409,2027,none,-0.15,0
tun45,CJM,217,2029,1389.96706725253,2030,1208.6670150022,2028,none,-0.15,0
tun45,CJM,217,2030,1598.46212734041,2031,1389.96706725253,2029,none,-0.15,0
tun45,CJM,217,2031,1838.23144644147,2032,1598.46212734041,2030,none,-0.15,0
tun45,CJM,217,2032,2000,2033,1838.23144644147,2031,none,-0.0880022773365619,0
tun45,CJM,217,2033,2000,2034,2000,2032,none,0,0
tun45,CJM,217,2034,1861.25790039748,2035,2000,2033,none,0.069371049801259,0
tun45,CJM,217,2035,1582.06921533786,2036,1861.25790039748,2034,none,0.15,0
tun45,CJM,217,2036,1819.37959763854,2037,1582.06921533786,2035,none,-0.15,0
tun45,CJM,217,2037,1963.07074998911,2038,1819.37959763854,2036,none,-0.078978104699579,0
tun45,CJM,217,2038,2000,2039,1963.07074998911,2037,none,-0.0188119811836083,0
tun45,CJM,217,2039,1823.34333886531,2040,2000,2038,none,0.088328330567344,0
tun45,CJM,217,2040,1600.90520949849,2041,1823.34333886531,2039,none,0.121994648306473,0
