mp,advice_stock,iter,year,advice,application_year,previous_advice,previous_year,exclusion,reduction,flag
tun29,CJM,4,2048,2000,2049,2000,2047,none,0,0
tun29,CJM,4,2049,2000,2050,2000,2048,none,0,0
tun29,CJM,5,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,5,2026,1119.52015254116,2027,1177.25,2025,none,0.0490378827426939,0
tun29,CJM,5,2027,971.349705854564,2028,1119.52015254116,2026,none,0.132351745835278,0
tun29,CJM,5,2028,1165.61964702548,2029,971.349705854564,2027,none,-0.2,0
tun29,CJM,5,2029,1398.74357643057,2030,1165.61964702548,2028,none,-0.2,0
tun29,CJM,5,2030,1678.49229171669,2031,1398.74357643057,2029,none,-0.2,0
tun29,CJM,5,2031,2000,2032,1678.49229171669,2030,none,-0.191545537545776,0
tun29,CJM,5,2032,1703.91571090261,2033,2000,2031,none,0.148042144548693,0
tun29,CJM,5,2033,1798.25898634146,2034,1703.91571090261,2032,none,-0.0553685107984983,0
tun29,CJM,5,2034,1657.44184401721,2035,1798.25898634146,2033,none,0.0783074870715577,0
tun29,CJM,5,2035,1455.12301895284,2036,1657.44184401721,2034,none,0.122066922465287,0
tun29,CJM,5,2036,1555.0426752935,2037,1455.12301895284,2035,none,-0.068667497551216,0
tun29,CJM,5,2037,1639.62482446842,2038,1555.0426752935,2036,none,-0.0543921723299037,0
tun29,CJM,5,2038,1588.10566188884,2039,1639.62482446842,2037,none,0.0314213116383395,0
tun29,CJM,5,2039,1630.09865945445,2040,1588.10566188884,2038,none,-0.0264421937238528,0
tun29,CJM,5,2040,1711.36129869668,2041,1630.09865945445,2039,none,-0.0498513625361945,0
tun29,CJM,5,2041,1748.34621501497,2042,1711.36129869668,2040,none,-0.0216114016055273,0
tun29,CJM,5,2042,1740.65961501926,2043,1748.34621501497,2041,none,0.00439649763284833,0
tun29,CJM,5,2043,1899.71905326274,2044,1740.65961501926,2042,none,-0.0913788295373998,0
tun29,CJM,5,2044,2000,2045,1899.71905326274,2043,none,-0.0527872511280174,0
tun29,CJM,5,2045,2000,2046,2000,2044,none,0,0
tun29,CJM,5,2046,2000,2047,2000,2045,none,0,0
tun29,CJM,5,2047,2000,2048,2000,2046,none,0,0
tun29,CJM,5,2048,2000,2049,2000,2047,none,0,0
tun29,CJM,5,2049,2000,2050,2000,2048,none,0,0
tun29,CJM,6,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,6,2026,1119.51915660613,2027,1177.25,2025,none,0.0490387287270069,0
tun29,CJM,6,2027,1117.83255344871,2028,1119.51915660613,2026,none,0.00150654247179716,0
tun29,CJM,6,2028,1281.53054422126,2029,1117.83255344871,2027,none,-0.146442318455935,0
tun29,CJM,6,2029,1533.58153875185,2030,1281.53054422126,2028,none,-0.196679662195447,0
tun29,CJM,6,2030,1840.29784650222,2031,1533.58153875185,2029,none,-0.2,0
tun29,CJM,6,2031,2000,2032,1840.29784650222,2030,none,-0.0867806011952488,0
tun29,CJM,6,2032,2000,2033,2000,2031,none,0,0
tun29,CJM,6,2033,2000,2034,2000,2032,none,0,0
tun29,CJM,6,2034,2000,2035,2000,2033,none,0,0
tun29,CJM,6,2035,1700,2036,2000,2034,none,0.15,0
tun29,CJM,6,2036,1445,2037,1700,2035,none,0.15,0
tun29,CJM,6,2037,1228.25,2038,1445,2036,none,0.15,0
tun29,CJM,6,2038,1450.17393363344,2039,1228.25,2037,none,-0.180683031657598,0
tun29,CJM,6,2039,1740.20872036013,2040,1450.17393363344,2038,none,-0.2,0
tun29,CJM,6,2040,2000,2041,1740.20872036013,2039,none,-0.149287425468195,0
tun29,CJM,6,2041,1986.24816794421,2042,2000,2040,none,0.00687591602789384,0
tun29,CJM,6,2042,2000,2043,1986.24816794421,2041,none,-0.00692352158090137,0
tun29,CJM,6,2043,2000,2044,2000,2042,none,0,0
tun29,CJM,6,2044,2000,2045,2000,2043,none,0,0
tun29,CJM,6,2045,2000,2046,2000,2044,none,0,0
tun29,CJM,6,2046,2000,2047,2000,2045,none,0,0
tun29,CJM,6,2047,2000,2048,2000,2046,none,0,0
tun29,CJM,6,2048,2000,2049,2000,2047,none,0,0
tun29,CJM,6,2049,2000,2050,2000,2048,none,0,0
tun29,CJM,7,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,7,2026,1119.52011768726,2027,1177.25,2025,none,0.0490379123489015,0
tun29,CJM,7,2027,1086.85580193015,2028,1119.52011768726,2026,none,0.029177069032568,0
tun29,CJM,7,2028,1304.22696231617,2029,1086.85580193015,2027,none,-0.2,0
tun29,CJM,7,2029,1565.07235477941,2030,1304.22696231617,2028,none,-0.2,0
tun29,CJM,7,2030,1878.08682573529,2031,1565.07235477941,2029,none,-0.2,0
tun29,CJM,7,2031,1596.373801875,2032,1878.08682573529,2030,none,0.15,0
tun29,CJM,7,2032,1734.19286870353,2033,1596.373801875,2031,none,-0.0863325786646312,0
tun29,CJM,7,2033,1986.62590439449,2034,1734.19286870353,2032,none,-0.145562261410796,0
tun29,CJM,7,2034,2000,2035,1986.62590439449,2033,none,-0.00673206544620553,0
tun29,CJM,7,2035,2000,2036,2000,2034,none,0,0
tun29,CJM,7,2036,1951.56413891077,2037,2000,2035,none,0.0242179305446163,0
tun29,CJM,7,2037,1710.29156174733,2038,1951.56413891077,2036,none,0.123630360054731,0
tun29,CJM,7,2038,1469.47699491369,2039,1710.29156174733,2037,none,0.140803224561085,0
tun29,CJM,7,2039,1249.05544567664,2040,1469.47699491369,2038,none,0.15,0
tun29,CJM,7,2040,1061.69712882514,2041,1249.05544567664,2039,none,0.15,0
tun29,CJM,7,2041,902.44255950137,2042,1061.69712882514,2040,none,0.15,0
tun29,CJM,7,2042,767.076175576165,2043,902.44255950137,2041,none,0.15,0
tun29,CJM,7,2043,652.01474923974,2044,767.076175576165,2042,none,0.15,0
tun29,CJM,7,2044,554.212536853779,2045,652.01474923974,2043,none,0.15,0
tun29,CJM,7,2045,471.080656325712,2046,554.212536853779,2044,none,0.15,0
tun29,CJM,7,2046,400.418557876855,2047,471.080656325712,2045,none,0.15,0
tun29,CJM,7,2047,340.355774195327,2048,400.418557876855,2046,none,0.15,0
tun29,CJM,7,2048,289.302408066028,2049,340.355774195327,2047,none,0.15,0
tun29,CJM,7,2049,270,2050,289.302408066028,2048,none,0.0667205233273497,0
tun29,CJM,8,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,8,2026,1119.51932804539,2027,1177.25,2025,none,0.0490385831001162,0
tun29,CJM,8,2027,958.543308510337,2028,1119.51932804539,2026,none,0.143790299553028,0
tun29,CJM,8,2028,1039.68592762776,2029,958.543308510337,2027,none,-0.0846520114396545,0
tun29,CJM,8,2029,1147.43427936793,2030,1039.68592762776,2028,none,-0.103635481520866,0
tun29,CJM,8,2030,1329.06178198315,2031,1147.43427936793,2029,none,-0.158290113761695,0
tun29,CJM,8,2031,1250.76425785607,2032,1329.06178198315,2030,none,0.0589118769258805,0
tun29,CJM,8,2032,1249.52413282487,2033,1250.76425785607,2031,none,0.000991493819406664,0
tun29,CJM,8,2033,1070.98423894878,2034,1249.52413282487,2032,none,0.142886311025025,0
tun29,CJM,8,2034,1025.74223747202,2035,1070.98423894878,2033,none,0.0422433868132041,0
tun29,CJM,8,2035,871.880901851216,2036,1025.74223747202,2034,none,0.15,0
tun29,CJM,8,2036,741.098766573534,2037,871.880901851216,2035,none,0.15,0
tun29,CJM,8,2037,629.933951587504,2038,741.098766573534,2036,none,0.15,0
tun29,CJM,8,2038,535.443858849378,2039,629.933951587504,2037,none,0.15,0
tun29,CJM,8,2039,455.127280021971,2040,535.443858849378,2038,none,0.15,0
tun29,CJM,8,2040,386.858188018676,2041,455.127280021971,2039,none,0.15,0
tun29,CJM,8,2041,328.829459815874,2042,386.858188018676,2040,none,0.15,0
tun29,CJM,8,2042,279.505040843493,2043,328.829459815874,2041,none,0.15,0
tun29,CJM,8,2043,270,2044,279.505040843493,2042,none,0.0340066884475813,0
tun29,CJM,8,2044,270,2045,270,2043,none,0,0
tun29,CJM,8,2045,270,2046,270,2044,none,0,0
tun29,CJM,8,2046,270,2047,270,2045,none,0,0
tun29,CJM,8,2047,270,2048,270,2046,none,0,0
tun29,CJM,8,2048,270,2049,270,2047,none,0,0
tun29,CJM,8,2049,270,2050,270,2048,none,0,0
tun29,CJM,9,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,9,2026,1119.51960830625,2027,1177.25,2025,none,0.0490383450361014,0
tun29,CJM,9,2027,1011.13824415243,2028,1119.51960830625,2026,none,0.0968105992513969,0
tun29,CJM,9,2028,949.713908604717,2029,1011.13824415243,2027,none,0.0607477126920494,0
tun29,CJM,9,2029,1139.65669032566,2030,949.713908604717,2028,none,-0.2,0
tun29,CJM,9,2030,1361.55740245592,2031,1139.65669032566,2029,none,-0.194708383686016,0
tun29,CJM,9,2031,1487.3899875476,2032,1361.55740245592,2030,none,-0.0924181271128939,0
tun29,CJM,9,2032,1388.65429523686,2033,1487.3899875476,2031,none,0.0663818454725098,0
tun29,CJM,9,2033,1519.3222192136,2034,1388.65429523686,2032,none,-0.0940967989116823,0
tun29,CJM,9,2034,1598.3654175728,2035,1519.3222192136,2033,none,-0.0520253027038014,0
tun29,CJM,9,2035,1918.03850108736,2036,1598.3654175728,2034,none,-0.2,0
tun29,CJM,9,2036,2000,2037,1918.03850108736,2035,none,-0.0427319362286913,0
tun29,CJM,9,2037,2000,2038,2000,2036,none,0,0
tun29,CJM,9,2038,2000,2039,2000,2037,none,0,0
tun29,CJM,9,2039,2000,2040,2000,2038,none,0,0
tun29,CJM,9,2040,2000,2041,2000,2039,none,0,0
tun29,CJM,9,2041,2000,2042,2000,2040,none,0,0
tun29,CJM,9,2042,2000,2043,2000,2041,none,0,0
tun29,CJM,9,2043,2000,2044,2000,2042,none,0,0
tun29,CJM,9,2044,2000,2045,2000,2043,none,0,0
tun29,CJM,9,2045,2000,2046,2000,2044,none,0,0
tun29,CJM,9,2046,2000,2047,2000,2045,none,0,0
tun29,CJM,9,2047,2000,2048,2000,2046,none,0,0
tun29,CJM,9,2048,2000,2049,2000,2047,none,0,0
tun29,CJM,9,2049,2000,2050,2000,2048,none,0,0
tun29,CJM,10,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,10,2026,1119.51940381604,2027,1177.25,2025,none,0.0490385187376982,0
tun29,CJM,10,2027,1115.41768938782,2028,1119.51940381604,2026,none,0.00366381718283848,0
tun29,CJM,10,2028,1338.50122726539,2029,1115.41768938782,2027,none,-0.2,0
tun29,CJM,10,2029,1606.20147271846,2030,1338.50122726539,2028,none,-0.2,0
tun29,CJM,10,2030,1927.44176726216,2031,1606.20147271846,2029,none,-0.2,0
tun29,CJM,10,2031,2000,2032,1927.44176726216,2030,none,-0.0376448378209158,0
tun29,CJM,10,2032,2000,2033,2000,2031,none,0,0
tun29,CJM,10,2033,2000,2034,2000,2032,none,0,0
tun29,CJM,10,2034,2000,2035,2000,2033,none,0,0
tun29,CJM,10,2035,2000,2036,2000,2034,none,0,0
tun29,CJM,10,2036,2000,2037,2000,2035,none,0,0
tun29,CJM,10,2037,2000,2038,2000,2036,none,0,0
tun29,CJM,10,2038,2000,2039,2000,2037,none,0,0
tun29,CJM,10,2039,2000,2040,2000,2038,none,0,0
tun29,CJM,10,2040,2000,2041,2000,2039,none,0,0
tun29,CJM,10,2041,2000,2042,2000,2040,none,0,0
tun29,CJM,10,2042,2000,2043,2000,2041,none,0,0
tun29,CJM,10,2043,2000,2044,2000,2042,none,0,0
tun29,CJM,10,2044,2000,2045,2000,2043,none,0,0
tun29,CJM,10,2045,2000,2046,2000,2044,none,0,0
tun29,CJM,10,2046,2000,2047,2000,2045,none,0,0
tun29,CJM,10,2047,2000,2048,2000,2046,none,0,0
tun29,CJM,10,2048,1820.13373334226,2049,2000,2047,none,0.0899331333288714,0
tun29,CJM,10,2049,1761.23227956872,2050,1820.13373334226,2048,none,0.0323610582533268,0
tun29,CJM,11,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,11,2026,1119.52063210462,2027,1177.25,2025,none,0.0490374753836291,0
tun29,CJM,11,2027,1040.41275745582,2028,1119.52063210462,2026,none,0.0706622748882085,0
tun29,CJM,11,2028,1094.56053371218,2029,1040.41275745582,2027,none,-0.0520445139376815,0
tun29,CJM,11,2029,1281.36160908087,2030,1094.56053371218,2028,none,-0.170663083141833,0
tun29,CJM,11,2030,1282.10867595733,2031,1281.36160908087,2029,none,-0.000583025799409054,0
tun29,CJM,11,2031,1538.5304111488,2032,1282.10867595733,2030,none,-0.2,0
tun29,CJM,11,2032,1846.23649337856,2033,1538.5304111488,2031,none,-0.2,0
tun29,CJM,11,2033,2000,2034,1846.23649337856,2032,none,-0.083284837653739,0
tun29,CJM,11,2034,1952.46699104817,2035,2000,2033,none,0.0237665044759157,0
tun29,CJM,11,2035,1884.37035780637,2036,1952.46699104817,2034,none,0.0348772263777151,0
tun29,CJM,11,2036,1979.48540307234,2037,1884.37035780637,2035,none,-0.0504757702603111,0
tun29,CJM,11,2037,1927.16594193008,2038,1979.48540307234,2036,none,0.0264308395813646,0
tun29,CJM,11,2038,1700.1897304533,2039,1927.16594193008,2037,none,0.117777201505264,0
tun29,CJM,11,2039,2000,2040,1700.1897304533,2038,none,-0.176339301535932,0
tun29,CJM,11,2040,1881.21021196511,2041,2000,2039,none,0.0593948940174446,0
tun29,CJM,11,2041,1691.8679420219,2042,1881.21021196511,2040,none,0.100649182499082,0
tun29,CJM,11,2042,1494.493144583,2043,1691.8679420219,2041,none,0.116660876736645,0
tun29,CJM,11,2043,1752.04296923496,2044,1494.493144583,2042,none,-0.17233255675042,0
tun29,CJM,11,2044,1969.71627208676,2045,1752.04296923496,2043,none,-0.124239705688752,0
tun29,CJM,11,2045,1957.68729470112,2046,1969.71627208676,2044,none,0.006106959441878,0
tun29,CJM,11,2046,2000,2047,1957.68729470112,2045,none,-0.0216136179733133,0
tun29,CJM,11,2047,2000,2048,2000,2046,none,0,0
tun29,CJM,11,2048,2000,2049,2000,2047,none,0,0
tun29,CJM,11,2049,2000,2050,2000,2048,none,0,0
tun29,CJM,12,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,12,2026,1119.51939497613,2027,1177.25,2025,none,0.0490385262466551,0
tun29,CJM,12,2027,992.558063421098,2028,1119.51939497613,2026,none,0.113406996006295,0
tun29,CJM,12,2028,1096.86213527799,2029,992.558063421098,2027,none,-0.105086116067993,0
tun29,CJM,12,2029,1316.23456233359,2030,1096.86213527799,2028,none,-0.2,0
tun29,CJM,12,2030,1579.4814748003,2031,1316.23456233359,2029,none,-0.2,0
tun29,CJM,12,2031,1479.14856609779,2032,1579.4814748003,2030,none,0.0635226878588124,0
tun29,CJM,12,2032,1257.27628118312,2033,1479.14856609779,2031,none,0.15,0
tun29,CJM,12,2033,1068.68483900565,2034,1257.27628118312,2032,none,0.15,0
tun29,CJM,12,2034,1104.07869876682,2035,1068.68483900565,2033,none,-0.0331190810137241,0
tun29,CJM,12,2035,1324.89443852018,2036,1104.07869876682,2034,none,-0.2,0
tun29,CJM,12,2036,1589.87332622422,2037,1324.89443852018,2035,none,-0.2,0
tun29,CJM,12,2037,1879.66022022699,2038,1589.87332622422,2036,none,-0.182270429488228,0
tun29,CJM,12,2038,1766.27740488951,2039,1879.66022022699,2037,none,0.0603209101928984,0
tun29,CJM,12,2039,1562.72446958014,2040,1766.27740488951,2038,none,0.115244035136202,0
tun29,CJM,12,2040,1738.84911485319,2041,1562.72446958014,2039,none,-0.112703581918293,0
tun29,CJM,12,2041,1962.99838706079,2042,1738.84911485319,2040,none,-0.128906683330327,0
tun29,CJM,12,2042,2000,2043,1962.99838706079,2041,none,-0.0188495381265255,0
tun29,CJM,12,2043,1959.69066858304,2044,2000,2042,none,0.02015466570848,0
tun29,CJM,12,2044,1893.48009861455,2045,1959.69066858304,2043,none,0.0337862352614875,0
tun29,CJM,12,2045,1758.33167251377,2046,1893.48009861455,2044,none,0.0713756781492801,0
tun29,CJM,12,2046,1532.90856731456,2047,1758.33167251377,2045,none,0.128202834950326,0
tun29,CJM,12,2047,1498.66186553566,2048,1532.90856731456,2046,none,0.0223409944396682,0
tun29,CJM,12,2048,1411.27145037458,2049,1498.66186553566,2047,none,0.0583122965698794,0
tun29,CJM,12,2049,1315.44172318669,2050,1411.27145037458,2048,none,0.0679031147143645,0
tun29,CJM,13,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,13,2026,1119.52016203551,2027,1177.25,2025,none,0.0490378746778443,0
tun29,CJM,13,2027,984.836381363852,2028,1119.52016203551,2026,none,0.120304917444965,0
tun29,CJM,13,2028,1174.55158586812,2029,984.836381363852,2027,none,-0.192636267398591,0
tun29,CJM,13,2029,1324.17598535705,2030,1174.55158586812,2028,none,-0.127388529622001,0
tun29,CJM,13,2030,1286.29606547363,2031,1324.17598535705,2029,none,0.0286064090440432,0
tun29,CJM,13,2031,1415.24188446493,2032,1286.29606547363,2030,none,-0.100245831774215,0
tun29,CJM,13,2032,1528.33759094416,2033,1415.24188446493,2031,none,-0.0799126338194764,0
tun29,CJM,13,2033,1638.43143272793,2034,1528.33759094416,2032,none,-0.0720350284100215,0
tun29,CJM,13,2034,1676.48061908117,2035,1638.43143272793,2033,none,-0.0232229348102135,0
tun29,CJM,13,2035,1511.20393279019,2036,1676.48061908117,2034,none,0.0985855037092945,0
tun29,CJM,13,2036,1284.52334287166,2037,1511.20393279019,2035,none,0.15,0
tun29,CJM,13,2037,1091.84484144091,2038,1284.52334287166,2036,none,0.15,0
tun29,CJM,13,2038,928.068115224773,2039,1091.84484144091,2037,none,0.15,0
tun29,CJM,13,2039,788.857897941057,2040,928.068115224773,2038,none,0.15,0
tun29,CJM,13,2040,670.529213249898,2041,788.857897941057,2039,none,0.15,0
tun29,CJM,13,2041,587.366619355476,2042,670.529213249898,2040,none,0.124025310532487,0
tun29,CJM,13,2042,664.182436252595,2043,587.366619355476,2041,none,-0.130780017736469,0
tun29,CJM,13,2043,797.018923503114,2044,664.182436252595,2042,none,-0.2,0
tun29,CJM,13,2044,956.422708203736,2045,797.018923503114,2043,none,-0.2,0
tun29,CJM,13,2045,1147.70724984448,2046,956.422708203736,2044,none,-0.2,0
tun29,CJM,13,2046,1377.24869981338,2047,1147.70724984448,2045,none,-0.2,0
tun29,CJM,13,2047,1652.69843977606,2048,1377.24869981338,2046,none,-0.2,0
tun29,CJM,13,2048,1654.23003213019,2049,1652.69843977606,2047,none,-0.000926722212153619,0
tun29,CJM,13,2049,1482.75952173725,2050,1654.23003213019,2048,none,0.103655783695413,0
tun29,CJM,14,2025,1177.25,2026,,,no_previous_advice,,
tun29,CJM,14,2026,1119.51991742927,2027,1177.25,2025,none,0.0490380824554936,0
tun29,CJM,14,2027,1255.80688378922,2028,1119.51991742927,2026,none,-0.121736973356315,0
tun29,CJM,14,2028,1345.44360957402,2029,1255.80688378922,2027,none,-0.0713777945812242,0
tun29,CJM,14,2029,1614.53233148882,2030,1345.44360957402,2028,none,-0.2,0
tun29,CJM,14,2030,1937.43879778658,2031,1614.53233148882,2029,none,-0.2,0
tun29,CJM,14,2031,2000,2032,1937.43879778658,2030,none,-0.0322906727608072,0
tun29,CJM,14,2032,2000,2033,2000,2031,none,0,0
tun29,CJM,14,2033,2000,2034,2000,2032,none,0,0
tun29,CJM,14,2034,2000,2035,2000,2033,none,0,0
tun29,CJM,14,2035,2000,2036,2000,2034,none,0,0
tun29,CJM,14,2036,2000,2037,2000,2035,none,0,0
tun29,CJM,14,2037,2000,2038,2000,2036,none,0,0
tun29,CJM,14,2038,2000,2039,2000,2037,none,0,0
tun29,CJM,14,2039,2000,2040,2000,2038,none,0,0
tun29,CJM,14,2040,2000,2041,2000,2039,none,0,0
tun29,CJM,14,2041,2000,2042,2000,2040,none,0,0
tun29,CJM,14,2042,2000,2043,2000,2041,none,0,0
tun29,CJM,14,2043,2000,2044,2000,2042,none,0,0
tun29,CJM,14,2044,2000,2045,2000,2043,none,0,0
